Id,alphabet,Description,Category,Prevalence_20192,Prevalence_20201,Prevalence_20202
g309,g,"Alzheimer's disease, unspecified",Diseases of the nervous system,2663.0,2524.0,2431.0
g546,g,Phantom limb syndrome with pain,Diseases of the nervous system,283.0,234.0,203.0
g800,g,Spastic quadriplegic cerebral palsy,Diseases of the nervous system,283.0,262.0,235.0
g8929,g,Other chronic pain,Diseases of the nervous system,24935.0,22091.0,20464.0
g935,g,Compression of brain,Diseases of the nervous system,1279.0,1345.0,1291.0
g936,g,Cerebral edema,Diseases of the nervous system,2674.0,2604.0,2487.0
h01003,h,"Unspecified blepharitis right eye, unspecified eyelid",Diseases of the eye and ear,10.0,,14.0
h01006,h,"Unspecified blepharitis left eye, unspecified eyelid",Diseases of the eye and ear,12.0,14.0,14.0
h42,h,Glaucoma in diseases classified elsewhere,Diseases of the eye and ear,76.0,57.0,64.0
h52209,h,"Unspecified astigmatism, unspecified eye",Diseases of the eye and ear,17.0,,12.0
h524,h,Presbyopia,Diseases of the eye and ear,23.0,19.0,14.0
i10,i,Essential (primary) hypertension,Diseases of the circulatory system,103037.0,96804.0,102006.0
i120,i,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,Diseases of the circulatory system,6147.0,5767.0,6173.0
i129,i,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diseases of the circulatory system,19798.0,18262.0,19356.0
i132,i,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",Diseases of the circulatory system,3530.0,3672.0,3599.0
i2510,i,Atherosclerotic heart disease of native coronary artery without angina pectoris,Diseases of the circulatory system,47685.0,46927.0,44886.0
i252,i,Old myocardial infarction,Diseases of the circulatory system,14706.0,13407.0,13097.0
i462,i,Cardiac arrest due to underlying cardiac condition,Diseases of the circulatory system,369.0,361.0,532.0
i4901,i,Ventricular fibrillation,Diseases of the circulatory system,818.0,838.0,897.0
i5189,i,Other ill-defined heart diseases,Diseases of the circulatory system,136.0,142.0,163.0
i680,i,Cerebral amyloid angiopathy,Diseases of the circulatory system,102.0,123.0,131.0
i69020,i,Aphasia following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,13.0,,10.0
i69051,i,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side,Diseases of the circulatory system,10.0,,12.0
i69054,i,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,Diseases of the circulatory system,10.0,,12.0
i69091,i,Dysphagia following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,22.0,19.0,19.0
i69110,i,Attention and concentration deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,12.0,16.0,18.0
i69111,i,Memory deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,27.0,30.0,23.0
i69112,i,Visuospatial deficit and spatial neglect following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,21.0,30.0,22.0
i69114,i,Frontal lobe and executive function deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,12.0,16.0,16.0
i69120,i,Aphasia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,83.0,91.0,91.0
i69122,i,Dysarthria following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,67.0,75.0,92.0
i69151,i,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right dominant side,Diseases of the circulatory system,91.0,93.0,87.0
i69154,i,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left non-dominant side,Diseases of the circulatory system,92.0,108.0,102.0
i69191,i,Dysphagia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,128.0,140.0,106.0
i69192,i,Facial weakness following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,60.0,59.0,56.0
i69198,i,Other sequelae of nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,98.0,113.0,118.0
i69218,i,Other symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,10.0,,13.0
i69219,i,Unspecified symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,17.0,20.0,14.0
i69220,i,Aphasia following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,22.0,31.0,21.0
i69222,i,Dysarthria following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,,16.0,13.0
i69291,i,Dysphagia following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,19.0,31.0,23.0
i69292,i,Facial weakness following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,,,12.0
i69310,i,Attention and concentration deficit following cerebral infarction,Diseases of the circulatory system,77.0,73.0,80.0
i69311,i,Memory deficit following cerebral infarction,Diseases of the circulatory system,314.0,285.0,277.0
i69314,i,Frontal lobe and executive function deficit following cerebral infarction,Diseases of the circulatory system,94.0,70.0,95.0
i69320,i,Aphasia following cerebral infarction,Diseases of the circulatory system,1212.0,1198.0,1218.0
i69322,i,Dysarthria following cerebral infarction,Diseases of the circulatory system,882.0,840.0,832.0
i69351,i,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side,Diseases of the circulatory system,2101.0,2070.0,1922.0
i69391,i,Dysphagia following cerebral infarction,Diseases of the circulatory system,961.0,1039.0,972.0
i69392,i,Facial weakness following cerebral infarction,Diseases of the circulatory system,629.0,600.0,595.0
i82411,i,Acute embolism and thrombosis of right femoral vein,Diseases of the circulatory system,699.0,599.0,760.0
i82412,i,Acute embolism and thrombosis of left femoral vein,Diseases of the circulatory system,796.0,699.0,812.0
i82413,i,"Acute embolism and thrombosis of femoral vein, bilateral",Diseases of the circulatory system,197.0,169.0,219.0
i82431,i,Acute embolism and thrombosis of right popliteal vein,Diseases of the circulatory system,603.0,513.0,641.0
i82432,i,Acute embolism and thrombosis of left popliteal vein,Diseases of the circulatory system,708.0,576.0,785.0
i82433,i,"Acute embolism and thrombosis of popliteal vein, bilateral",Diseases of the circulatory system,126.0,114.0,188.0
i82441,i,Acute embolism and thrombosis of right tibial vein,Diseases of the circulatory system,277.0,258.0,342.0
i82442,i,Acute embolism and thrombosis of left tibial vein,Diseases of the circulatory system,261.0,247.0,337.0
i82443,i,"Acute embolism and thrombosis of tibial vein, bilateral",Diseases of the circulatory system,56.0,59.0,77.0
i82451,i,Acute embolism and thrombosis of right peroneal vein,Diseases of the circulatory system,104.0,210.0,290.0
i82452,i,Acute embolism and thrombosis of left peroneal vein,Diseases of the circulatory system,139.0,219.0,341.0
i82453,i,"Acute embolism and thrombosis of peroneal vein, bilateral",Diseases of the circulatory system,31.0,65.0,83.0
i82512,i,Chronic embolism and thrombosis of left femoral vein,Diseases of the circulatory system,133.0,122.0,137.0
i82513,i,"Chronic embolism and thrombosis of femoral vein, bilateral",Diseases of the circulatory system,52.0,23.0,36.0
i82532,i,Chronic embolism and thrombosis of left popliteal vein,Diseases of the circulatory system,81.0,85.0,92.0
i82533,i,"Chronic embolism and thrombosis of popliteal vein, bilateral",Diseases of the circulatory system,31.0,14.0,18.0
i82542,i,Chronic embolism and thrombosis of left tibial vein,Diseases of the circulatory system,14.0,13.0,12.0
i82552,i,Chronic embolism and thrombosis of left peroneal vein,Diseases of the circulatory system,,11.0,11.0
i82a11,i,Acute embolism and thrombosis of right axillary vein,Diseases of the circulatory system,101.0,100.0,129.0
i82b11,i,Acute embolism and thrombosis of right subclavian vein,Diseases of the circulatory system,120.0,120.0,141.0
i83018,i,Varicose veins of right lower extremity with ulcer other part of lower leg,Diseases of the circulatory system,67.0,62.0,75.0
i83019,i,Varicose veins of right lower extremity with ulcer of unspecified site,Diseases of the circulatory system,43.0,37.0,34.0
i83028,i,Varicose veins of left lower extremity with ulcer other part of lower leg,Diseases of the circulatory system,67.0,67.0,83.0
i83029,i,Varicose veins of left lower extremity with ulcer of unspecified site,Diseases of the circulatory system,41.0,38.0,32.0
i8311,i,Varicose veins of right lower extremity with inflammation,Diseases of the circulatory system,34.0,25.0,32.0
i8312,i,Varicose veins of left lower extremity with inflammation,Diseases of the circulatory system,33.0,29.0,32.0
i83218,i,Varicose veins of right lower extremity with both ulcer of other part of lower extremity and inflammation,Diseases of the circulatory system,36.0,29.0,27.0
i83228,i,Varicose veins of left lower extremity with both ulcer of other part of lower extremity and inflammation,Diseases of the circulatory system,37.0,33.0,34.0
j1289,j,Other viral pneumonia,Diseases of the respiratory system,118.0,6736.0,28037.0
j440,j,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,Diseases of the respiratory system,6380.0,8940.0,7056.0
j441,j,Chronic obstructive pulmonary disease with (acute) exacerbation,Diseases of the respiratory system,9901.0,11824.0,7968.0
j705,j,Respiratory conditions due to smoke inhalation,Diseases of the respiratory system,38.0,35.0,23.0
j9601,j,Acute respiratory failure with hypoxia,Diseases of the respiratory system,24494.0,33592.0,43266.0
j9621,j,Acute and chronic respiratory failure with hypoxia,Diseases of the respiratory system,9129.0,10443.0,8905.0
k3184,k,Gastroparesis,Diseases of the digestive system,2597.0,2393.0,2302.0
k3189,k,Other diseases of stomach and duodenum,Diseases of the digestive system,1688.0,1563.0,1920.0
k50113,k,Crohn's disease of large intestine with fistula,Diseases of the digestive system,15.0,19.0,12.0
k50114,k,Crohn's disease of large intestine with abscess,Diseases of the digestive system,11.0,18.0,11.0
k50913,k,"Crohn's disease, unspecified, with fistula",Diseases of the digestive system,30.0,26.0,22.0
k50914,k,"Crohn's disease, unspecified, with abscess",Diseases of the digestive system,13.0,13.0,15.0
k5903,k,Drug induced constipation,Diseases of the digestive system,1652.0,1438.0,1475.0
k7031,k,Alcoholic cirrhosis of liver with ascites,Diseases of the digestive system,1900.0,1873.0,2288.0
k766,k,Portal hypertension,Diseases of the digestive system,3905.0,3544.0,4173.0
l0231,l,Cutaneous abscess of buttock,Diseases of the skin and subcutaneous tissue,563.0,465.0,490.0
l02411,l,Cutaneous abscess of right axilla,Diseases of the skin and subcutaneous tissue,74.0,46.0,58.0
l02811,l,"Cutaneous abscess of head [any part, except face]",Diseases of the skin and subcutaneous tissue,82.0,69.0,72.0
l03111,l,Cellulitis of right axilla,Diseases of the skin and subcutaneous tissue,31.0,30.0,37.0
l03317,l,Cellulitis of buttock,Diseases of the skin and subcutaneous tissue,403.0,346.0,357.0
l03811,l,"Cellulitis of head [any part, except face]",Diseases of the skin and subcutaneous tissue,75.0,56.0,66.0
l89214,l,"Pressure ulcer of right hip, stage 4",Diseases of the skin and subcutaneous tissue,54.0,63.0,56.0
l89224,l,"Pressure ulcer of left hip, stage 4",Diseases of the skin and subcutaneous tissue,68.0,64.0,73.0
l89310,l,"Pressure ulcer of right buttock, unstageable",Diseases of the skin and subcutaneous tissue,96.0,84.0,84.0
l89311,l,"Pressure ulcer of right buttock, stage 1",Diseases of the skin and subcutaneous tissue,83.0,66.0,71.0
l89312,l,"Pressure ulcer of right buttock, stage 2",Diseases of the skin and subcutaneous tissue,243.0,236.0,230.0
l89313,l,"Pressure ulcer of right buttock, stage 3",Diseases of the skin and subcutaneous tissue,178.0,188.0,212.0
l89314,l,"Pressure ulcer of right buttock, stage 4",Diseases of the skin and subcutaneous tissue,141.0,132.0,138.0
l89316,l,Pressure-induced deep tissue damage of right buttock,Diseases of the skin and subcutaneous tissue,18.0,85.0,91.0
l89319,l,"Pressure ulcer of right buttock, unspecified stage",Diseases of the skin and subcutaneous tissue,115.0,98.0,92.0
l89320,l,"Pressure ulcer of left buttock, unstageable",Diseases of the skin and subcutaneous tissue,98.0,74.0,83.0
l89321,l,"Pressure ulcer of left buttock, stage 1",Diseases of the skin and subcutaneous tissue,68.0,67.0,68.0
l89322,l,"Pressure ulcer of left buttock, stage 2",Diseases of the skin and subcutaneous tissue,254.0,265.0,233.0
l89323,l,"Pressure ulcer of left buttock, stage 3",Diseases of the skin and subcutaneous tissue,170.0,185.0,208.0
l89324,l,"Pressure ulcer of left buttock, stage 4",Diseases of the skin and subcutaneous tissue,139.0,118.0,154.0
l89326,l,Pressure-induced deep tissue damage of left buttock,Diseases of the skin and subcutaneous tissue,18.0,87.0,100.0
l89329,l,"Pressure ulcer of left buttock, unspecified stage",Diseases of the skin and subcutaneous tissue,125.0,99.0,109.0
l89519,l,"Pressure ulcer of right ankle, unspecified stage",Diseases of the skin and subcutaneous tissue,31.0,22.0,16.0
l89529,l,"Pressure ulcer of left ankle, unspecified stage",Diseases of the skin and subcutaneous tissue,25.0,19.0,19.0
l89610,l,"Pressure ulcer of right heel, unstageable",Diseases of the skin and subcutaneous tissue,177.0,147.0,134.0
l89611,l,"Pressure ulcer of right heel, stage 1",Diseases of the skin and subcutaneous tissue,68.0,68.0,87.0
l89614,l,"Pressure ulcer of right heel, stage 4",Diseases of the skin and subcutaneous tissue,30.0,30.0,24.0
l89616,l,Pressure-induced deep tissue damage of right heel,Diseases of the skin and subcutaneous tissue,27.0,139.0,184.0
l89619,l,"Pressure ulcer of right heel, unspecified stage",Diseases of the skin and subcutaneous tissue,128.0,120.0,112.0
l89620,l,"Pressure ulcer of left heel, unstageable",Diseases of the skin and subcutaneous tissue,179.0,158.0,146.0
l89621,l,"Pressure ulcer of left heel, stage 1",Diseases of the skin and subcutaneous tissue,72.0,76.0,99.0
l89624,l,"Pressure ulcer of left heel, stage 4",Diseases of the skin and subcutaneous tissue,41.0,28.0,19.0
l89626,l,Pressure-induced deep tissue damage of left heel,Diseases of the skin and subcutaneous tissue,37.0,143.0,230.0
l89629,l,"Pressure ulcer of left heel, unspecified stage",Diseases of the skin and subcutaneous tissue,134.0,117.0,105.0
l97119,l,Non-pressure chronic ulcer of right thigh with unspecified severity,Diseases of the skin and subcutaneous tissue,19.0,31.0,34.0
l97129,l,Non-pressure chronic ulcer of left thigh with unspecified severity,Diseases of the skin and subcutaneous tissue,20.0,25.0,28.0
l97519,l,Non-pressure chronic ulcer of other part of right foot with unspecified severity,Diseases of the skin and subcutaneous tissue,1792.0,1569.0,1622.0
l97529,l,Non-pressure chronic ulcer of other part of left foot with unspecified severity,Diseases of the skin and subcutaneous tissue,1735.0,1465.0,1461.0
l97811,l,Non-pressure chronic ulcer of other part of right lower leg limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,56.0,37.0,42.0
l97818,l,Non-pressure chronic ulcer of other part of right lower leg with other specified severity,Diseases of the skin and subcutaneous tissue,39.0,34.0,29.0
l97819,l,Non-pressure chronic ulcer of other part of right lower leg with unspecified severity,Diseases of the skin and subcutaneous tissue,211.0,223.0,214.0
l97821,l,Non-pressure chronic ulcer of other part of left lower leg limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,52.0,39.0,48.0
l97828,l,Non-pressure chronic ulcer of other part of left lower leg with other specified severity,Diseases of the skin and subcutaneous tissue,37.0,34.0,35.0
l97829,l,Non-pressure chronic ulcer of other part of left lower leg with unspecified severity,Diseases of the skin and subcutaneous tissue,218.0,193.0,208.0
l97911,l,Non-pressure chronic ulcer of unspecified part of right lower leg limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,42.0,41.0,53.0
l97919,l,Non-pressure chronic ulcer of unspecified part of right lower leg with unspecified severity,Diseases of the skin and subcutaneous tissue,502.0,462.0,470.0
l97921,l,Non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,53.0,42.0,51.0
l97929,l,Non-pressure chronic ulcer of unspecified part of left lower leg with unspecified severity,Diseases of the skin and subcutaneous tissue,555.0,487.0,498.0
m14671,m,"Charcot's joint, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,25.0,31.0,25.0
m14672,m,"Charcot's joint, left ankle and foot",Diseases of the musculoskeletal system and connective tissue,28.0,29.0,20.0
m19031,m,"Primary osteoarthritis, right wrist",Diseases of the musculoskeletal system and connective tissue,56.0,37.0,48.0
m19032,m,"Primary osteoarthritis, left wrist",Diseases of the musculoskeletal system and connective tissue,44.0,41.0,45.0
m19041,m,"Primary osteoarthritis, right hand",Diseases of the musculoskeletal system and connective tissue,246.0,223.0,204.0
m19042,m,"Primary osteoarthritis, left hand",Diseases of the musculoskeletal system and connective tissue,229.0,218.0,205.0
m2011,m,"Hallux valgus (acquired), right foot",Diseases of the musculoskeletal system and connective tissue,32.0,15.0,14.0
m2041,m,"Other hammer toe(s) (acquired), right foot",Diseases of the musculoskeletal system and connective tissue,53.0,61.0,46.0
m2042,m,"Other hammer toe(s) (acquired), left foot",Diseases of the musculoskeletal system and connective tissue,56.0,46.0,43.0
m21371,m,"Foot drop, right foot",Diseases of the musculoskeletal system and connective tissue,558.0,530.0,535.0
m21372,m,"Foot drop, left foot",Diseases of the musculoskeletal system and connective tissue,565.0,546.0,556.0
m2141,m,"Flat foot [pes planus] (acquired), right foot",Diseases of the musculoskeletal system and connective tissue,18.0,17.0,21.0
m2142,m,"Flat foot [pes planus] (acquired), left foot",Diseases of the musculoskeletal system and connective tissue,15.0,15.0,25.0
m21611,m,Bunion of right foot,Diseases of the musculoskeletal system and connective tissue,20.0,10.0,11.0
m216x1,m,Other acquired deformities of right foot,Diseases of the musculoskeletal system and connective tissue,13.0,19.0,24.0
m216x2,m,Other acquired deformities of left foot,Diseases of the musculoskeletal system and connective tissue,13.0,,22.0
m24541,m,"Contracture, right hand",Diseases of the musculoskeletal system and connective tissue,49.0,33.0,36.0
m24542,m,"Contracture, left hand",Diseases of the musculoskeletal system and connective tissue,44.0,35.0,40.0
m24551,m,"Contracture, right hip",Diseases of the musculoskeletal system and connective tissue,44.0,21.0,25.0
m24552,m,"Contracture, left hip",Diseases of the musculoskeletal system and connective tissue,43.0,16.0,19.0
m24571,m,"Contracture, right ankle",Diseases of the musculoskeletal system and connective tissue,28.0,22.0,23.0
m24572,m,"Contracture, left ankle",Diseases of the musculoskeletal system and connective tissue,26.0,26.0,27.0
m25541,m,Pain in joints of right hand,Diseases of the musculoskeletal system and connective tissue,28.0,19.0,27.0
m25542,m,Pain in joints of left hand,Diseases of the musculoskeletal system and connective tissue,16.0,14.0,23.0
m2602,m,Maxillary hypoplasia,Diseases of the musculoskeletal system and connective tissue,33.0,28.0,30.0
m26213,m,"Malocclusion, Angle's class III",Diseases of the musculoskeletal system and connective tissue,,,13.0
m4316,m,"Spondylolisthesis, lumbar region",Diseases of the musculoskeletal system and connective tissue,1730.0,1472.0,1565.0
m4622,m,"Osteomyelitis of vertebra, cervical region",Diseases of the musculoskeletal system and connective tissue,83.0,62.0,87.0
m4624,m,"Osteomyelitis of vertebra, thoracic region",Diseases of the musculoskeletal system and connective tissue,157.0,155.0,165.0
m4626,m,"Osteomyelitis of vertebra, lumbar region",Diseases of the musculoskeletal system and connective tissue,273.0,280.0,271.0
m4627,m,"Osteomyelitis of vertebra, lumbosacral region",Diseases of the musculoskeletal system and connective tissue,51.0,56.0,73.0
m4642,m,"Discitis, unspecified, cervical region",Diseases of the musculoskeletal system and connective tissue,31.0,37.0,36.0
m4644,m,"Discitis, unspecified, thoracic region",Diseases of the musculoskeletal system and connective tissue,98.0,86.0,91.0
m4646,m,"Discitis, unspecified, lumbar region",Diseases of the musculoskeletal system and connective tissue,185.0,183.0,174.0
m4647,m,"Discitis, unspecified, lumbosacral region",Diseases of the musculoskeletal system and connective tissue,21.0,40.0,40.0
m4712,m,"Other spondylosis with myelopathy, cervical region",Diseases of the musculoskeletal system and connective tissue,512.0,488.0,489.0
m4722,m,"Other spondylosis with radiculopathy, cervical region",Diseases of the musculoskeletal system and connective tissue,324.0,262.0,339.0
m4726,m,"Other spondylosis with radiculopathy, lumbar region",Diseases of the musculoskeletal system and connective tissue,787.0,702.0,713.0
m48062,m,"Spinal stenosis, lumbar region with neurogenic claudication",Diseases of the musculoskeletal system and connective tissue,1403.0,1210.0,1283.0
m5001,m,"Cervical disc disorder with myelopathy, high cervical region",Diseases of the musculoskeletal system and connective tissue,133.0,136.0,120.0
m50021,m,Cervical disc disorder at C4-C5 level with myelopathy,Diseases of the musculoskeletal system and connective tissue,89.0,93.0,52.0
m50023,m,Cervical disc disorder at C6-C7 level with myelopathy,Diseases of the musculoskeletal system and connective tissue,50.0,49.0,40.0
m5011,m,"Cervical disc disorder with radiculopathy, high cervical region",Diseases of the musculoskeletal system and connective tissue,68.0,60.0,72.0
m50121,m,Cervical disc disorder at C4-C5 level with radiculopathy,Diseases of the musculoskeletal system and connective tissue,79.0,61.0,66.0
m50123,m,Cervical disc disorder at C6-C7 level with radiculopathy,Diseases of the musculoskeletal system and connective tissue,91.0,43.0,46.0
m5116,m,"Intervertebral disc disorders with radiculopathy, lumbar region",Diseases of the musculoskeletal system and connective tissue,1363.0,1114.0,1122.0
m5441,m,"Lumbago with sciatica, right side",Diseases of the musculoskeletal system and connective tissue,108.0,105.0,101.0
m5442,m,"Lumbago with sciatica, left side",Diseases of the musculoskeletal system and connective tissue,108.0,101.0,113.0
m549,m,"Dorsalgia, unspecified",Diseases of the musculoskeletal system and connective tissue,9249.0,7934.0,8442.0
m62561,m,"Muscle wasting and atrophy, not elsewhere classified, right lower leg",Diseases of the musculoskeletal system and connective tissue,21.0,12.0,14.0
m62562,m,"Muscle wasting and atrophy, not elsewhere classified, left lower leg",Diseases of the musculoskeletal system and connective tissue,22.0,10.0,13.0
m79604,m,Pain in right leg,Diseases of the musculoskeletal system and connective tissue,671.0,568.0,576.0
m79605,m,Pain in left leg,Diseases of the musculoskeletal system and connective tissue,647.0,575.0,574.0
n141,n,"Nephropathy induced by other drugs, medicaments and biological substances",Diseases of the genitourinary system,559.0,575.0,514.0
n179,n,"Acute kidney failure, unspecified",Diseases of the genitourinary system,43250.0,42852.0,47086.0
n1830,n,"Chronic kidney disease, stage 3 unspecified",Diseases of the genitourinary system,,,9234.0
n186,n,End stage renal disease,Diseases of the genitourinary system,11130.0,11113.0,11507.0
n189,n,"Chronic kidney disease, unspecified",Diseases of the genitourinary system,10439.0,10121.0,10108.0
n401,n,Benign prostatic hyperplasia with lower urinary tract symptoms,Diseases of the genitourinary system,5280.0,4814.0,4611.0
n650,n,Deformity of reconstructed breast,Diseases of the genitourinary system,,15.0,13.0
n651,n,Disproportion of reconstructed breast,Diseases of the genitourinary system,12.0,,12.0
n762,n,Acute vulvitis,Diseases of the genitourinary system,68.0,88.0,74.0
n764,n,Abscess of vulva,Diseases of the genitourinary system,123.0,94.0,119.0
n896,n,Tight hymenal ring,Diseases of the genitourinary system,14.0,,14.0
o00101,o,Right tubal pregnancy without intrauterine pregnancy,"Pregnancy, childbirth and the puerperium",10.0,17.0,15.0
