"Id","alphabet","Description","Category","Prevalence_20192","Prevalence_20201","Prevalence_20202"
"a159","a","Respiratory tuberculosis unspecified","Certain infectious and parasitic diseases",29,20,15
"a1801","a","Tuberculosis of spine","Certain infectious and parasitic diseases",,13,11
"a280","a","Pasteurellosis","Certain infectious and parasitic diseases",46,38,32
"a310","a","Pulmonary mycobacterial infection","Certain infectious and parasitic diseases",112,111,90
"a312","a","Disseminated mycobacterium avium-intracellulare complex (DMAC)","Certain infectious and parasitic diseases",24,13,
"a318","a","Other mycobacterial infections","Certain infectious and parasitic diseases",13,12,11
"a319","a","Mycobacterial infection, unspecified","Certain infectious and parasitic diseases",32,31,16
"a3700","a","Whooping cough due to Bordetella pertussis without pneumonia","Certain infectious and parasitic diseases",,10,
"a3790","a","Whooping cough, unspecified species without pneumonia","Certain infectious and parasitic diseases",10,,
"a400","a","Sepsis due to streptococcus, group A","Certain infectious and parasitic diseases",83,113,74
"a401","a","Sepsis due to streptococcus, group B","Certain infectious and parasitic diseases",122,88,105
"a403","a","Sepsis due to Streptococcus pneumoniae","Certain infectious and parasitic diseases",51,118,63
"a408","a","Other streptococcal sepsis","Certain infectious and parasitic diseases",138,130,109
"a409","a","Streptococcal sepsis, unspecified","Certain infectious and parasitic diseases",129,162,109
"a4101","a","Sepsis due to Methicillin susceptible Staphylococcus aureus","Certain infectious and parasitic diseases",688,606,661
"a4102","a","Sepsis due to Methicillin resistant Staphylococcus aureus","Certain infectious and parasitic diseases",484,493,468
"a411","a","Sepsis due to other specified staphylococcus","Certain infectious and parasitic diseases",167,162,234
"a412","a","Sepsis due to unspecified staphylococcus","Certain infectious and parasitic diseases",45,57,62
"a413","a","Sepsis due to Hemophilus influenzae","Certain infectious and parasitic diseases",14,15,
"a414","a","Sepsis due to anaerobes","Certain infectious and parasitic diseases",156,147,167
"a4150","a","Gram-negative sepsis, unspecified","Certain infectious and parasitic diseases",356,332,313
"a4151","a","Sepsis due to Escherichia coli [E. coli]","Certain infectious and parasitic diseases",1415,1265,1208
"a4152","a","Sepsis due to Pseudomonas","Certain infectious and parasitic diseases",295,261,304
"a4153","a","Sepsis due to Serratia","Certain infectious and parasitic diseases",28,36,27
"a4159","a","Other Gram-negative sepsis","Certain infectious and parasitic diseases",663,587,730
"a4181","a","Sepsis due to Enterococcus","Certain infectious and parasitic diseases",346,280,334
"a4189","a","Other specified sepsis","Certain infectious and parasitic diseases",484,1609,4479
"a419","a","Sepsis, unspecified organism","Certain infectious and parasitic diseases",16939,17062,16267
"a4289","a","Other forms of actinomycosis","Certain infectious and parasitic diseases",,,10
"a429","a","Actinomycosis, unspecified","Certain infectious and parasitic diseases",10,,
"a430","a","Pulmonary nocardiosis","Certain infectious and parasitic diseases",45,58,34
"a438","a","Other forms of nocardiosis","Certain infectious and parasitic diseases",,17,10
"a439","a","Nocardiosis, unspecified","Certain infectious and parasitic diseases",,13,
"a46","a","Erysipelas","Certain infectious and parasitic diseases",36,30,19
"a480","a","Gas gangrene","Certain infectious and parasitic diseases",179,168,209
"a481","a","Legionnaires' disease","Certain infectious and parasitic diseases",44,28,37
"a483","a","Toxic shock syndrome","Certain infectious and parasitic diseases",11,19,14
"a4901","a","Methicillin susceptible Staphylococcus aureus infection, unspecified site","Certain infectious and parasitic diseases",136,75,68
"a4902","a","Methicillin resistant Staphylococcus aureus infection, unspecified site","Certain infectious and parasitic diseases",96,57,62
"a491","a","Streptococcal infection, unspecified site","Certain infectious and parasitic diseases",,25,13
"a498","a","Other bacterial infections of unspecified site","Certain infectious and parasitic diseases",18,20,16
"a499","a","Bacterial infection, unspecified","Certain infectious and parasitic diseases",28,28,46
"a502","a","Early congenital syphilis, unspecified","Certain infectious and parasitic diseases",15,15,12
"a509","a","Congenital syphilis, unspecified","Certain infectious and parasitic diseases",24,26,55
"a510","a","Primary genital syphilis","Certain infectious and parasitic diseases",,,11
"a5216","a","Charcot's arthropathy (tabetic)","Certain infectious and parasitic diseases",30,38,33
"a523","a","Neurosyphilis, unspecified","Certain infectious and parasitic diseases",23,34,26
"a528","a","Late syphilis, latent","Certain infectious and parasitic diseases",27,42,38
"a530","a","Latent syphilis, unspecified as early or late","Certain infectious and parasitic diseases",63,61,91
"a539","a","Syphilis, unspecified","Certain infectious and parasitic diseases",89,99,135
"a5401","a","Gonococcal cystitis and urethritis, unspecified","Certain infectious and parasitic diseases",10,,
"a5402","a","Gonococcal vulvovaginitis, unspecified","Certain infectious and parasitic diseases",14,,
"a5424","a","Gonococcal female pelvic inflammatory disease","Certain infectious and parasitic diseases",14,,13
"a5442","a","Gonococcal arthritis","Certain infectious and parasitic diseases",10,15,11
"a549","a","Gonococcal infection, unspecified","Certain infectious and parasitic diseases",43,48,93
"a5600","a","Chlamydial infection of lower genitourinary tract, unspecified","Certain infectious and parasitic diseases",17,,10
"a5601","a","Chlamydial cystitis and urethritis","Certain infectious and parasitic diseases",10,,
"a5602","a","Chlamydial vulvovaginitis","Certain infectious and parasitic diseases",20,26,
"a5611","a","Chlamydial female pelvic inflammatory disease","Certain infectious and parasitic diseases",17,14,11
"a562","a","Chlamydial infection of genitourinary tract, unspecified","Certain infectious and parasitic diseases",53,51,42
"a568","a","Sexually transmitted chlamydial infection of other sites","Certain infectious and parasitic diseases",60,67,83
"a5900","a","Urogenital trichomoniasis, unspecified","Certain infectious and parasitic diseases",16,11,14
"a5901","a","Trichomonal vulvovaginitis","Certain infectious and parasitic diseases",67,44,48
"a599","a","Trichomoniasis, unspecified","Certain infectious and parasitic diseases",70,64,89
"a6000","a","Herpesviral infection of urogenital system, unspecified","Certain infectious and parasitic diseases",471,411,402
"a6002","a","Herpesviral infection of other male genital organs","Certain infectious and parasitic diseases",11,11,12
"a6004","a","Herpesviral vulvovaginitis","Certain infectious and parasitic diseases",45,53,44
"a6009","a","Herpesviral infection of other urogenital tract","Certain infectious and parasitic diseases",96,106,175
"a609","a","Anogenital herpesviral infection, unspecified","Certain infectious and parasitic diseases",28,18,16
"a630","a","Anogenital (venereal) warts","Certain infectious and parasitic diseases",129,94,116
"a64","a","Unspecified sexually transmitted disease","Certain infectious and parasitic diseases",10,,
"a689","a","Relapsing fever, unspecified","Certain infectious and parasitic diseases",10,,
"a6920","a","Lyme disease, unspecified","Certain infectious and parasitic diseases",42,46,41
"a749","a","Chlamydial infection, unspecified","Certain infectious and parasitic diseases",117,112,150
"a770","a","Spotted fever due to Rickettsia rickettsii","Certain infectious and parasitic diseases",13,17,15
"a78","a","Q fever","Certain infectious and parasitic diseases",12,,
"a86","a","Unspecified viral encephalitis","Certain infectious and parasitic diseases",40,20,19
"a870","a","Enteroviral meningitis","Certain infectious and parasitic diseases",15,,
"a872","a","Lymphocytic choriomeningitis","Certain infectious and parasitic diseases",10,,
"a878","a","Other viral meningitis","Certain infectious and parasitic diseases",14,,
"a879","a","Viral meningitis, unspecified","Certain infectious and parasitic diseases",120,53,43
"a9230","a","West Nile virus infection, unspecified","Certain infectious and parasitic diseases",22,,
"a9231","a","West Nile virus infection with encephalitis","Certain infectious and parasitic diseases",89,,
"a9232","a","West Nile virus infection with other neurologic manifestation","Certain infectious and parasitic diseases",20,,
"b001","b","Herpesviral vesicular dermatitis","Certain infectious and parasitic diseases",233,220,208
"b002","b","Herpesviral gingivostomatitis and pharyngotonsillitis","Certain infectious and parasitic diseases",78,74,61
"b003","b","Herpesviral meningitis","Certain infectious and parasitic diseases",17,13,14
"b004","b","Herpesviral encephalitis","Certain infectious and parasitic diseases",32,40,23
"b0089","b","Other herpesviral infection","Certain infectious and parasitic diseases",60,36,41
"b009","b","Herpesviral infection, unspecified","Certain infectious and parasitic diseases",615,565,527
"b019","b","Varicella without complication","Certain infectious and parasitic diseases",15,27,24
"b020","b","Zoster encephalitis","Certain infectious and parasitic diseases",,13,10
"b021","b","Zoster meningitis","Certain infectious and parasitic diseases",,14,14
"b0221","b","Postherpetic geniculate ganglionitis","Certain infectious and parasitic diseases",20,,17
"b0222","b","Postherpetic trigeminal neuralgia","Certain infectious and parasitic diseases",11,,11
"b0223","b","Postherpetic polyneuropathy","Certain infectious and parasitic diseases",19,,10
"b0229","b","Other postherpetic nervous system involvement","Certain infectious and parasitic diseases",184,173,134
"b0230","b","Zoster ocular disease, unspecified","Certain infectious and parasitic diseases",47,43,41
"b027","b","Disseminated zoster","Certain infectious and parasitic diseases",41,28,30
"b028","b","Zoster with other complications","Certain infectious and parasitic diseases",32,23,25
"b029","b","Zoster without complications","Certain infectious and parasitic diseases",462,459,402
"b079","b","Viral wart, unspecified","Certain infectious and parasitic diseases",,12,
"b081","b","Molluscum contagiosum","Certain infectious and parasitic diseases",20,14,18
"b084","b","Enteroviral vesicular stomatitis with exanthem","Certain infectious and parasitic diseases",20,18,
"b09","b","Unspecified viral infection characterized by skin and mucous membrane lesions","Certain infectious and parasitic diseases",32,34,23
"b1081","b","Human herpesvirus 6 infection","Certain infectious and parasitic diseases",,,14
"b159","b","Hepatitis A without hepatic coma","Certain infectious and parasitic diseases",242,125,115
"b169","b","Acute hepatitis B without delta-agent and without hepatic coma","Certain infectious and parasitic diseases",31,27,16
"b1710","b","Acute hepatitis C without hepatic coma","Certain infectious and parasitic diseases",146,106,101
"b178","b","Other specified acute viral hepatitis","Certain infectious and parasitic diseases",,11,58
"b179","b","Acute viral hepatitis, unspecified","Certain infectious and parasitic diseases",207,210,225
"b181","b","Chronic viral hepatitis B without delta-agent","Certain infectious and parasitic diseases",214,222,203
"b182","b","Chronic viral hepatitis C","Certain infectious and parasitic diseases",3227,2796,2721
"b1910","b","Unspecified viral hepatitis B without hepatic coma","Certain infectious and parasitic diseases",371,275,296
"b1920","b","Unspecified viral hepatitis C without hepatic coma","Certain infectious and parasitic diseases",3965,3503,3236
"b199","b","Unspecified viral hepatitis without hepatic coma","Certain infectious and parasitic diseases",16,28,36
"b20","b","Human immunodeficiency virus [HIV] disease","Certain infectious and parasitic diseases",673,673,633
"b250","b","Cytomegaloviral pneumonitis","Certain infectious and parasitic diseases",30,26,
"b258","b","Other cytomegaloviral diseases","Certain infectious and parasitic diseases",67,56,51
"b259","b","Cytomegaloviral disease, unspecified","Certain infectious and parasitic diseases",187,152,141
"b2700","b","Gammaherpesviral mononucleosis without complication","Certain infectious and parasitic diseases",51,47,46
"b2790","b","Infectious mononucleosis, unspecified without complication","Certain infectious and parasitic diseases",27,32,27
"b309","b","Viral conjunctivitis, unspecified","Certain infectious and parasitic diseases",23,26,
"b3324","b","Viral cardiomyopathy","Certain infectious and parasitic diseases",25,34,45
"b338","b","Other specified viral diseases","Certain infectious and parasitic diseases",10,11,10
"b340","b","Adenovirus infection, unspecified","Certain infectious and parasitic diseases",14,21,17
"b341","b","Enterovirus infection, unspecified","Certain infectious and parasitic diseases",27,22,24
"b342","b","Coronavirus infection, unspecified","Certain infectious and parasitic diseases",19,61,
"b343","b","Parvovirus infection, unspecified","Certain infectious and parasitic diseases",,11,
"b348","b","Other viral infections of unspecified site","Certain infectious and parasitic diseases",242,168,102
"b349","b","Viral infection, unspecified","Certain infectious and parasitic diseases",433,550,287
"b350","b","Tinea barbae and tinea capitis","Certain infectious and parasitic diseases",23,18,12
"b351","b","Tinea unguium","Certain infectious and parasitic diseases",,372,250
"b353","b","Tinea pedis","Certain infectious and parasitic diseases",402,422,343
"b354","b","Tinea corporis","Certain infectious and parasitic diseases",84,81,56
"b356","b","Tinea cruris","Certain infectious and parasitic diseases",217,240,194
"b358","b","Other dermatophytoses","Certain infectious and parasitic diseases",,11,14
"b359","b","Dermatophytosis, unspecified","Certain infectious and parasitic diseases",45,61,51
"b360","b","Pityriasis versicolor","Certain infectious and parasitic diseases",15,10,11
"b368","b","Other specified superficial mycoses","Certain infectious and parasitic diseases",36,35,35
"b369","b","Superficial mycosis, unspecified","Certain infectious and parasitic diseases",145,150,149
"b370","b","Candidal stomatitis","Certain infectious and parasitic diseases",1520,1501,1144
"b371","b","Pulmonary candidiasis","Certain infectious and parasitic diseases",63,57,98
"b372","b","Candidiasis of skin and nail","Certain infectious and parasitic diseases",498,476,439
"b373","b","Candidiasis of vulva and vagina","Certain infectious and parasitic diseases",427,393,458
"b3741","b","Candidal cystitis and urethritis","Certain infectious and parasitic diseases",44,37,52
"b3742","b","Candidal balanitis","Certain infectious and parasitic diseases",15,14,17
"b3749","b","Other urogenital candidiasis","Certain infectious and parasitic diseases",394,452,590
"b377","b","Candidal sepsis","Certain infectious and parasitic diseases",113,101,147
"b3781","b","Candidal esophagitis","Certain infectious and parasitic diseases",364,377,306
"b3789","b","Other sites of candidiasis","Certain infectious and parasitic diseases",190,165,207
"b379","b","Candidiasis, unspecified","Certain infectious and parasitic diseases",423,426,444
"b380","b","Acute pulmonary coccidioidomycosis","Certain infectious and parasitic diseases",520,461,710
"b381","b","Chronic pulmonary coccidioidomycosis","Certain infectious and parasitic diseases",165,151,159
"b382","b","Pulmonary coccidioidomycosis, unspecified","Certain infectious and parasitic diseases",627,575,909
"b383","b","Cutaneous coccidioidomycosis","Certain infectious and parasitic diseases",15,,
"b384","b","Coccidioidomycosis meningitis","Certain infectious and parasitic diseases",80,98,89
"b387","b","Disseminated coccidioidomycosis","Certain infectious and parasitic diseases",145,151,148
"b3889","b","Other forms of coccidioidomycosis","Certain infectious and parasitic diseases",18,18,21
"b389","b","Coccidioidomycosis, unspecified","Certain infectious and parasitic diseases",304,353,379
"b399","b","Histoplasmosis, unspecified","Certain infectious and parasitic diseases",24,15,
"b440","b","Invasive pulmonary aspergillosis","Certain infectious and parasitic diseases",24,15,15
"b441","b","Other pulmonary aspergillosis","Certain infectious and parasitic diseases",68,86,94
"b4481","b","Allergic bronchopulmonary aspergillosis","Certain infectious and parasitic diseases",35,26,25
"b4489","b","Other forms of aspergillosis","Certain infectious and parasitic diseases",,10,15
"b449","b","Aspergillosis, unspecified","Certain infectious and parasitic diseases",57,81,100
"b451","b","Cerebral cryptococcosis","Certain infectious and parasitic diseases",23,14,13
"b460","b","Pulmonary mucormycosis","Certain infectious and parasitic diseases",,,10
"b465","b","Mucormycosis, unspecified","Certain infectious and parasitic diseases",13,17,12
"b479","b","Mycetoma, unspecified","Certain infectious and parasitic diseases",10,,14
"b488","b","Other specified mycoses","Certain infectious and parasitic diseases",57,63,62
"b49","b","Unspecified mycosis","Certain infectious and parasitic diseases",170,142,180
"b589","b","Toxoplasmosis, unspecified","Certain infectious and parasitic diseases",14,13,
"b59","b","Pneumocystosis","Certain infectious and parasitic diseases",86,73,84
"b850","b","Pediculosis due to Pediculus humanus capitis","Certain infectious and parasitic diseases",138,140,167
"b852","b","Pediculosis, unspecified","Certain infectious and parasitic diseases",87,61,52
"b86","b","Scabies","Certain infectious and parasitic diseases",89,64,62
"b870","b","Cutaneous myiasis","Certain infectious and parasitic diseases",,16,
"b871","b","Wound myiasis","Certain infectious and parasitic diseases",15,29,16
"b879","b","Myiasis, unspecified","Certain infectious and parasitic diseases",,20,
"b888","b","Other specified infestations","Certain infectious and parasitic diseases",53,26,27
"b91","b","Sequelae of poliomyelitis","Certain infectious and parasitic diseases",32,43,46
"b941","b","Sequelae of viral encephalitis","Certain infectious and parasitic diseases",10,,
"b948","b","Sequelae of other specified infectious and parasitic diseases","Certain infectious and parasitic diseases",25,24,294
"b950","b","Streptococcus, group A, as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",273,373,294
"b951","b","Streptococcus, group B, as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",767,839,814
"b952","b","Enterococcus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",1758,1734,1765
"b953","b","Streptococcus pneumoniae as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",72,88,53
"b954","b","Other streptococcus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",713,723,708
"b955","b","Unspecified streptococcus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",265,,185
"b9561","b","Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",2190,1937,1949
"b9562","b","Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",2498,2045,1979
"b957","b","Other staphylococcus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",684,625,702
"b958","b","Unspecified staphylococcus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",257,237,270
"b960","b","Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",18,11,10
"b961","b","Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",2988,2678,2951
"b9620","b","Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",7083,6447,6464
"b9621","b","Shiga toxin-producing Escherichia coli [E. coli] [STEC] O157 as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",,,10
"b9623","b","Unspecified Shiga toxin-producing Escherichia coli [E. coli] [STEC] as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",24,,
"b9629","b","Other Escherichia coli [E. coli] as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",59,56,56
"b963","b","Hemophilus influenzae [H. influenzae] as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",59,72,26
"b964","b","Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",812,801,801
"b965","b","Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",1983,1731,1805
"b966","b","Bacteroides fragilis [B. fragilis] as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",153,162,160
"b967","b","Clostridium perfringens [C. perfringens] as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",39,27,34
"b9681","b","Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",294,259,238
"b9689","b","Other specified bacterial agents as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",2528,2454,2431
"b970","b","Adenovirus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",89,137,26
"b9710","b","Unspecified enterovirus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",367,355,134
"b9719","b","Other enterovirus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",45,29,
"b9721","b","SARS-associated coronavirus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",,,35
"b9729","b","Other coronavirus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",91,388,28
"b974","b","Respiratory syncytial virus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",126,593,13
"b9781","b","Human metapneumovirus as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",40,327,
"b9789","b","Other viral agents as the cause of diseases classified elsewhere","Certain infectious and parasitic diseases",1193,1147,400
"b998","b","Other infectious disease","Certain infectious and parasitic diseases",43,26,35
"b999","b","Unspecified infectious disease","Certain infectious and parasitic diseases",62,30,30
"c01","c","Malignant neoplasm of base of tongue","Neoplasms",59,65,62
"c021","c","Malignant neoplasm of border of tongue","Neoplasms",13,14,10
"c023","c","Malignant neoplasm of anterior two-thirds of tongue, part unspecified","Neoplasms",,,10
"c029","c","Malignant neoplasm of tongue, unspecified","Neoplasms",126,90,79
"c049","c","Malignant neoplasm of floor of mouth, unspecified","Neoplasms",20,20,22
"c060","c","Malignant neoplasm of cheek mucosa","Neoplasms",13,17,13
"c069","c","Malignant neoplasm of mouth, unspecified","Neoplasms",38,27,46
"c07","c","Malignant neoplasm of parotid gland","Neoplasms",32,33,44
"c090","c","Malignant neoplasm of tonsillar fossa","Neoplasms",11,,
"c099","c","Malignant neoplasm of tonsil, unspecified","Neoplasms",69,66,66
"c109","c","Malignant neoplasm of oropharynx, unspecified","Neoplasms",49,52,55
"c119","c","Malignant neoplasm of nasopharynx, unspecified","Neoplasms",20,32,20
"c139","c","Malignant neoplasm of hypopharynx, unspecified","Neoplasms",10,20,17
"c140","c","Malignant neoplasm of pharynx, unspecified","Neoplasms",68,66,61
"c154","c","Malignant neoplasm of middle third of esophagus","Neoplasms",,,12
"c155","c","Malignant neoplasm of lower third of esophagus","Neoplasms",85,98,98
"c159","c","Malignant neoplasm of esophagus, unspecified","Neoplasms",228,245,215
"c160","c","Malignant neoplasm of cardia","Neoplasms",85,63,75
"c162","c","Malignant neoplasm of body of stomach","Neoplasms",10,,
"c163","c","Malignant neoplasm of pyloric antrum","Neoplasms",12,,
"c169","c","Malignant neoplasm of stomach, unspecified","Neoplasms",234,218,172
"c170","c","Malignant neoplasm of duodenum","Neoplasms",35,39,44
"c179","c","Malignant neoplasm of small intestine, unspecified","Neoplasms",18,19,11
"c180","c","Malignant neoplasm of cecum","Neoplasms",137,118,128
"c181","c","Malignant neoplasm of appendix","Neoplasms",62,49,80
"c182","c","Malignant neoplasm of ascending colon","Neoplasms",197,194,162
"c183","c","Malignant neoplasm of hepatic flexure","Neoplasms",34,39,41
"c184","c","Malignant neoplasm of transverse colon","Neoplasms",78,87,75
"c185","c","Malignant neoplasm of splenic flexure","Neoplasms",16,20,20
"c186","c","Malignant neoplasm of descending colon","Neoplasms",44,49,45
"c187","c","Malignant neoplasm of sigmoid colon","Neoplasms",201,224,205
"c189","c","Malignant neoplasm of colon, unspecified","Neoplasms",647,625,591
"c19","c","Malignant neoplasm of rectosigmoid junction","Neoplasms",364,300,309
"c20","c","Malignant neoplasm of rectum","Neoplasms",478,404,413
"c210","c","Malignant neoplasm of anus, unspecified","Neoplasms",45,49,52
"c211","c","Malignant neoplasm of anal canal","Neoplasms",10,11,10
"c218","c","Malignant neoplasm of overlapping sites of rectum, anus and anal canal","Neoplasms",34,26,25
"c220","c","Liver cell carcinoma","Neoplasms",505,456,495
"c221","c","Intrahepatic bile duct carcinoma","Neoplasms",252,236,279
"c222","c","Hepatoblastoma","Neoplasms",,10,
"c227","c","Other specified carcinomas of liver","Neoplasms",17,16,14
"c228","c","Malignant neoplasm of liver, primary, unspecified as to type","Neoplasms",48,35,37
"c229","c","Malignant neoplasm of liver, not specified as primary or secondary","Neoplasms",79,87,64
"c23","c","Malignant neoplasm of gallbladder","Neoplasms",59,87,76
"c240","c","Malignant neoplasm of extrahepatic bile duct","Neoplasms",56,32,32
"c241","c","Malignant neoplasm of ampulla of Vater","Neoplasms",33,29,31
"c249","c","Malignant neoplasm of biliary tract, unspecified","Neoplasms",22,15,11
"c250","c","Malignant neoplasm of head of pancreas","Neoplasms",249,221,244
"c251","c","Malignant neoplasm of body of pancreas","Neoplasms",41,50,48
"c252","c","Malignant neoplasm of tail of pancreas","Neoplasms",49,58,57
"c253","c","Malignant neoplasm of pancreatic duct","Neoplasms",15,29,33
"c254","c","Malignant neoplasm of endocrine pancreas","Neoplasms",,,11
"c257","c","Malignant neoplasm of other parts of pancreas","Neoplasms",16,14,
"c258","c","Malignant neoplasm of overlapping sites of pancreas","Neoplasms",11,,
"c259","c","Malignant neoplasm of pancreas, unspecified","Neoplasms",632,608,655
"c269","c","Malignant neoplasm of ill-defined sites within the digestive system","Neoplasms",14,11,14
"c300","c","Malignant neoplasm of nasal cavity","Neoplasms",18,14,
"c310","c","Malignant neoplasm of maxillary sinus","Neoplasms",,22,12
"c320","c","Malignant neoplasm of glottis","Neoplasms",11,18,13
"c321","c","Malignant neoplasm of supraglottis","Neoplasms",34,20,22
"c329","c","Malignant neoplasm of larynx, unspecified","Neoplasms",65,77,73
"c3401","c","Malignant neoplasm of right main bronchus","Neoplasms",40,42,27
"c3402","c","Malignant neoplasm of left main bronchus","Neoplasms",35,22,19
"c3410","c","Malignant neoplasm of upper lobe, unspecified bronchus or lung","Neoplasms",22,13,
"c3411","c","Malignant neoplasm of upper lobe, right bronchus or lung","Neoplasms",400,395,353
"c3412","c","Malignant neoplasm of upper lobe, left bronchus or lung","Neoplasms",329,286,248
"c342","c","Malignant neoplasm of middle lobe, bronchus or lung","Neoplasms",62,43,49
"c3431","c","Malignant neoplasm of lower lobe, right bronchus or lung","Neoplasms",225,213,174
"c3432","c","Malignant neoplasm of lower lobe, left bronchus or lung","Neoplasms",187,190,150
"c3481","c","Malignant neoplasm of overlapping sites of right bronchus and lung","Neoplasms",21,14,13
"c3482","c","Malignant neoplasm of overlapping sites of left bronchus and lung","Neoplasms",12,11,
"c3490","c","Malignant neoplasm of unspecified part of unspecified bronchus or lung","Neoplasms",1473,1468,1243
"c3491","c","Malignant neoplasm of unspecified part of right bronchus or lung","Neoplasms",283,285,255
"c3492","c","Malignant neoplasm of unspecified part of left bronchus or lung","Neoplasms",218,201,195
"c37","c","Malignant neoplasm of thymus","Neoplasms",15,22,19
"c381","c","Malignant neoplasm of anterior mediastinum","Neoplasms",10,,
"c383","c","Malignant neoplasm of mediastinum, part unspecified","Neoplasms",,,11
"c4001","c","Malignant neoplasm of scapula and long bones of right upper limb","Neoplasms",26,16,
"c4002","c","Malignant neoplasm of scapula and long bones of left upper limb","Neoplasms",18,35,20
"c4021","c","Malignant neoplasm of long bones of right lower limb","Neoplasms",46,54,59
"c4022","c","Malignant neoplasm of long bones of left lower limb","Neoplasms",116,89,72
"c410","c","Malignant neoplasm of bones of skull and face","Neoplasms",,15,13
"c411","c","Malignant neoplasm of mandible","Neoplasms",37,34,22
"c412","c","Malignant neoplasm of vertebral column","Neoplasms",33,25,19
"c413","c","Malignant neoplasm of ribs, sternum and clavicle","Neoplasms",,10,29
"c414","c","Malignant neoplasm of pelvic bones, sacrum and coccyx","Neoplasms",65,70,37
"c419","c","Malignant neoplasm of bone and articular cartilage, unspecified","Neoplasms",80,52,69
"c434","c","Malignant melanoma of scalp and neck","Neoplasms",26,33,14
"c4359","c","Malignant melanoma of other part of trunk","Neoplasms",20,25,15
