Id,alphabet,Description,Category,Prevalence_20192,Cost_support_20192,Chronic Indicator
c787,c,Secondary malignant neoplasm of liver and intrahepatic bile duct,Neoplasms,2683.0,0.0540439806187104,c
c7901,c,Secondary malignant neoplasm of right kidney and renal pelvis,Neoplasms,29.0,0.103448275862069,c
c7902,c,Secondary malignant neoplasm of left kidney and renal pelvis,Neoplasms,28.0,0.0714285714285714,c
c7931,c,Secondary malignant neoplasm of brain,Neoplasms,1369.0,0.0715850986121256,c
c7951,c,Secondary malignant neoplasm of bone,Neoplasms,3119.0,0.0702148124398846,c
c7961,c,Secondary malignant neoplasm of right ovary,Neoplasms,28.0,0.107142857142857,c
c7962,c,Secondary malignant neoplasm of left ovary,Neoplasms,28.0,0.14285714285714302,c
c7971,c,Secondary malignant neoplasm of right adrenal gland,Neoplasms,131.0,0.0458015267175573,c
c7972,c,Secondary malignant neoplasm of left adrenal gland,Neoplasms,189.0,0.0793650793650794,c
d0511,d,Intraductal carcinoma in situ of right breast,Blood and immune disorders ,22.0,0.18181818181818202,c
d0512,d,Intraductal carcinoma in situ of left breast,Blood and immune disorders ,17.0,0.294117647058824,c
d122,d,Benign neoplasm of ascending colon,Blood and immune disorders ,196.0,0.0255102040816327,a
d123,d,Benign neoplasm of transverse colon,Blood and immune disorders ,179.0,0.0391061452513966,a
d124,d,Benign neoplasm of descending colon,Blood and immune disorders ,106.0,0.0943396226415094,a
d125,d,Benign neoplasm of sigmoid colon,Blood and immune disorders ,160.0,0.075,a
d251,d,Intramural leiomyoma of uterus,Blood and immune disorders ,143.0,0.013986013986014,a
d252,d,Subserosal leiomyoma of uterus,Blood and immune disorders ,161.0,0.0062111801242236,a
d259,d,"Leiomyoma of uterus, unspecified",Blood and immune disorders ,1200.0,0.0241666666666667,a
d61810,d,Antineoplastic chemotherapy induced pancytopenia,Blood and immune disorders ,1969.0,0.26409344845099,c
d631,d,Anemia in chronic kidney disease,Blood and immune disorders ,13546.0,0.0937546139081648,c
d6481,d,Anemia due to antineoplastic chemotherapy,Blood and immune disorders ,1257.0,0.0596658711217184,c
d6832,d,Hemorrhagic disorder due to extrinsic circulating anticoagulants,Blood and immune disorders ,554.0,0.122743682310469,c
d684,d,Acquired coagulation factor deficiency,Blood and immune disorders ,1894.0,0.215417106652587,c
d6959,d,Other secondary thrombocytopenia,Blood and immune disorders ,4344.0,0.136970534069982,a
d700,d,Congenital agranulocytosis,Blood and immune disorders ,10.0,0.1,c
d704,d,Cyclic neutropenia,Blood and immune disorders ,13.0,0.0,c
d709,d,"Neutropenia, unspecified",Blood and immune disorders ,1227.0,0.118989405052975,c
d821,d,Di George's syndrome,Blood and immune disorders ,46.0,0.195652173913043,c
d89810,d,Acute graft-versus-host disease,Blood and immune disorders ,44.0,0.43181818181818205,c
d89811,d,Chronic graft-versus-host disease,Blood and immune disorders ,81.0,0.111111111111111,c
d89813,d,"Graft-versus-host disease, unspecified",Blood and immune disorders ,100.0,0.2,c
e039,e,"Hypothyroidism, unspecified","Endocrine, nutritional and metabolic diseases",43241.0,0.0541384334312342,c
e0580,e,Other thyrotoxicosis without thyrotoxic crisis or storm,"Endocrine, nutritional and metabolic diseases",78.0,0.0256410256410256,c
e0865,e,Diabetes mellitus due to underlying condition with hyperglycemia,"Endocrine, nutritional and metabolic diseases",50.0,0.22,c
e089,e,Diabetes mellitus due to underlying condition without complications,"Endocrine, nutritional and metabolic diseases",50.0,0.18,c
e1021,e,Type 1 diabetes mellitus with diabetic nephropathy,"Endocrine, nutritional and metabolic diseases",267.0,0.0936329588014981,c
e1022,e,Type 1 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",1020.0,0.0823529411764706,c
e10319,e,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,"Endocrine, nutritional and metabolic diseases",274.0,0.072992700729927,c
e1042,e,Type 1 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",473.0,0.0549682875264271,c
e1043,e,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",631.0,0.0427892234548336,c
e1051,e,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,"Endocrine, nutritional and metabolic diseases",248.0,0.0645161290322581,c
e1052,e,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",76.0,0.223684210526316,c
e10621,e,Type 1 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",252.0,0.0873015873015873,c
e10628,e,Type 1 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",79.0,0.0506329113924051,c
e10649,e,Type 1 diabetes mellitus with hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",539.0,0.0871985157699443,c
e1065,e,Type 1 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",1081.0,0.0703052728954672,c
e1069,e,Type 1 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",195.0,0.0974358974358974,c
e1122,e,Type 2 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",24829.0,0.0839743847919771,c
e1139,e,Type 2 diabetes mellitus with other diabetic ophthalmic complication,"Endocrine, nutritional and metabolic diseases",204.0,0.0588235294117647,c
e1142,e,Type 2 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",8347.0,0.0668503654007428,c
e1143,e,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",1357.0,0.0714812085482682,c
e1152,e,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",1378.0,0.169811320754717,c
e11621,e,Type 2 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",4404.0,0.0840145322434151,c
e11628,e,Type 2 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",1136.0,0.0677816901408451,c
e1165,e,Type 2 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",20251.0,0.0937731470050862,c
e1169,e,Type 2 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",2889.0,0.0983039113880235,c
e119,e,Type 2 diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",26239.0,0.0505354624795152,c
e1322,e,Other specified diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",28.0,0.0714285714285714,c
e1342,e,Other specified diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",13.0,0.0,c
e1351,e,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene,"Endocrine, nutritional and metabolic diseases",14.0,0.0714285714285714,c
e13649,e,Other specified diabetes mellitus with hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",12.0,0.166666666666667,c
e1365,e,Other specified diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",30.0,0.0666666666666667,c
e139,e,Other specified diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",36.0,0.166666666666667,c
e230,e,Hypopituitarism,"Endocrine, nutritional and metabolic diseases",227.0,0.11013215859030802,c
e232,e,Diabetes insipidus,"Endocrine, nutritional and metabolic diseases",247.0,0.23886639676113397,c
e43,e,Unspecified severe protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",7825.0,0.173674121405751,c
e60,e,Dietary zinc deficiency,"Endocrine, nutritional and metabolic diseases",34.0,0.11764705882352902,a
e6601,e,Morbid (severe) obesity due to excess calories,"Endocrine, nutritional and metabolic diseases",19262.0,0.0639601287509085,c
e662,e,Morbid (severe) obesity with alveolar hypoventilation,"Endocrine, nutritional and metabolic diseases",1672.0,0.125,c
e785,e,"Hyperlipidemia, unspecified","Endocrine, nutritional and metabolic diseases",79351.0,0.0676361986616426,c
e8342,e,Hypomagnesemia,"Endocrine, nutritional and metabolic diseases",15077.0,0.122040193672481,c
e8359,e,Other disorders of calcium metabolism,"Endocrine, nutritional and metabolic diseases",115.0,0.139130434782609,c
e840,e,Cystic fibrosis with pulmonary manifestations,"Endocrine, nutritional and metabolic diseases",137.0,0.226277372262774,c
e848,e,Cystic fibrosis with other manifestations,"Endocrine, nutritional and metabolic diseases",122.0,0.18032786885245897,c
e854,e,Organ-limited amyloidosis,"Endocrine, nutritional and metabolic diseases",171.0,0.0701754385964912,c
e860,e,Dehydration,"Endocrine, nutritional and metabolic diseases",28636.0,0.0400544768822461,a
e871,e,Hypo-osmolality and hyponatremia,"Endocrine, nutritional and metabolic diseases",29894.0,0.11410316451461801,a
e872,e,Acidosis,"Endocrine, nutritional and metabolic diseases",28250.0,0.133451327433628,a
e875,e,Hyperkalemia,"Endocrine, nutritional and metabolic diseases",12747.0,0.11037891268533802,a
e876,e,Hypokalemia,"Endocrine, nutritional and metabolic diseases",39187.0,0.0878352514864623,a
e890,e,Postprocedural hypothyroidism,"Endocrine, nutritional and metabolic diseases",2309.0,0.0610653962754439,c
e891,e,Postprocedural hypoinsulinemia,"Endocrine, nutritional and metabolic diseases",37.0,0.108108108108108,c
f0280,f,Dementia in other diseases classified elsewhere without behavioral disturbance,Mental and behavioural disorders,3520.0,0.0303977272727273,c
f1120,f,"Opioid dependence, uncomplicated",Mental and behavioural disorders,7490.0,0.0610146862483311,c
f1123,f,Opioid dependence with withdrawal,Mental and behavioural disorders,4430.0,0.0144469525959368,c
f1510,f,"Other stimulant abuse, uncomplicated",Mental and behavioural disorders,7140.0,0.038655462184874,c
f1520,f,"Other stimulant dependence, uncomplicated",Mental and behavioural disorders,3650.0,0.00958904109589041,c
f17213,f,"Nicotine dependence, cigarettes, with withdrawal",Mental and behavioural disorders,391.0,0.0127877237851662,c
f3289,f,Other specified depressive episodes,Mental and behavioural disorders,716.0,0.0027932960893854697,c
f329,f,"Major depressive disorder, single episode, unspecified",Mental and behavioural disorders,36813.0,0.0482166625920191,c
f332,f,"Major depressive disorder, recurrent severe without psychotic features",Mental and behavioural disorders,6260.0,0.00479233226837061,c
f419,f,"Anxiety disorder, unspecified",Mental and behavioural disorders,37170.0,0.0489642184557439,c
f530,f,Postpartum depression,Mental and behavioural disorders,100.0,0.02,a
f810,f,Specific reading disorder,Mental and behavioural disorders,15.0,0.0,c
f812,f,Mathematics disorder,Mental and behavioural disorders,11.0,0.0,c
f88,f,Other disorders of psychological development,Mental and behavioural disorders,628.0,0.162420382165605,c
g02,g,Meningitis in other infectious and parasitic diseases classified elsewhere,Diseases of the nervous system,13.0,0.23076923076923103,a
g061,g,Intraspinal abscess and granuloma,Diseases of the nervous system,341.0,0.354838709677419,a
g20,g,Parkinson's disease,Diseases of the nervous system,3532.0,0.0486976217440544,c
g2409,g,Other drug induced dystonia,Diseases of the nervous system,13.0,0.0769230769230769,c
g249,g,"Dystonia, unspecified",Diseases of the nervous system,388.0,0.306701030927835,c
g309,g,"Alzheimer's disease, unspecified",Diseases of the nervous system,2663.0,0.0266616597822005,c
g4440,g,"Drug-induced headache, not elsewhere classified, not intractable",Diseases of the nervous system,76.0,0.0789473684210526,a
g4733,g,Obstructive sleep apnea (adult) (pediatric),Diseases of the nervous system,19015.0,0.07294241388377601,c
g546,g,Phantom limb syndrome with pain,Diseases of the nervous system,283.0,0.0777385159010601,c
g5631,g,"Lesion of radial nerve, right upper limb",Diseases of the nervous system,24.0,0.0833333333333333,c
g800,g,Spastic quadriplegic cerebral palsy,Diseases of the nervous system,283.0,0.16607773851590102,c
g8191,g,"Hemiplegia, unspecified affecting right dominant side",Diseases of the nervous system,1992.0,0.14307228915662698,c
g8194,g,"Hemiplegia, unspecified affecting left nondominant side",Diseases of the nervous system,2137.0,0.14506317267197,c
g8220,g,"Paraplegia, unspecified",Diseases of the nervous system,1240.0,0.11048387096774198,c
g8929,g,Other chronic pain,Diseases of the nervous system,24935.0,0.0487667936635252,c
g893,g,Neoplasm related pain (acute) (chronic),Diseases of the nervous system,2033.0,0.0757501229709788,c
g894,g,Chronic pain syndrome,Diseases of the nervous system,5622.0,0.0604766986837424,c
g919,g,"Hydrocephalus, unspecified",Diseases of the nervous system,699.0,0.267525035765379,c
g931,g,"Anoxic brain damage, not elsewhere classified",Diseases of the nervous system,1263.0,0.32145684877276304,c
g935,g,Compression of brain,Diseases of the nervous system,1279.0,0.304925723221267,c
g936,g,Cerebral edema,Diseases of the nervous system,2674.0,0.244951383694839,c
h01003,h,"Unspecified blepharitis right eye, unspecified eyelid",Diseases of the eye and ear,10.0,0.1,a
h01006,h,"Unspecified blepharitis left eye, unspecified eyelid",Diseases of the eye and ear,12.0,0.0833333333333333,a
h35123,h,"Retinopathy of prematurity, stage 1, bilateral",Diseases of the eye and ear,32.0,0.96875,c
h42,h,Glaucoma in diseases classified elsewhere,Diseases of the eye and ear,76.0,0.0657894736842105,c
h47039,h,"Optic nerve hypoplasia, unspecified eye",Diseases of the eye and ear,18.0,0.277777777777778,c
h6092,h,"Unspecified otitis externa, left ear",Diseases of the eye and ear,42.0,0.11904761904761901,c
h70002,h,"Acute mastoiditis without complications, left ear",Diseases of the eye and ear,27.0,0.0,a
i10,i,Essential (primary) hypertension,Diseases of the circulatory system,103037.0,0.0560963537370071,c
i110,i,Hypertensive heart disease with heart failure,Diseases of the circulatory system,16747.0,0.10694452737803802,c
i120,i,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,Diseases of the circulatory system,6147.0,0.0917520741825281,c
i129,i,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diseases of the circulatory system,19798.0,0.0565208606929993,c
i130,i,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diseases of the circulatory system,11314.0,0.11834894820576301,c
i132,i,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",Diseases of the circulatory system,3530.0,0.141076487252125,c
i2510,i,Atherosclerotic heart disease of native coronary artery without angina pectoris,Diseases of the circulatory system,47685.0,0.0897556883716053,c
i252,i,Old myocardial infarction,Diseases of the circulatory system,14706.0,0.0677954576363389,c
i255,i,Ischemic cardiomyopathy,Diseases of the circulatory system,6785.0,0.15151068533529802,c
i2690,i,Septic pulmonary embolism without acute cor pulmonale,Diseases of the circulatory system,176.0,0.4375,a
i2729,i,Other secondary pulmonary hypertension,Diseases of the circulatory system,898.0,0.10801781737193801,c
i2781,i,Cor pulmonale (chronic),Diseases of the circulatory system,587.0,0.109028960817717,c
i330,i,Acute and subacute infective endocarditis,Diseases of the circulatory system,651.0,0.316436251920123,a
i350,i,Nonrheumatic aortic (valve) stenosis,Diseases of the circulatory system,4073.0,0.189049840412472,c
i43,i,Cardiomyopathy in diseases classified elsewhere,Diseases of the circulatory system,270.0,0.062962962962963,c
i462,i,Cardiac arrest due to underlying cardiac condition,Diseases of the circulatory system,369.0,0.363143631436314,c
i469,i,"Cardiac arrest, cause unspecified",Diseases of the circulatory system,1611.0,0.26256983240223497,c
i480,i,Paroxysmal atrial fibrillation,Diseases of the circulatory system,18570.0,0.117878298330641,c
i4891,i,Unspecified atrial fibrillation,Diseases of the circulatory system,17549.0,0.0756168442646305,c
i4901,i,Ventricular fibrillation,Diseases of the circulatory system,818.0,0.33863080684596597,c
i495,i,Sick sinus syndrome,Diseases of the circulatory system,3114.0,0.12170841361592802,c
i5022,i,Chronic systolic (congestive) heart failure,Diseases of the circulatory system,5689.0,0.10898224644049902,c
i5023,i,Acute on chronic systolic (congestive) heart failure,Diseases of the circulatory system,6125.0,0.11820408163265302,b
i5032,i,Chronic diastolic (congestive) heart failure,Diseases of the circulatory system,5629.0,0.0952211760525848,c
i5084,i,End stage heart failure,Diseases of the circulatory system,357.0,0.17647058823529396,c
i509,i,"Heart failure, unspecified",Diseases of the circulatory system,10019.0,0.0678710450144725,c
i5189,i,Other ill-defined heart diseases,Diseases of the circulatory system,136.0,0.0955882352941176,c
i6201,i,Nontraumatic acute subdural hemorrhage,Diseases of the circulatory system,152.0,0.19078947368421104,c
i6203,i,Nontraumatic chronic subdural hemorrhage,Diseases of the circulatory system,274.0,0.11678832116788301,c
i639,i,"Cerebral infarction, unspecified",Diseases of the circulatory system,3011.0,0.0916638990368648,c
i680,i,Cerebral amyloid angiopathy,Diseases of the circulatory system,102.0,0.0588235294117647,c
i69020,i,Aphasia following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,13.0,0.0,c
i69051,i,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side,Diseases of the circulatory system,10.0,0.0,c
i69091,i,Dysphagia following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,22.0,0.0454545454545455,c
i69098,i,Other sequelae following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,21.0,0.0476190476190476,c
i69110,i,Attention and concentration deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,12.0,0.0,c
i69111,i,Memory deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,27.0,0.0,c
i69112,i,Visuospatial deficit and spatial neglect following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,21.0,0.0476190476190476,c
i69114,i,Frontal lobe and executive function deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,12.0,0.0,c
i69118,i,Other symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,53.0,0.0188679245283019,c
i69119,i,Unspecified symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,66.0,0.0303030303030303,c
i69120,i,Aphasia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,83.0,0.036144578313253004,c
i69122,i,Dysarthria following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,67.0,0.0149253731343284,c
i69151,i,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right dominant side,Diseases of the circulatory system,91.0,0.021978021978022,c
i69154,i,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left non-dominant side,Diseases of the circulatory system,92.0,0.0326086956521739,c
i69191,i,Dysphagia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,128.0,0.0390625,c
i69192,i,Facial weakness following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,60.0,0.0166666666666667,c
i69193,i,Ataxia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,15.0,0.0,c
i69198,i,Other sequelae of nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,98.0,0.0408163265306122,c
i69218,i,Other symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,10.0,0.0,c
i69219,i,Unspecified symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,17.0,0.0588235294117647,c
i69220,i,Aphasia following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,22.0,0.0,c
i69251,i,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right dominant side,Diseases of the circulatory system,37.0,0.0,c
i69291,i,Dysphagia following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,19.0,0.10526315789473699,c
i69310,i,Attention and concentration deficit following cerebral infarction,Diseases of the circulatory system,77.0,0.012987012987013,c
i69311,i,Memory deficit following cerebral infarction,Diseases of the circulatory system,314.0,0.0159235668789809,c
i69312,i,Visuospatial deficit and spatial neglect following cerebral infarction,Diseases of the circulatory system,123.0,0.008130081300813009,c
i69314,i,Frontal lobe and executive function deficit following cerebral infarction,Diseases of the circulatory system,94.0,0.0106382978723404,c
i69319,i,Unspecified symptoms and signs involving cognitive functions following cerebral infarction,Diseases of the circulatory system,463.0,0.00647948164146868,c
i69320,i,Aphasia following cerebral infarction,Diseases of the circulatory system,1212.0,0.037953795379538,c
i69322,i,Dysarthria following cerebral infarction,Diseases of the circulatory system,882.0,0.0226757369614512,c
i69351,i,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side,Diseases of the circulatory system,2101.0,0.0552118039029034,c
i69391,i,Dysphagia following cerebral infarction,Diseases of the circulatory system,961.0,0.0468262226847034,c
i69392,i,Facial weakness following cerebral infarction,Diseases of the circulatory system,629.0,0.0254372019077901,c
i70238,i,Atherosclerosis of native arteries of right leg with ulceration of other part of lower leg,Diseases of the circulatory system,21.0,0.14285714285714302,c
i70239,i,Atherosclerosis of native arteries of right leg with ulceration of unspecified site,Diseases of the circulatory system,17.0,0.0588235294117647,c
i70248,i,Atherosclerosis of native arteries of left leg with ulceration of other part of lower leg,Diseases of the circulatory system,32.0,0.0625,c
i70249,i,Atherosclerosis of native arteries of left leg with ulceration of unspecified site,Diseases of the circulatory system,17.0,0.294117647058824,c
i7300,i,Raynaud's syndrome without gangrene,Diseases of the circulatory system,477.0,0.0587002096436059,c
i76,i,Septic arterial embolism,Diseases of the circulatory system,211.0,0.412322274881517,a
i82411,i,Acute embolism and thrombosis of right femoral vein,Diseases of the circulatory system,699.0,0.175965665236052,a
i82412,i,Acute embolism and thrombosis of left femoral vein,Diseases of the circulatory system,796.0,0.17211055276381898,a
i82413,i,"Acute embolism and thrombosis of femoral vein, bilateral",Diseases of the circulatory system,197.0,0.218274111675127,a
i82431,i,Acute embolism and thrombosis of right popliteal vein,Diseases of the circulatory system,603.0,0.12437810945273599,a
i82432,i,Acute embolism and thrombosis of left popliteal vein,Diseases of the circulatory system,708.0,0.13276836158192099,a
i82433,i,"Acute embolism and thrombosis of popliteal vein, bilateral",Diseases of the circulatory system,126.0,0.174603174603175,a
i82441,i,Acute embolism and thrombosis of right tibial vein,Diseases of the circulatory system,277.0,0.13718411552346602,a
i82442,i,Acute embolism and thrombosis of left tibial vein,Diseases of the circulatory system,261.0,0.134099616858238,a
i82443,i,"Acute embolism and thrombosis of tibial vein, bilateral",Diseases of the circulatory system,56.0,0.214285714285714,a
i82452,i,Acute embolism and thrombosis of left peroneal vein,Diseases of the circulatory system,139.0,0.12230215827338099,a
i82511,i,Chronic embolism and thrombosis of right femoral vein,Diseases of the circulatory system,98.0,0.17346938775510198,c
i82512,i,Chronic embolism and thrombosis of left femoral vein,Diseases of the circulatory system,133.0,0.14285714285714302,c
i82513,i,"Chronic embolism and thrombosis of femoral vein, bilateral",Diseases of the circulatory system,52.0,0.134615384615385,c
i82531,i,Chronic embolism and thrombosis of right popliteal vein,Diseases of the circulatory system,77.0,0.14285714285714302,c
i82532,i,Chronic embolism and thrombosis of left popliteal vein,Diseases of the circulatory system,81.0,0.0493827160493827,c
i82533,i,"Chronic embolism and thrombosis of popliteal vein, bilateral",Diseases of the circulatory system,31.0,0.161290322580645,c
i82a11,i,Acute embolism and thrombosis of right axillary vein,Diseases of the circulatory system,101.0,0.4356435643564361,a
i82a12,i,Acute embolism and thrombosis of left axillary vein,Diseases of the circulatory system,96.0,0.3645833333333329,a
i82b11,i,Acute embolism and thrombosis of right subclavian vein,Diseases of the circulatory system,120.0,0.425,a
i82b12,i,Acute embolism and thrombosis of left subclavian vein,Diseases of the circulatory system,136.0,0.323529411764706,a
i83009,i,Varicose veins of unspecified lower extremity with ulcer of unspecified site,Diseases of the circulatory system,70.0,0.0,a
i83018,i,Varicose veins of right lower extremity with ulcer other part of lower leg,Diseases of the circulatory system,67.0,0.0597014925373134,a
i83019,i,Varicose veins of right lower extremity with ulcer of unspecified site,Diseases of the circulatory system,43.0,0.0465116279069767,a
i83028,i,Varicose veins of left lower extremity with ulcer other part of lower leg,Diseases of the circulatory system,67.0,0.0746268656716418,a
i83029,i,Varicose veins of left lower extremity with ulcer of unspecified site,Diseases of the circulatory system,41.0,0.0731707317073171,a
i8311,i,Varicose veins of right lower extremity with inflammation,Diseases of the circulatory system,34.0,0.0294117647058824,a
i8312,i,Varicose veins of left lower extremity with inflammation,Diseases of the circulatory system,33.0,0.0303030303030303,a
i83218,i,Varicose veins of right lower extremity with both ulcer of other part of lower extremity and inflammation,Diseases of the circulatory system,36.0,0.0277777777777778,a
i83228,i,Varicose veins of left lower extremity with both ulcer of other part of lower extremity and inflammation,Diseases of the circulatory system,37.0,0.0540540540540541,a
i8510,i,Secondary esophageal varices without bleeding,Diseases of the circulatory system,1047.0,0.14422158548233,c
i8511,i,Secondary esophageal varices with bleeding,Diseases of the circulatory system,467.0,0.11991434689507499,c
i96,i,"Gangrene, not elsewhere classified",Diseases of the circulatory system,1155.0,0.180952380952381,a
j0110,j,"Acute frontal sinusitis, unspecified",Diseases of the respiratory system,14.0,0.0714285714285714,a
j0120,j,"Acute ethmoidal sinusitis, unspecified",Diseases of the respiratory system,14.0,0.14285714285714302,a
j189,j,"Pneumonia, unspecified organism",Diseases of the respiratory system,14249.0,0.0925678995017194,a
j206,j,Acute bronchitis due to rhinovirus,Diseases of the respiratory system,211.0,0.10426540284360199,a
