"Source","Target","Weight"
"t2027xa","t22232a",0.2141
"t2027xa","t23261a",0.2008
"t2027xa","t23262a",0.2141
"t2121xa","t2122xa",0.3143
"t2121xa","t22232a",0.2392
"t2122xa","t22211a",0.2628
"t2122xa","t22212a",0.2432
"t2122xa","t24211a",0.2447
"t2122xa","t24212a",0.2259
"t2123xa","t2124xa",0.3889
"t2123xa","t22212a",0.2354
"t2124xa","t22232a",0.2421
"t2131xa","t2132xa",0.4274
"t2131xa","t2134xa",0.2222
"t2131xa","t22311a",0.2635
"t2131xa","t22312a",0.4061
"t2131xa","t22331a",0.3642
"t2131xa","t22332a",0.4247
"t2131xa","t22351a",0.3254
"t2131xa","t23341a",0.2767
"t2131xa","t23342a",0.2767
"t2131xa","t23351a",0.3119
"t2131xa","t23352a",0.2822
"t2131xa","t23361a",0.2919
"t2131xa","t23362a",0.3254
"t2131xa","t24312a",0.2491
"t2132xa","t22311a",0.3272
"t2132xa","t22312a",0.2855
"t2132xa","t22331a",0.262
"t2132xa","t22332a",0.2216
"t2132xa","t22351a",0.2635
"t2132xa","t23341a",0.267
"t2132xa","t23342a",0.3115
"t2132xa","t23351a",0.2562
"t2132xa","t23362a",0.2635
"t2132xa","t24312a",0.3268
"t2132xa","t24322a",0.2704
"t2132xa","t3111",0.3165
"t2133xa","t2134xa",0.2905
"t2133xa","t2135xa",0.3068
"t2133xa","t22311a",0.2427
"t2133xa","t22312a",0.2615
"t2133xa","t22331a",0.2696
"t2133xa","t22332a",0.2754
"t2133xa","t23351a",0.2349
"t2133xa","t23361a",0.2161
"t2133xa","t24312a",0.2236
"t2133xa","t24331a",0.2634
"t2133xa","t24332a",0.2179
"t2133xa","t3111",0.2206
"t2134xa","t22312a",0.2791
"t2134xa","t22332a",0.2498
"t2134xa","t23341a",0.2676
"t2134xa","t23342a",0.2141
"t2134xa","t23351a",0.2019
"t2134xa","t23352a",0.2181
"t2134xa","t23362a",0.2626
"t2135xa","t22312a",0.2481
"t2135xa","t23351a",0.2143
"t2135xa","t24312a",0.2539
"t2135xa","t24332a",0.2894
"t2135xa","t25312a",0.3508
"t2135xa","t3111",0.2477
"t22211a","t22212a",0.487
"t22211a","t22231a",0.415
"t22211a","t22232a",0.2452
"t22211a","t23241a",0.2045
"t22211a","t23261a",0.2998
"t22211a","t23262a",0.2758
"t22211a","t23271a",0.2032
"t22211a","t24232a",0.2485
"t22211a","t3110",0.2007
"t22212a","t22231a",0.3686
"t22212a","t22232a",0.2865
"t22212a","t23202a",0.2095
"t22212a","t23241a",0.2145
"t22212a","t23252a",0.2077
"t22212a","t23261a",0.2176
"t22212a","t23262a",0.3184
"t22212a","t24222a",0.2058
"t22212a","t24232a",0.2847
"t22212a","t3110",0.2855
"t22231a","t22232a",0.4074
"t22231a","t23261a",0.3137
"t22231a","t23262a",0.2852
"t22231a","t3110",0.2225
"t22232a","t24232a",0.2153
"t22251a","t23201a",0.2587
"t22311a","t22312a",0.3342
"t22311a","t22331a",0.5277
"t22311a","t22332a",0.3696
"t22311a","t23341a",0.2519
"t22311a","t23342a",0.3148
"t22311a","t23351a",0.3082
"t22311a","t23352a",0.2534
"t22311a","t23361a",0.3309
"t22311a","t23362a",0.2815
"t22311a","t24311a",0.2169
"t22311a","t24312a",0.2533
"t22311a","t24331a",0.2436
"t22311a","t3111",0.3096
"t22312a","t22331a",0.3378
"t22312a","t22332a",0.5765
"t22312a","t23341a",0.2832
"t22312a","t23342a",0.3304
"t22312a","t23351a",0.2253
"t22312a","t23352a",0.2872
"t22312a","t23361a",0.2142
"t22312a","t23362a",0.3255
"t22312a","t24312a",0.3018
"t22312a","t24332a",0.2222
"t22312a","t3111",0.228
"t22321a","t22331a",0.2897
"t22321a","t23361a",0.2517
"t22331a","t22332a",0.592
"t22331a","t23341a",0.2866
"t22331a","t23342a",0.2047
"t22331a","t23351a",0.3162
"t22331a","t23361a",0.38
"t22331a","t23362a",0.2429
"t22331a","t24331a",0.2523
"t22331a","t3111",0.212
"t22332a","t23341a",0.3513
"t22332a","t23342a",0.3513
"t22332a","t23351a",0.2859
"t22332a","t23352a",0.306
"t22332a","t23361a",0.3153
"t22332a","t23362a",0.3949
"t22332a","t24312a",0.2745
"t22332a","t24322a",0.204
"t22332a","t24331a",0.2137
"t22332a","t24332a",0.2306
"t22351a","t23362a",0.2143
"t23201a","t23202a",0.5182
"t23202a","t24211a",0.2196
"t23241a","t23251a",0.3805
"t23241a","t23252a",0.3801
"t23241a","t23261a",0.3624
"t23241a","t23262a",0.3883
"t23241a","t23271a",0.2606
"t23241a","t23272a",0.3177
"t23251a","t23252a",0.3922
"t23251a","t23261a",0.3677
"t23252a","t23261a",0.3395
"t23252a","t23262a",0.3605
"t23252a","t23272a",0.3446
"t23261a","t23262a",0.6245
"t23261a","t23271a",0.357
"t23261a","t23272a",0.2468
"t23261a","t3110",0.2015
"t23262a","t23271a",0.3271
"t23262a","t23272a",0.4202
"t23262a","t24222a",0.2524
"t23262a","t3110",0.204
"t23271a","t23272a",0.4602
"t23271a","t24221a",0.2606
"t23271a","t24222a",0.2121
"t23271a","t3120",0.2039
"t23272a","t24232a",0.2024
"t23341a","t23342a",0.6923
"t23341a","t23351a",0.7546
"t23341a","t23352a",0.5596
"t23341a","t23361a",0.5529
"t23341a","t23362a",0.5182
"t23341a","t24312a",0.2433
"t23341a","t24322a",0.2398
"t23342a","t23351a",0.5488
"t23342a","t23352a",0.6395
"t23342a","t23361a",0.43
"t23342a","t23362a",0.7402
"t23342a","t24312a",0.2919
"t23342a","t24322a",0.2398
"t23351a","t23352a",0.5657
"t23351a","t23361a",0.5693
"t23351a","t23362a",0.3991
"t23351a","t24312a",0.2779
"t23351a","t24322a",0.2121
"t23351a","t3111",0.2258
"t23352a","t23361a",0.4405
"t23352a","t23362a",0.6136
"t23352a","t24312a",0.2469
"t23361a","t23362a",0.5992
"t23361a","t24312a",0.2196
"t23362a","t24312a",0.2873
"t24211a","t24212a",0.4063
"t24211a","t24231a",0.2007
"t24212a","t24232a",0.3134
"t24221a","t24222a",0.5827
"t24231a","t24232a",0.2623
"t24232a","t3110",0.2562
"t24311a","t24312a",0.3569
"t24311a","t24331a",0.3161
"t24312a","t24332a",0.2641
"t24312a","t3111",0.2313
"t24322a","t24332a",0.2393
"t24331a","t24332a",0.2981
"t24331a","t3111",0.2187
"t24332a","t25322a",0.2102
"t25221a","t25222a",0.4704
"t25221a","t25231a",0.2698
"t25312a","t25322a",0.3064
"t25321a","t25322a",0.4631
"t300","t310",0.2029
"t383x6a","z91128",0.224
"t383x6a","z91138",0.2005
"t39016a","t466x6a",0.2724
"t43212d","t43592d",0.2353
"t43216a","t43596a",0.2284
"t43226a","t43596a",0.2987
"t43226d","t43596d",0.2105
"t43596a","z91128",0.2111
"t447x1a","t465x1a",0.2161
"t447x6a","t464x6a",0.2094
"t45526a","t466x6a",0.202
"t464x5a","t783xxa",0.2677
"t464x6a","t466x6a",0.237
"t84050a","t84060a",0.3681
"z01810","z01811",0.2426
"z111","z653",0.2894
"z114","z1159",0.8302
"z23","z3800",0.5389
"z23","z3801",0.2233
"z3483","z3a39",0.2067
"z370","z3a38",0.2507
"z370","z3a39",0.5248
"z370","z3a40",0.2535
"z430","z431",0.45
"z430","z9911",0.2199
"z515","z66",0.4179
"z559","z77128",0.2371
"z560","z590",0.2334
"z560","z915",0.2055
"z590","z915",0.2185
"z599","z609",0.2089
"z599","z639",0.2503
"z609","z639",0.3529
"z609","z658",0.2069
"z62810","z62811",0.4532
"z62810","z915",0.282
"z62811","z62812",0.2324
"z639","z658",0.2333
"z658","z77128",0.2011
"z7901","z86718",0.2393
"z7901","z87891",0.2088
"z7902","z7982",0.2178
"z7902","z955",0.286
"z794","z7982",0.2369
"z794","z79899",0.2035
"z7982","z7984",0.2112
"z7982","z79899",0.3447
"z7982","z87891",0.3028
"z7982","z955",0.2119
"z79899","z87891",0.2959
"z8249","z833",0.3242
"z85028","z903",0.2597
"z8507","z90411",0.338
"z85118","z902",0.2952
"z85528","z905",0.4765
"z86711","z86718",0.3414
"z881","z882",0.2061
"z881","z888",0.2043
"z885","z888",0.2301
"z89421","z89422",0.2192
"z89611","z89612",0.2166
"z9049","z90710",0.2082
"z91410","z91411",0.3994
"z9221","z923",0.442
"z930","z931",0.2702
"z930","z9911",0.2632
"z961","z9841",0.3162
"z961","z9842",0.298
"z961","z9849",0.2529
"z96611","z96612",0.246
"z96621","z96622",0.2827
"z9841","z9842",0.8697
