Id,alphabet,Description,Category,Prevalence_20182,Cost_support_20182,Chronic Indicator
d3501,d,Benign neoplasm of right adrenal gland,Blood and immune disorders ,108,0.083333333,a
d3502,d,Benign neoplasm of left adrenal gland,Blood and immune disorders ,185,0.097297297,a
d47z1,d,Post-transplant lymphoproliferative disorder (PTLD),Blood and immune disorders ,40,0.125,c
d61810,d,Antineoplastic chemotherapy induced pancytopenia,Blood and immune disorders ,1821,0.251510159,c
d631,d,Anemia in chronic kidney disease,Blood and immune disorders ,10985,0.097132453,c
d6481,d,Anemia due to antineoplastic chemotherapy,Blood and immune disorders ,1173,0.059676044,c
d6832,d,Hemorrhagic disorder due to extrinsic circulating anticoagulants,Blood and immune disorders ,574,0.172473868,c
d684,d,Acquired coagulation factor deficiency,Blood and immune disorders ,1603,0.230193387,c
d709,d,"Neutropenia, unspecified",Blood and immune disorders ,1255,0.162549801,c
d821,d,Di George's syndrome,Blood and immune disorders ,52,0.173076923,c
d89811,d,Chronic graft-versus-host disease,Blood and immune disorders ,88,0.204545455,c
d89813,d,"Graft-versus-host disease, unspecified",Blood and immune disorders ,94,0.191489362,c
e039,e,"Hypothyroidism, unspecified","Endocrine, nutritional and metabolic diseases",41801,0.053348006,c
e0580,e,Other thyrotoxicosis without thyrotoxic crisis or storm,"Endocrine, nutritional and metabolic diseases",75,0.066666667,c
e0865,e,Diabetes mellitus due to underlying condition with hyperglycemia,"Endocrine, nutritional and metabolic diseases",31,0.193548387,c
e089,e,Diabetes mellitus due to underlying condition without complications,"Endocrine, nutritional and metabolic diseases",50,0.2,c
e1021,e,Type 1 diabetes mellitus with diabetic nephropathy,"Endocrine, nutritional and metabolic diseases",272,0.106617647,c
e1022,e,Type 1 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",923,0.097508126,c
e10319,e,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,"Endocrine, nutritional and metabolic diseases",295,0.094915254,c
e1040,e,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified","Endocrine, nutritional and metabolic diseases",396,0.063131313,c
e1042,e,Type 1 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",404,0.04950495,c
e1043,e,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",560,0.033928571,c
e10621,e,Type 1 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",214,0.065420561,c
e10628,e,Type 1 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",51,0,c
e10649,e,Type 1 diabetes mellitus with hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",546,0.06959707,c
e1065,e,Type 1 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",1063,0.075258702,c
e1069,e,Type 1 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",152,0.085526316,c
e1122,e,Type 2 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",22872,0.086656173,c
e1139,e,Type 2 diabetes mellitus with other diabetic ophthalmic complication,"Endocrine, nutritional and metabolic diseases",156,0.08974359,c
e1142,e,Type 2 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",7254,0.065205404,c
e1143,e,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",1254,0.055023923,c
e1152,e,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",1277,0.193422083,c
e11621,e,Type 2 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",3899,0.079507566,c
e11628,e,Type 2 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",990,0.070707071,c
e1165,e,Type 2 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",18702,0.093358999,c
e1169,e,Type 2 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",2574,0.112276612,c
e119,e,Type 2 diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",26880,0.05249256,c
e139,e,Other specified diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",25,0.16,c
e230,e,Hypopituitarism,"Endocrine, nutritional and metabolic diseases",264,0.113636364,c
e232,e,Diabetes insipidus,"Endocrine, nutritional and metabolic diseases",280,0.228571429,c
e43,e,Unspecified severe protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",7087,0.183011147,c
e662,e,Morbid (severe) obesity with alveolar hypoventilation,"Endocrine, nutritional and metabolic diseases",1658,0.144149578,c
e785,e,"Hyperlipidemia, unspecified","Endocrine, nutritional and metabolic diseases",73480,0.068848666,c
e8342,e,Hypomagnesemia,"Endocrine, nutritional and metabolic diseases",13423,0.112716978,c
e8359,e,Other disorders of calcium metabolism,"Endocrine, nutritional and metabolic diseases",118,0.152542373,c
e840,e,Cystic fibrosis with pulmonary manifestations,"Endocrine, nutritional and metabolic diseases",146,0.130136986,c
e848,e,Cystic fibrosis with other manifestations,"Endocrine, nutritional and metabolic diseases",124,0.153225806,c
e854,e,Organ-limited amyloidosis,"Endocrine, nutritional and metabolic diseases",166,0.072289157,c
e860,e,Dehydration,"Endocrine, nutritional and metabolic diseases",28596,0.043152889,a
e871,e,Hypo-osmolality and hyponatremia,"Endocrine, nutritional and metabolic diseases",29981,0.117007438,a
e872,e,Acidosis,"Endocrine, nutritional and metabolic diseases",25249,0.132955761,a
e875,e,Hyperkalemia,"Endocrine, nutritional and metabolic diseases",12185,0.117931883,a
e876,e,Hypokalemia,"Endocrine, nutritional and metabolic diseases",35722,0.093051901,a
e890,e,Postprocedural hypothyroidism,"Endocrine, nutritional and metabolic diseases",2136,0.047752809,c
e891,e,Postprocedural hypoinsulinemia,"Endocrine, nutritional and metabolic diseases",37,0.216216216,c
f0280,f,Dementia in other diseases classified elsewhere without behavioral disturbance,Mental and behavioural disorders,3376,0.033471564,c
f1120,f,"Opioid dependence, uncomplicated",Mental and behavioural disorders,7375,0.061830508,c
f1123,f,Opioid dependence with withdrawal,Mental and behavioural disorders,3621,0.016570008,c
f1520,f,"Other stimulant dependence, uncomplicated",Mental and behavioural disorders,3550,0.010422535,c
f17213,f,"Nicotine dependence, cigarettes, with withdrawal",Mental and behavioural disorders,522,0.013409962,c
f329,f,"Major depressive disorder, single episode, unspecified",Mental and behavioural disorders,35542,0.047324292,c
f332,f,"Major depressive disorder, recurrent severe without psychotic features",Mental and behavioural disorders,6943,0.003456719,c
f419,f,"Anxiety disorder, unspecified",Mental and behavioural disorders,34662,0.053343719,c
f810,f,Specific reading disorder,Mental and behavioural disorders,17,0.058823529,c
f812,f,Mathematics disorder,Mental and behavioural disorders,12,0,c
f88,f,Other disorders of psychological development,Mental and behavioural disorders,545,0.139449541,c
g309,g,"Alzheimer's disease, unspecified",Diseases of the nervous system,2668,0.02886057,c
g4440,g,"Drug-induced headache, not elsewhere classified, not intractable",Diseases of the nervous system,78,0.102564103,a
g546,g,Phantom limb syndrome with pain,Diseases of the nervous system,219,0.109589041,c
g800,g,Spastic quadriplegic cerebral palsy,Diseases of the nervous system,229,0.126637555,c
g8191,g,"Hemiplegia, unspecified affecting right dominant side",Diseases of the nervous system,1781,0.142616508,c
g8194,g,"Hemiplegia, unspecified affecting left nondominant side",Diseases of the nervous system,2039,0.139283963,c
g8220,g,"Paraplegia, unspecified",Diseases of the nervous system,1324,0.130664653,c
g8929,g,Other chronic pain,Diseases of the nervous system,23481,0.046633448,c
g893,g,Neoplasm related pain (acute) (chronic),Diseases of the nervous system,1722,0.074332172,c
g894,g,Chronic pain syndrome,Diseases of the nervous system,5804,0.068573398,c
g919,g,"Hydrocephalus, unspecified",Diseases of the nervous system,669,0.23916293,c
g931,g,"Anoxic brain damage, not elsewhere classified",Diseases of the nervous system,1162,0.314113597,c
g935,g,Compression of brain,Diseases of the nervous system,1365,0.306959707,c
g936,g,Cerebral edema,Diseases of the nervous system,2528,0.257120253,c
h2510,h,"Age-related nuclear cataract, unspecified eye",Diseases of the eye and ear,20,0,c
h35123,h,"Retinopathy of prematurity, stage 1, bilateral",Diseases of the eye and ear,45,0.955555556,c
h42,h,Glaucoma in diseases classified elsewhere,Diseases of the eye and ear,52,0.115384615,c
h524,h,Presbyopia,Diseases of the eye and ear,19,0.052631579,a
h6093,h,"Unspecified otitis externa, bilateral",Diseases of the eye and ear,15,0.2,c
i10,i,Essential (primary) hypertension,Diseases of the circulatory system,100739,0.057723424,c
i110,i,Hypertensive heart disease with heart failure,Diseases of the circulatory system,15379,0.109499967,c
i120,i,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,Diseases of the circulatory system,5907,0.097172846,c
i129,i,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diseases of the circulatory system,18177,0.059305716,c
i130,i,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diseases of the circulatory system,10014,0.122029159,c
i132,i,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",Diseases of the circulatory system,3173,0.140876142,c
i2510,i,Atherosclerotic heart disease of native coronary artery without angina pectoris,Diseases of the circulatory system,45867,0.09135108,c
i252,i,Old myocardial infarction,Diseases of the circulatory system,14907,0.06788757,c
i2542,i,Coronary artery dissection,Diseases of the circulatory system,80,0.3125,c
i255,i,Ischemic cardiomyopathy,Diseases of the circulatory system,6482,0.153964826,c
i2690,i,Septic pulmonary embolism without acute cor pulmonale,Diseases of the circulatory system,200,0.43,a
i2729,i,Other secondary pulmonary hypertension,Diseases of the circulatory system,779,0.14762516,c
i2781,i,Cor pulmonale (chronic),Diseases of the circulatory system,583,0.121783877,c
i462,i,Cardiac arrest due to underlying cardiac condition,Diseases of the circulatory system,306,0.428104575,c
i469,i,"Cardiac arrest, cause unspecified",Diseases of the circulatory system,1797,0.267668336,c
i480,i,Paroxysmal atrial fibrillation,Diseases of the circulatory system,16650,0.121441441,c
i4891,i,Unspecified atrial fibrillation,Diseases of the circulatory system,17068,0.077630654,c
i4901,i,Ventricular fibrillation,Diseases of the circulatory system,717,0.384937238,c
i5022,i,Chronic systolic (congestive) heart failure,Diseases of the circulatory system,5119,0.108028912,c
i5023,i,Acute on chronic systolic (congestive) heart failure,Diseases of the circulatory system,5756,0.120222377,n
i509,i,"Heart failure, unspecified",Diseases of the circulatory system,10348,0.075763433,c
i639,i,"Cerebral infarction, unspecified",Diseases of the circulatory system,2812,0.088904694,c
i680,i,Cerebral amyloid angiopathy,Diseases of the circulatory system,120,0.05,c
i69019,i,Unspecified symptoms and signs involving cognitive functions following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,11,0,c
i69054,i,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,Diseases of the circulatory system,14,0.214285714,c
i69091,i,Dysphagia following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,14,0,c
i69098,i,Other sequelae following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,23,0,c
i69110,i,Attention and concentration deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,14,0,c
i69111,i,Memory deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,30,0,c
i69112,i,Visuospatial deficit and spatial neglect following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,15,0,c
i69114,i,Frontal lobe and executive function deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,16,0,c
i69118,i,Other symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,36,0,c
i69119,i,Unspecified symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,60,0.05,c
i69120,i,Aphasia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,66,0.03030303,c
i69122,i,Dysarthria following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,59,0.016949153,c
i69151,i,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right dominant side,Diseases of the circulatory system,76,0.078947368,c
i69154,i,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left non-dominant side,Diseases of the circulatory system,94,0.021276596,c
i69191,i,Dysphagia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,98,0.040816327,c
i69192,i,Facial weakness following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,45,0,c
i69198,i,Other sequelae of nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,90,0.044444444,c
i69219,i,Unspecified symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,21,0,c
i69220,i,Aphasia following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,22,0,c
i69222,i,Dysarthria following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,17,0,c
i69251,i,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right dominant side,Diseases of the circulatory system,22,0,c
i69254,i,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side,Diseases of the circulatory system,36,0.083333333,c
i69291,i,Dysphagia following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,18,0.055555556,c
i69298,i,Other sequelae of other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,41,0.146341463,c
i69310,i,Attention and concentration deficit following cerebral infarction,Diseases of the circulatory system,97,0,c
i69311,i,Memory deficit following cerebral infarction,Diseases of the circulatory system,278,0.039568345,c
i69312,i,Visuospatial deficit and spatial neglect following cerebral infarction,Diseases of the circulatory system,106,0.028301887,c
i69314,i,Frontal lobe and executive function deficit following cerebral infarction,Diseases of the circulatory system,108,0.018518519,c
i69319,i,Unspecified symptoms and signs involving cognitive functions following cerebral infarction,Diseases of the circulatory system,474,0.014767932,c
i69320,i,Aphasia following cerebral infarction,Diseases of the circulatory system,1183,0.051563821,c
i69322,i,Dysarthria following cerebral infarction,Diseases of the circulatory system,839,0.032181168,c
i69351,i,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side,Diseases of the circulatory system,2013,0.053651267,c
i69391,i,Dysphagia following cerebral infarction,Diseases of the circulatory system,947,0.031678986,c
i69392,i,Facial weakness following cerebral infarction,Diseases of the circulatory system,575,0.027826087,c
i69398,i,Other sequelae of cerebral infarction,Diseases of the circulatory system,1122,0.043672014,c
i69920,i,Aphasia following unspecified cerebrovascular disease,Diseases of the circulatory system,47,0.021276596,c
i69922,i,Dysarthria following unspecified cerebrovascular disease,Diseases of the circulatory system,22,0.045454545,c
i69991,i,Dysphagia following unspecified cerebrovascular disease,Diseases of the circulatory system,33,0.090909091,c
i76,i,Septic arterial embolism,Diseases of the circulatory system,201,0.368159204,a
i82211,i,Chronic embolism and thrombosis of superior vena cava,Diseases of the circulatory system,15,0.333333333,c
i82221,i,Chronic embolism and thrombosis of inferior vena cava,Diseases of the circulatory system,26,0.423076923,c
i82411,i,Acute embolism and thrombosis of right femoral vein,Diseases of the circulatory system,583,0.17838765,a
i82412,i,Acute embolism and thrombosis of left femoral vein,Diseases of the circulatory system,692,0.177745665,a
i82413,i,"Acute embolism and thrombosis of femoral vein, bilateral",Diseases of the circulatory system,163,0.263803681,a
i82431,i,Acute embolism and thrombosis of right popliteal vein,Diseases of the circulatory system,513,0.105263158,a
i82432,i,Acute embolism and thrombosis of left popliteal vein,Diseases of the circulatory system,656,0.131097561,a
i82433,i,"Acute embolism and thrombosis of popliteal vein, bilateral",Diseases of the circulatory system,116,0.172413793,a
i82441,i,Acute embolism and thrombosis of right tibial vein,Diseases of the circulatory system,228,0.118421053,a
i82442,i,Acute embolism and thrombosis of left tibial vein,Diseases of the circulatory system,260,0.130769231,a
i82443,i,"Acute embolism and thrombosis of tibial vein, bilateral",Diseases of the circulatory system,44,0.272727273,a
i82493,i,"Acute embolism and thrombosis of other specified deep vein of lower extremity, bilateral",Diseases of the circulatory system,35,0.171428571,a
i82511,i,Chronic embolism and thrombosis of right femoral vein,Diseases of the circulatory system,86,0.093023256,c
i82512,i,Chronic embolism and thrombosis of left femoral vein,Diseases of the circulatory system,119,0.12605042,c
i82513,i,"Chronic embolism and thrombosis of femoral vein, bilateral",Diseases of the circulatory system,42,0.214285714,c
i82531,i,Chronic embolism and thrombosis of right popliteal vein,Diseases of the circulatory system,60,0.133333333,c
i82532,i,Chronic embolism and thrombosis of left popliteal vein,Diseases of the circulatory system,92,0.152173913,c
i82533,i,"Chronic embolism and thrombosis of popliteal vein, bilateral",Diseases of the circulatory system,27,0.148148148,c
i82541,i,Chronic embolism and thrombosis of right tibial vein,Diseases of the circulatory system,18,0.111111111,c
i82a11,i,Acute embolism and thrombosis of right axillary vein,Diseases of the circulatory system,103,0.349514563,a
i82a12,i,Acute embolism and thrombosis of left axillary vein,Diseases of the circulatory system,80,0.3375,a
i82b11,i,Acute embolism and thrombosis of right subclavian vein,Diseases of the circulatory system,131,0.328244275,a
i82b12,i,Acute embolism and thrombosis of left subclavian vein,Diseases of the circulatory system,133,0.293233083,a
i82b21,i,Chronic embolism and thrombosis of right subclavian vein,Diseases of the circulatory system,15,0.466666667,c
i83013,i,Varicose veins of right lower extremity with ulcer of ankle,Diseases of the circulatory system,18,0,a
i83018,i,Varicose veins of right lower extremity with ulcer other part of lower leg,Diseases of the circulatory system,43,0.069767442,a
i83019,i,Varicose veins of right lower extremity with ulcer of unspecified site,Diseases of the circulatory system,21,0.047619048,a
i83023,i,Varicose veins of left lower extremity with ulcer of ankle,Diseases of the circulatory system,10,0,a
i83028,i,Varicose veins of left lower extremity with ulcer other part of lower leg,Diseases of the circulatory system,35,0,a
i83029,i,Varicose veins of left lower extremity with ulcer of unspecified site,Diseases of the circulatory system,22,0.045454545,a
i8311,i,Varicose veins of right lower extremity with inflammation,Diseases of the circulatory system,24,0.041666667,a
i8312,i,Varicose veins of left lower extremity with inflammation,Diseases of the circulatory system,22,0,a
i83218,i,Varicose veins of right lower extremity with both ulcer of other part of lower extremity and inflammation,Diseases of the circulatory system,22,0.045454545,a
i83228,i,Varicose veins of left lower extremity with both ulcer of other part of lower extremity and inflammation,Diseases of the circulatory system,20,0.05,a
i8510,i,Secondary esophageal varices without bleeding,Diseases of the circulatory system,975,0.13025641,c
i96,i,"Gangrene, not elsewhere classified",Diseases of the circulatory system,1111,0.170117012,a
i9788,i,"Other intraoperative complications of the circulatory system, not elsewhere classified",Diseases of the circulatory system,77,0.441558442,a
j0110,j,"Acute frontal sinusitis, unspecified",Diseases of the respiratory system,19,0.105263158,a
j0120,j,"Acute ethmoidal sinusitis, unspecified",Diseases of the respiratory system,14,0.071428571,a
j189,j,"Pneumonia, unspecified organism",Diseases of the respiratory system,15634,0.103684278,a
j321,j,Chronic frontal sinusitis,Diseases of the respiratory system,36,0.138888889,c
j322,j,Chronic ethmoidal sinusitis,Diseases of the respiratory system,52,0.076923077,c
j440,j,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,Diseases of the respiratory system,7418,0.104340793,n
j441,j,Chronic obstructive pulmonary disease with (acute) exacerbation,Diseases of the respiratory system,10699,0.068324142,n
j449,j,"Chronic obstructive pulmonary disease, unspecified",Diseases of the respiratory system,21749,0.074762058,c
j470,j,Bronchiectasis with acute lower respiratory infection,Diseases of the respiratory system,398,0.113065327,c
j471,j,Bronchiectasis with (acute) exacerbation,Diseases of the respiratory system,171,0.035087719,n
j705,j,Respiratory conditions due to smoke inhalation,Diseases of the respiratory system,29,0.24137931,a
j853,j,Abscess of mediastinum,Diseases of the respiratory system,24,0.375,a
j9601,j,Acute respiratory failure with hypoxia,Diseases of the respiratory system,21598,0.203815168,a
j9621,j,Acute and chronic respiratory failure with hypoxia,Diseases of the respiratory system,8289,0.139823863,n
j9622,j,Acute and chronic respiratory failure with hypercapnia,Diseases of the respiratory system,2528,0.173259494,n
j9851,j,Mediastinitis,Diseases of the respiratory system,71,0.408450704,a
k029,k,"Dental caries, unspecified",Diseases of the digestive system,637,0.072213501,a
k047,k,Periapical abscess without sinus,Diseases of the digestive system,745,0.036241611,a
k219,k,Gastro-esophageal reflux disease without esophagitis,Diseases of the digestive system,50591,0.053547074,c
k223,k,Perforation of esophagus,Diseases of the digestive system,81,0.407407407,a
k3184,k,Gastroparesis,Diseases of the digestive system,2384,0.049077181,a
k3189,k,Other diseases of stomach and duodenum,Diseases of the digestive system,1508,0.060344828,a
k50113,k,Crohn's disease of large intestine with fistula,Diseases of the digestive system,21,0.095238095,c
k50114,k,Crohn's disease of large intestine with abscess,Diseases of the digestive system,12,0,c
k521,k,Toxic gastroenteritis and colitis,Diseases of the digestive system,651,0.196620584,a
k563,k,Gallstone ileus,Diseases of the digestive system,10,0.1,a
k5730,k,Diverticulosis of large intestine without perforation or abscess without bleeding,Diseases of the digestive system,2841,0.045406547,c
k5903,k,Drug induced constipation,Diseases of the digestive system,1474,0.151289009,a
k592,k,"Neurogenic bowel, not elsewhere classified",Diseases of the digestive system,486,0.166666667,c
k644,k,Residual hemorrhoidal skin tags,Diseases of the digestive system,679,0.045655376,a
k648,k,Other hemorrhoids,Diseases of the digestive system,1611,0.049658597,a
k6812,k,Psoas muscle abscess,Diseases of the digestive system,211,0.289099526,a
k7031,k,Alcoholic cirrhosis of liver with ascites,Diseases of the digestive system,1786,0.141657335,c
k7290,k,"Hepatic failure, unspecified without coma",Diseases of the digestive system,2450,0.135918367,a
k7460,k,Unspecified cirrhosis of liver,Diseases of the digestive system,4301,0.075796326,c
k766,k,Portal hypertension,Diseases of the digestive system,3589,0.122318194,c
k823,k,Fistula of gallbladder,Diseases of the digestive system,24,0.25,c
k831,k,Obstruction of bile duct,Diseases of the digestive system,1285,0.085603113,c
k8681,k,Exocrine pancreatic insufficiency,Diseases of the digestive system,398,0.067839196,a
l0201,l,Cutaneous abscess of face,Diseases of the skin and subcutaneous tissue,365,0.024657534,a
l0211,l,Cutaneous abscess of neck,Diseases of the skin and subcutaneous tissue,288,0.072916667,a
l02211,l,Cutaneous abscess of abdominal wall,Diseases of the skin and subcutaneous tissue,720,0.097222222,a
l02212,l,"Cutaneous abscess of back [any part, except buttock]",Diseases of the skin and subcutaneous tissue,225,0.088888889,a
l02214,l,Cutaneous abscess of groin,Diseases of the skin and subcutaneous tissue,282,0.085106383,a
l02215,l,Cutaneous abscess of perineum,Diseases of the skin and subcutaneous tissue,178,0.095505618,a
l0231,l,Cutaneous abscess of buttock,Diseases of the skin and subcutaneous tissue,609,0.060755337,a
l02411,l,Cutaneous abscess of right axilla,Diseases of the skin and subcutaneous tissue,72,0.013888889,a
l02412,l,Cutaneous abscess of left axilla,Diseases of the skin and subcutaneous tissue,89,0.011235955,a
l02413,l,Cutaneous abscess of right upper limb,Diseases of the skin and subcutaneous tissue,561,0.048128342,a
l02414,l,Cutaneous abscess of left upper limb,Diseases of the skin and subcutaneous tissue,545,0.044036697,a
l02511,l,Cutaneous abscess of right hand,Diseases of the skin and subcutaneous tissue,354,0.016949153,a
l02512,l,Cutaneous abscess of left hand,Diseases of the skin and subcutaneous tissue,303,0.01980198,a
l02811,l,"Cutaneous abscess of head [any part, except face]",Diseases of the skin and subcutaneous tissue,93,0.075268817,a
l03011,l,Cellulitis of right finger,Diseases of the skin and subcutaneous tissue,275,0.010909091,a
l03012,l,Cellulitis of left finger,Diseases of the skin and subcutaneous tissue,258,0.027131783,a
l03111,l,Cellulitis of right axilla,Diseases of the skin and subcutaneous tissue,39,0,a
l03112,l,Cellulitis of left axilla,Diseases of the skin and subcutaneous tissue,52,0,a
l03113,l,Cellulitis of right upper limb,Diseases of the skin and subcutaneous tissue,1482,0.048582996,a
l03114,l,Cellulitis of left upper limb,Diseases of the skin and subcutaneous tissue,1434,0.045327755,a
l03115,l,Cellulitis of right lower limb,Diseases of the skin and subcutaneous tissue,6325,0.06798419,a
l03116,l,Cellulitis of left lower limb,Diseases of the skin and subcutaneous tissue,6084,0.070677186,a
l03211,l,Cellulitis of face,Diseases of the skin and subcutaneous tissue,825,0.023030303,a
l03221,l,Cellulitis of neck,Diseases of the skin and subcutaneous tissue,225,0.097777778,a
l03311,l,Cellulitis of abdominal wall,Diseases of the skin and subcutaneous tissue,1060,0.127358491,a
l03312,l,Cellulitis of back [any part except buttock],Diseases of the skin and subcutaneous tissue,194,0.072164948,a
l03314,l,Cellulitis of groin,Diseases of the skin and subcutaneous tissue,238,0.071428571,a
