Id,alphabet,Description,Category,Prevalence_20192,Cost_support_20192,Chronic Indicator
c7801,c,Secondary malignant neoplasm of right lung,Neoplasms,720,0.068055556,c
c7802,c,Secondary malignant neoplasm of left lung,Neoplasms,644,0.063664596,c
c786,c,Secondary malignant neoplasm of retroperitoneum and peritoneum,Neoplasms,1064,0.090225564,c
c787,c,Secondary malignant neoplasm of liver and intrahepatic bile duct,Neoplasms,2683,0.054043981,c
c7901,c,Secondary malignant neoplasm of right kidney and renal pelvis,Neoplasms,29,0.103448276,c
c7902,c,Secondary malignant neoplasm of left kidney and renal pelvis,Neoplasms,28,0.071428571,c
c7931,c,Secondary malignant neoplasm of brain,Neoplasms,1369,0.071585099,c
c7951,c,Secondary malignant neoplasm of bone,Neoplasms,3119,0.070214812,c
c7961,c,Secondary malignant neoplasm of right ovary,Neoplasms,28,0.107142857,c
c7962,c,Secondary malignant neoplasm of left ovary,Neoplasms,28,0.142857143,c
c7971,c,Secondary malignant neoplasm of right adrenal gland,Neoplasms,131,0.045801527,c
c7972,c,Secondary malignant neoplasm of left adrenal gland,Neoplasms,189,0.079365079,c
d0511,d,Intraductal carcinoma in situ of right breast,Blood and immune disorders ,22,0.181818182,c
d0512,d,Intraductal carcinoma in situ of left breast,Blood and immune disorders ,17,0.294117647,c
d122,d,Benign neoplasm of ascending colon,Blood and immune disorders ,196,0.025510204,a
d123,d,Benign neoplasm of transverse colon,Blood and immune disorders ,179,0.039106145,a
d124,d,Benign neoplasm of descending colon,Blood and immune disorders ,106,0.094339623,a
d125,d,Benign neoplasm of sigmoid colon,Blood and immune disorders ,160,0.075,a
d251,d,Intramural leiomyoma of uterus,Blood and immune disorders ,143,0.013986014,a
d252,d,Subserosal leiomyoma of uterus,Blood and immune disorders ,161,0.00621118,a
d259,d,"Leiomyoma of uterus, unspecified",Blood and immune disorders ,1200,0.024166667,a
d61810,d,Antineoplastic chemotherapy induced pancytopenia,Blood and immune disorders ,1969,0.264093448,c
d631,d,Anemia in chronic kidney disease,Blood and immune disorders ,13546,0.093754614,c
d6481,d,Anemia due to antineoplastic chemotherapy,Blood and immune disorders ,1257,0.059665871,c
d6832,d,Hemorrhagic disorder due to extrinsic circulating anticoagulants,Blood and immune disorders ,554,0.122743682,c
d684,d,Acquired coagulation factor deficiency,Blood and immune disorders ,1894,0.215417107,c
d6959,d,Other secondary thrombocytopenia,Blood and immune disorders ,4344,0.136970534,a
d700,d,Congenital agranulocytosis,Blood and immune disorders ,10,0.1,c
d704,d,Cyclic neutropenia,Blood and immune disorders ,13,0,c
d709,d,"Neutropenia, unspecified",Blood and immune disorders ,1227,0.118989405,c
d821,d,Di George's syndrome,Blood and immune disorders ,46,0.195652174,c
d89810,d,Acute graft-versus-host disease,Blood and immune disorders ,44,0.431818182,c
d89811,d,Chronic graft-versus-host disease,Blood and immune disorders ,81,0.111111111,c
d89813,d,"Graft-versus-host disease, unspecified",Blood and immune disorders ,100,0.2,c
e039,e,"Hypothyroidism, unspecified","Endocrine, nutritional and metabolic diseases",43241,0.054138433,c
e0580,e,Other thyrotoxicosis without thyrotoxic crisis or storm,"Endocrine, nutritional and metabolic diseases",78,0.025641026,c
e0865,e,Diabetes mellitus due to underlying condition with hyperglycemia,"Endocrine, nutritional and metabolic diseases",50,0.22,c
e089,e,Diabetes mellitus due to underlying condition without complications,"Endocrine, nutritional and metabolic diseases",50,0.18,c
e1021,e,Type 1 diabetes mellitus with diabetic nephropathy,"Endocrine, nutritional and metabolic diseases",267,0.093632959,c
e1022,e,Type 1 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",1020,0.082352941,c
e10319,e,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,"Endocrine, nutritional and metabolic diseases",274,0.072992701,c
e1042,e,Type 1 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",473,0.054968288,c
e1043,e,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",631,0.042789223,c
e1051,e,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,"Endocrine, nutritional and metabolic diseases",248,0.064516129,c
e1052,e,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",76,0.223684211,c
e10621,e,Type 1 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",252,0.087301587,c
e10628,e,Type 1 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",79,0.050632911,c
e10649,e,Type 1 diabetes mellitus with hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",539,0.087198516,c
e1065,e,Type 1 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",1081,0.070305273,c
e1069,e,Type 1 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",195,0.097435897,c
e1122,e,Type 2 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",24829,0.083974385,c
e1139,e,Type 2 diabetes mellitus with other diabetic ophthalmic complication,"Endocrine, nutritional and metabolic diseases",204,0.058823529,c
e1142,e,Type 2 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",8347,0.066850365,c
e1143,e,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",1357,0.071481209,c
e1152,e,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",1378,0.169811321,c
e11621,e,Type 2 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",4404,0.084014532,c
e11628,e,Type 2 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",1136,0.06778169,c
e1165,e,Type 2 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",20251,0.093773147,c
e1169,e,Type 2 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",2889,0.098303911,c
e119,e,Type 2 diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",26239,0.050535462,c
e1322,e,Other specified diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",28,0.071428571,c
e1342,e,Other specified diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",13,0,c
e1351,e,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene,"Endocrine, nutritional and metabolic diseases",14,0.071428571,c
e13649,e,Other specified diabetes mellitus with hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",12,0.166666667,c
e1365,e,Other specified diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",30,0.066666667,c
e139,e,Other specified diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",36,0.166666667,c
e230,e,Hypopituitarism,"Endocrine, nutritional and metabolic diseases",227,0.110132159,c
e232,e,Diabetes insipidus,"Endocrine, nutritional and metabolic diseases",247,0.238866397,c
e43,e,Unspecified severe protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",7825,0.173674121,c
e60,e,Dietary zinc deficiency,"Endocrine, nutritional and metabolic diseases",34,0.117647059,a
e6601,e,Morbid (severe) obesity due to excess calories,"Endocrine, nutritional and metabolic diseases",19262,0.063960129,c
e662,e,Morbid (severe) obesity with alveolar hypoventilation,"Endocrine, nutritional and metabolic diseases",1672,0.125,c
e785,e,"Hyperlipidemia, unspecified","Endocrine, nutritional and metabolic diseases",79351,0.067636199,c
e8342,e,Hypomagnesemia,"Endocrine, nutritional and metabolic diseases",15077,0.122040194,c
e8359,e,Other disorders of calcium metabolism,"Endocrine, nutritional and metabolic diseases",115,0.139130435,c
e840,e,Cystic fibrosis with pulmonary manifestations,"Endocrine, nutritional and metabolic diseases",137,0.226277372,c
e848,e,Cystic fibrosis with other manifestations,"Endocrine, nutritional and metabolic diseases",122,0.180327869,c
e854,e,Organ-limited amyloidosis,"Endocrine, nutritional and metabolic diseases",171,0.070175439,c
e860,e,Dehydration,"Endocrine, nutritional and metabolic diseases",28636,0.040054477,a
e871,e,Hypo-osmolality and hyponatremia,"Endocrine, nutritional and metabolic diseases",29894,0.114103165,a
e872,e,Acidosis,"Endocrine, nutritional and metabolic diseases",28250,0.133451327,a
e875,e,Hyperkalemia,"Endocrine, nutritional and metabolic diseases",12747,0.110378913,a
e876,e,Hypokalemia,"Endocrine, nutritional and metabolic diseases",39187,0.087835251,a
e890,e,Postprocedural hypothyroidism,"Endocrine, nutritional and metabolic diseases",2309,0.061065396,c
e891,e,Postprocedural hypoinsulinemia,"Endocrine, nutritional and metabolic diseases",37,0.108108108,c
f0280,f,Dementia in other diseases classified elsewhere without behavioral disturbance,Mental and behavioural disorders,3520,0.030397727,c
f1120,f,"Opioid dependence, uncomplicated",Mental and behavioural disorders,7490,0.061014686,c
f1123,f,Opioid dependence with withdrawal,Mental and behavioural disorders,4430,0.014446953,c
f1510,f,"Other stimulant abuse, uncomplicated",Mental and behavioural disorders,7140,0.038655462,c
f1520,f,"Other stimulant dependence, uncomplicated",Mental and behavioural disorders,3650,0.009589041,c
f17213,f,"Nicotine dependence, cigarettes, with withdrawal",Mental and behavioural disorders,391,0.012787724,c
f3289,f,Other specified depressive episodes,Mental and behavioural disorders,716,0.002793296,c
f329,f,"Major depressive disorder, single episode, unspecified",Mental and behavioural disorders,36813,0.048216663,c
f332,f,"Major depressive disorder, recurrent severe without psychotic features",Mental and behavioural disorders,6260,0.004792332,c
f419,f,"Anxiety disorder, unspecified",Mental and behavioural disorders,37170,0.048964218,c
f530,f,Postpartum depression,Mental and behavioural disorders,100,0.02,a
f810,f,Specific reading disorder,Mental and behavioural disorders,15,0,c
f812,f,Mathematics disorder,Mental and behavioural disorders,11,0,c
f88,f,Other disorders of psychological development,Mental and behavioural disorders,628,0.162420382,c
g02,g,Meningitis in other infectious and parasitic diseases classified elsewhere,Diseases of the nervous system,13,0.230769231,a
g061,g,Intraspinal abscess and granuloma,Diseases of the nervous system,341,0.35483871,a
g20,g,Parkinson's disease,Diseases of the nervous system,3532,0.048697622,c
g2409,g,Other drug induced dystonia,Diseases of the nervous system,13,0.076923077,c
g249,g,"Dystonia, unspecified",Diseases of the nervous system,388,0.306701031,c
g309,g,"Alzheimer's disease, unspecified",Diseases of the nervous system,2663,0.02666166,c
g4440,g,"Drug-induced headache, not elsewhere classified, not intractable",Diseases of the nervous system,76,0.078947368,a
g4733,g,Obstructive sleep apnea (adult) (pediatric),Diseases of the nervous system,19015,0.072942414,c
g546,g,Phantom limb syndrome with pain,Diseases of the nervous system,283,0.077738516,c
g5631,g,"Lesion of radial nerve, right upper limb",Diseases of the nervous system,24,0.083333333,c
g800,g,Spastic quadriplegic cerebral palsy,Diseases of the nervous system,283,0.166077739,c
g8191,g,"Hemiplegia, unspecified affecting right dominant side",Diseases of the nervous system,1992,0.143072289,c
g8194,g,"Hemiplegia, unspecified affecting left nondominant side",Diseases of the nervous system,2137,0.145063173,c
g8220,g,"Paraplegia, unspecified",Diseases of the nervous system,1240,0.110483871,c
g8929,g,Other chronic pain,Diseases of the nervous system,24935,0.048766794,c
g893,g,Neoplasm related pain (acute) (chronic),Diseases of the nervous system,2033,0.075750123,c
g894,g,Chronic pain syndrome,Diseases of the nervous system,5622,0.060476699,c
g919,g,"Hydrocephalus, unspecified",Diseases of the nervous system,699,0.267525036,c
g931,g,"Anoxic brain damage, not elsewhere classified",Diseases of the nervous system,1263,0.321456849,c
g935,g,Compression of brain,Diseases of the nervous system,1279,0.304925723,c
g936,g,Cerebral edema,Diseases of the nervous system,2674,0.244951384,c
h01003,h,"Unspecified blepharitis right eye, unspecified eyelid",Diseases of the eye and ear,10,0.1,a
h01006,h,"Unspecified blepharitis left eye, unspecified eyelid",Diseases of the eye and ear,12,0.083333333,a
h35123,h,"Retinopathy of prematurity, stage 1, bilateral",Diseases of the eye and ear,32,0.96875,c
h42,h,Glaucoma in diseases classified elsewhere,Diseases of the eye and ear,76,0.065789474,c
h47039,h,"Optic nerve hypoplasia, unspecified eye",Diseases of the eye and ear,18,0.277777778,c
h6092,h,"Unspecified otitis externa, left ear",Diseases of the eye and ear,42,0.119047619,c
h70002,h,"Acute mastoiditis without complications, left ear",Diseases of the eye and ear,27,0,a
i10,i,Essential (primary) hypertension,Diseases of the circulatory system,103037,0.056096354,c
i110,i,Hypertensive heart disease with heart failure,Diseases of the circulatory system,16747,0.106944527,c
i120,i,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,Diseases of the circulatory system,6147,0.091752074,c
i129,i,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diseases of the circulatory system,19798,0.056520861,c
i130,i,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diseases of the circulatory system,11314,0.118348948,c
i132,i,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",Diseases of the circulatory system,3530,0.141076487,c
i2510,i,Atherosclerotic heart disease of native coronary artery without angina pectoris,Diseases of the circulatory system,47685,0.089755688,c
i252,i,Old myocardial infarction,Diseases of the circulatory system,14706,0.067795458,c
i255,i,Ischemic cardiomyopathy,Diseases of the circulatory system,6785,0.151510685,c
i2690,i,Septic pulmonary embolism without acute cor pulmonale,Diseases of the circulatory system,176,0.4375,a
i2729,i,Other secondary pulmonary hypertension,Diseases of the circulatory system,898,0.108017817,c
i2781,i,Cor pulmonale (chronic),Diseases of the circulatory system,587,0.109028961,c
i330,i,Acute and subacute infective endocarditis,Diseases of the circulatory system,651,0.316436252,a
i350,i,Nonrheumatic aortic (valve) stenosis,Diseases of the circulatory system,4073,0.18904984,c
i43,i,Cardiomyopathy in diseases classified elsewhere,Diseases of the circulatory system,270,0.062962963,c
i462,i,Cardiac arrest due to underlying cardiac condition,Diseases of the circulatory system,369,0.363143631,c
i469,i,"Cardiac arrest, cause unspecified",Diseases of the circulatory system,1611,0.262569832,c
i480,i,Paroxysmal atrial fibrillation,Diseases of the circulatory system,18570,0.117878298,c
i4891,i,Unspecified atrial fibrillation,Diseases of the circulatory system,17549,0.075616844,c
i4901,i,Ventricular fibrillation,Diseases of the circulatory system,818,0.338630807,c
i495,i,Sick sinus syndrome,Diseases of the circulatory system,3114,0.121708414,c
i5022,i,Chronic systolic (congestive) heart failure,Diseases of the circulatory system,5689,0.108982246,c
i5023,i,Acute on chronic systolic (congestive) heart failure,Diseases of the circulatory system,6125,0.118204082,n
i5032,i,Chronic diastolic (congestive) heart failure,Diseases of the circulatory system,5629,0.095221176,c
i5084,i,End stage heart failure,Diseases of the circulatory system,357,0.176470588,c
i509,i,"Heart failure, unspecified",Diseases of the circulatory system,10019,0.067871045,c
i5189,i,Other ill-defined heart diseases,Diseases of the circulatory system,136,0.095588235,c
i6201,i,Nontraumatic acute subdural hemorrhage,Diseases of the circulatory system,152,0.190789474,c
i6203,i,Nontraumatic chronic subdural hemorrhage,Diseases of the circulatory system,274,0.116788321,c
i639,i,"Cerebral infarction, unspecified",Diseases of the circulatory system,3011,0.091663899,c
i680,i,Cerebral amyloid angiopathy,Diseases of the circulatory system,102,0.058823529,c
i69020,i,Aphasia following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,13,0,c
i69051,i,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side,Diseases of the circulatory system,10,0,c
i69091,i,Dysphagia following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,22,0.045454545,c
i69098,i,Other sequelae following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,21,0.047619048,c
i69110,i,Attention and concentration deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,12,0,c
i69111,i,Memory deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,27,0,c
i69112,i,Visuospatial deficit and spatial neglect following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,21,0.047619048,c
i69114,i,Frontal lobe and executive function deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,12,0,c
i69118,i,Other symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,53,0.018867925,c
i69119,i,Unspecified symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,66,0.03030303,c
i69120,i,Aphasia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,83,0.036144578,c
i69122,i,Dysarthria following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,67,0.014925373,c
i69151,i,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right dominant side,Diseases of the circulatory system,91,0.021978022,c
i69154,i,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left non-dominant side,Diseases of the circulatory system,92,0.032608696,c
i69191,i,Dysphagia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,128,0.0390625,c
i69192,i,Facial weakness following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,60,0.016666667,c
i69193,i,Ataxia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,15,0,c
i69198,i,Other sequelae of nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,98,0.040816327,c
i69218,i,Other symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,10,0,c
i69219,i,Unspecified symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,17,0.058823529,c
i69220,i,Aphasia following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,22,0,c
i69251,i,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right dominant side,Diseases of the circulatory system,37,0,c
i69291,i,Dysphagia following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,19,0.105263158,c
i69310,i,Attention and concentration deficit following cerebral infarction,Diseases of the circulatory system,77,0.012987013,c
i69311,i,Memory deficit following cerebral infarction,Diseases of the circulatory system,314,0.015923567,c
i69312,i,Visuospatial deficit and spatial neglect following cerebral infarction,Diseases of the circulatory system,123,0.008130081,c
i69314,i,Frontal lobe and executive function deficit following cerebral infarction,Diseases of the circulatory system,94,0.010638298,c
i69319,i,Unspecified symptoms and signs involving cognitive functions following cerebral infarction,Diseases of the circulatory system,463,0.006479482,c
i69320,i,Aphasia following cerebral infarction,Diseases of the circulatory system,1212,0.037953795,c
i69322,i,Dysarthria following cerebral infarction,Diseases of the circulatory system,882,0.022675737,c
i69351,i,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side,Diseases of the circulatory system,2101,0.055211804,c
i69391,i,Dysphagia following cerebral infarction,Diseases of the circulatory system,961,0.046826223,c
i69392,i,Facial weakness following cerebral infarction,Diseases of the circulatory system,629,0.025437202,c
i70238,i,Atherosclerosis of native arteries of right leg with ulceration of other part of lower leg,Diseases of the circulatory system,21,0.142857143,c
i70239,i,Atherosclerosis of native arteries of right leg with ulceration of unspecified site,Diseases of the circulatory system,17,0.058823529,c
i70248,i,Atherosclerosis of native arteries of left leg with ulceration of other part of lower leg,Diseases of the circulatory system,32,0.0625,c
i70249,i,Atherosclerosis of native arteries of left leg with ulceration of unspecified site,Diseases of the circulatory system,17,0.294117647,c
i7300,i,Raynaud's syndrome without gangrene,Diseases of the circulatory system,477,0.05870021,c
i76,i,Septic arterial embolism,Diseases of the circulatory system,211,0.412322275,a
i82411,i,Acute embolism and thrombosis of right femoral vein,Diseases of the circulatory system,699,0.175965665,a
i82412,i,Acute embolism and thrombosis of left femoral vein,Diseases of the circulatory system,796,0.172110553,a
i82413,i,"Acute embolism and thrombosis of femoral vein, bilateral",Diseases of the circulatory system,197,0.218274112,a
i82431,i,Acute embolism and thrombosis of right popliteal vein,Diseases of the circulatory system,603,0.124378109,a
i82432,i,Acute embolism and thrombosis of left popliteal vein,Diseases of the circulatory system,708,0.132768362,a
i82433,i,"Acute embolism and thrombosis of popliteal vein, bilateral",Diseases of the circulatory system,126,0.174603175,a
i82441,i,Acute embolism and thrombosis of right tibial vein,Diseases of the circulatory system,277,0.137184116,a
i82442,i,Acute embolism and thrombosis of left tibial vein,Diseases of the circulatory system,261,0.134099617,a
i82443,i,"Acute embolism and thrombosis of tibial vein, bilateral",Diseases of the circulatory system,56,0.214285714,a
i82452,i,Acute embolism and thrombosis of left peroneal vein,Diseases of the circulatory system,139,0.122302158,a
i82511,i,Chronic embolism and thrombosis of right femoral vein,Diseases of the circulatory system,98,0.173469388,c
i82512,i,Chronic embolism and thrombosis of left femoral vein,Diseases of the circulatory system,133,0.142857143,c
i82513,i,"Chronic embolism and thrombosis of femoral vein, bilateral",Diseases of the circulatory system,52,0.134615385,c
i82531,i,Chronic embolism and thrombosis of right popliteal vein,Diseases of the circulatory system,77,0.142857143,c
i82532,i,Chronic embolism and thrombosis of left popliteal vein,Diseases of the circulatory system,81,0.049382716,c
i82533,i,"Chronic embolism and thrombosis of popliteal vein, bilateral",Diseases of the circulatory system,31,0.161290323,c
i82a11,i,Acute embolism and thrombosis of right axillary vein,Diseases of the circulatory system,101,0.435643564,a
i82a12,i,Acute embolism and thrombosis of left axillary vein,Diseases of the circulatory system,96,0.364583333,a
i82b11,i,Acute embolism and thrombosis of right subclavian vein,Diseases of the circulatory system,120,0.425,a
i82b12,i,Acute embolism and thrombosis of left subclavian vein,Diseases of the circulatory system,136,0.323529412,a
i83009,i,Varicose veins of unspecified lower extremity with ulcer of unspecified site,Diseases of the circulatory system,70,0,a
i83018,i,Varicose veins of right lower extremity with ulcer other part of lower leg,Diseases of the circulatory system,67,0.059701493,a
i83019,i,Varicose veins of right lower extremity with ulcer of unspecified site,Diseases of the circulatory system,43,0.046511628,a
i83028,i,Varicose veins of left lower extremity with ulcer other part of lower leg,Diseases of the circulatory system,67,0.074626866,a
i83029,i,Varicose veins of left lower extremity with ulcer of unspecified site,Diseases of the circulatory system,41,0.073170732,a
i8311,i,Varicose veins of right lower extremity with inflammation,Diseases of the circulatory system,34,0.029411765,a
i8312,i,Varicose veins of left lower extremity with inflammation,Diseases of the circulatory system,33,0.03030303,a
i83218,i,Varicose veins of right lower extremity with both ulcer of other part of lower extremity and inflammation,Diseases of the circulatory system,36,0.027777778,a
i83228,i,Varicose veins of left lower extremity with both ulcer of other part of lower extremity and inflammation,Diseases of the circulatory system,37,0.054054054,a
i8510,i,Secondary esophageal varices without bleeding,Diseases of the circulatory system,1047,0.144221585,c
i8511,i,Secondary esophageal varices with bleeding,Diseases of the circulatory system,467,0.119914347,c
i96,i,"Gangrene, not elsewhere classified",Diseases of the circulatory system,1155,0.180952381,a
j0110,j,"Acute frontal sinusitis, unspecified",Diseases of the respiratory system,14,0.071428571,a
j0120,j,"Acute ethmoidal sinusitis, unspecified",Diseases of the respiratory system,14,0.142857143,a
j189,j,"Pneumonia, unspecified organism",Diseases of the respiratory system,14249,0.0925679,a
j206,j,Acute bronchitis due to rhinovirus,Diseases of the respiratory system,211,0.104265403,a
j218,j,Acute bronchiolitis due to other specified organisms,Diseases of the respiratory system,266,0.04887218,a
j321,j,Chronic frontal sinusitis,Diseases of the respiratory system,30,0.1,c
j322,j,Chronic ethmoidal sinusitis,Diseases of the respiratory system,60,0.016666667,c
j323,j,Chronic sphenoidal sinusitis,Diseases of the respiratory system,74,0.081081081,c
j342,j,Deviated nasal septum,Diseases of the respiratory system,214,0.08411215,a
j343,j,Hypertrophy of nasal turbinates,Diseases of the respiratory system,52,0.057692308,a
j440,j,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,Diseases of the respiratory system,6380,0.102351097,n
j441,j,Chronic obstructive pulmonary disease with (acute) exacerbation,Diseases of the respiratory system,9901,0.067063933,n
j449,j,"Chronic obstructive pulmonary disease, unspecified",Diseases of the respiratory system,21560,0.067903525,c
j470,j,Bronchiectasis with acute lower respiratory infection,Diseases of the respiratory system,474,0.107594937,c
j471,j,Bronchiectasis with (acute) exacerbation,Diseases of the respiratory system,171,0.064327485,n
j705,j,Respiratory conditions due to smoke inhalation,Diseases of the respiratory system,38,0.184210526,a
j850,j,Gangrene and necrosis of lung,Diseases of the respiratory system,106,0.424528302,a
j851,j,Abscess of lung with pneumonia,Diseases of the respiratory system,125,0.272,a
j853,j,Abscess of mediastinum,Diseases of the respiratory system,26,0.423076923,a
j954,j,Chemical pneumonitis due to anesthesia,Diseases of the respiratory system,11,0.090909091,a
j9601,j,Acute respiratory failure with hypoxia,Diseases of the respiratory system,24494,0.196578754,a
j9611,j,Chronic respiratory failure with hypoxia,Diseases of the respiratory system,3236,0.052843016,c
j9621,j,Acute and chronic respiratory failure with hypoxia,Diseases of the respiratory system,9129,0.130791982,n
j9622,j,Acute and chronic respiratory failure with hypercapnia,Diseases of the respiratory system,2727,0.170883755,n
j9851,j,Mediastinitis,Diseases of the respiratory system,45,0.466666667,a
k029,k,"Dental caries, unspecified",Diseases of the digestive system,630,0.082539683,a
k047,k,Periapical abscess without sinus,Diseases of the digestive system,743,0.052489906,a
k122,k,Cellulitis and abscess of mouth,Diseases of the digestive system,246,0.06504065,a
k219,k,Gastro-esophageal reflux disease without esophagitis,Diseases of the digestive system,52420,0.055284243,c
k3184,k,Gastroparesis,Diseases of the digestive system,2597,0.065075087,a
k3189,k,Other diseases of stomach and duodenum,Diseases of the digestive system,1688,0.068127962,a
