Source,Target,Weight
m24541,m24542,0.4539
m24551,m24552,0.266
m24561,m24562,0.2695
m24571,m24572,0.4635
m24574,m24575,0.3997
m25541,m25542,0.2432
m25561,m25562,0.2264
m25661,m25662,0.2716
m25811,m25812,0.3541
m2602,m2603,0.5653
m2602,m2604,0.2395
m2602,m264,0.3621
m2603,m264,0.2861
m4124,m4125,0.2635
m4313,m4713,0.2181
m4316,m4726,0.2013
m4316,m48061,0.2563
m4316,m48062,0.3405
m4316,m5116,0.2676
m4316,m5416,0.2179
m4317,m4807,0.2334
m4622,m4642,0.359
m4624,m4644,0.478
m4626,m4646,0.4059
m4627,m4647,0.4155
m4712,m4722,0.2265
m4725,m5115,0.3805
m4726,m5116,0.2767
m4727,m5117,0.2498
m48061,m5116,0.2193
m48062,m5116,0.2213
m4807,m5117,0.3193
m5001,m5011,0.2173
m50022,m50023,0.21
m50023,m50123,0.2264
m5431,m5432,0.2225
m5441,m5442,0.3408
m6208,z411,0.2577
m62461,m62462,0.7546
m62561,m62562,0.4825
m6701,m6702,0.3138
m7061,m7062,0.3539
m7541,m7542,0.3006
m7591,m7592,0.2587
m79604,m79605,0.2923
m79671,m79672,0.2083
m86471,m86472,0.2137
m86651,m86652,0.2191
n138,n401,0.2617
n141,t508x5a,0.5391
n170,r6521,0.2235
n179,z794,0.2019
n179,z7982,0.2038
n186,z992,0.8868
n401,r338,0.6273
n433,n5089,0.2131
n750,n751,0.2496
n762,n764,0.2907
n801,n803,0.2193
n802,n805,0.2214
n8110,n816,0.2502
n8301,n8302,0.2961
n83201,n83202,0.2278
n858,o34211,0.2139
o1002,o114,0.2421
o10911,o24111,0.3071
o1093,o115,0.2241
o2301,o98811,0.2873
o2302,o98812,0.2032
o2302,o99012,0.2375
o2341,z3a10,0.2429
o24111,o99211,0.204
o26831,o99211,0.2007
o26872,o3432,0.2674
o26872,o6002,0.2397
o26891,z3a01,0.2079
o26893,z6711,0.2542
o26893,z6741,0.303
o30002,o6012x2,0.2
o30012,z374,0.25
o30033,z372,0.2182
o30043,o321xx2,0.2237
o30043,z372,0.6956
o321xx1,o321xx2,0.2911
o321xx2,z372,0.2885
o328xx1,o328xx2,0.2069
o3403,q513,0.6831
o34211,z302,0.2789
o358xx1,o358xx2,0.2301
o364xx0,z371,0.6339
o365931,o365932,0.3608
o403xx1,o403xx2,0.5182
o411220,o42912,0.2179
o42912,o6012x0,0.2841
o4592,o6012x0,0.2011
o480,z3a40,0.353
o480,z3a41,0.4521
o6014x0,z3a35,0.212
o6014x0,z3a36,0.2564
o6014x1,o6014x2,0.7416
o701,z3a40,0.21
o80,z3a39,0.2184
o99011,o99281,0.2539
o99011,o99331,0.2083
o99011,o99611,0.2467
o99012,o99282,0.3146
o99012,o99322,0.2033
o99012,o99342,0.2116
o99012,o99512,0.2094
o99281,o99611,0.2563
o99281,z3a01,0.2344
o99282,o99512,0.2116
o99282,o99612,0.2158
o99285,o9953,0.2205
o99320,o99330,0.2051
o99321,o99331,0.433
o99321,o99341,0.3189
o99321,z3a01,0.2715
o99322,o99332,0.3979
o99322,o99342,0.2794
o99322,o99512,0.2025
o99323,o99333,0.2818
o99324,o99334,0.2901
o99325,o99335,0.4654
o99331,o99341,0.3035
o99331,z3a01,0.2043
o99332,o99342,0.2956
o99332,o99512,0.2516
o99333,o99343,0.2045
o99342,o99512,0.2649
o99511,o99611,0.2575
o99512,o99612,0.2135
p0449,p961,0.2
p0701,p0721,0.7723
p0702,p0722,0.2345
p0702,p0723,0.3984
p0702,p0724,0.2454
p0702,p271,0.2175
p0702,p521,0.2235
p0703,p0724,0.3108
p0703,p0725,0.2505
p0714,p0731,0.2626
p0714,p0732,0.2233
p0715,p0732,0.2746
p0715,p0733,0.2372
p0716,p0734,0.2314
p0716,p0735,0.2418
p0717,p0736,0.226
p0718,p0737,0.2879
p0718,p0738,0.2802
p0718,p590,0.2695
p0724,p279,0.2325
p0737,p590,0.2738
p0738,p590,0.2024
p0739,p590,0.2166
p09,r94120,0.3493
p220,p284,0.4159
p220,p2912,0.2333
p220,p369,0.2159
p220,p590,0.404
p220,p612,0.4459
p220,p84,0.255
p220,p929,0.2143
p284,p285,0.203
p284,p2912,0.3284
p284,p369,0.2173
p284,p590,0.4186
p284,p612,0.461
p284,p84,0.251
p285,p610,0.2126
p285,p612,0.2205
p285,p84,0.2535
p285,q250,0.2117
p2912,p590,0.2135
p2912,p612,0.2614
p369,p612,0.2141
p5222,p912,0.2702
p590,p612,0.3636
p590,p704,0.2068
p590,p929,0.2876
p590,z3831,0.2031
p610,p612,0.2252
p612,p84,0.2263
p612,q250,0.2699
p616,p832,0.2095
p7421,p74421,0.2293
p7422,p7431,0.2127
q120,q150,0.2383
q150,t8609,0.2101
q203,q204,0.2976
q203,q224,0.2281
q204,q224,0.2633
q211,q250,0.272
q212,q220,0.2016
q213,q255,0.2296
q220,q255,0.293
q2545,q258,0.3446
q2547,q258,0.3714
q2547,q278,0.363
q258,q278,0.2875
q382,q873,0.2
q6231,q630,0.2508
r269,r5381,0.2349
r29810,r4701,0.2078
r29810,r471,0.2791
r29810,r4781,0.2123
r402110,r402210,0.6063
r402110,r402340,0.3352
r402111,r402211,0.7321
r402111,r402311,0.7535
r402112,r402212,0.7539
r402112,r402312,0.7226
r402113,r402213,0.6619
r402113,r402313,0.5716
r402113,r402343,0.2339
r402114,r402214,0.5237
r402114,r402314,0.502
r402114,r402344,0.2463
r402122,r402222,0.3316
r402122,r402342,0.3808
r402122,r402352,0.3078
r402123,r402213,0.2788
r402123,r402223,0.2472
r402123,r402343,0.2533
r402123,r402353,0.4004
r402124,r402214,0.2909
r402124,r402224,0.3616
r402124,r402344,0.3338
r402124,r402354,0.2927
r402132,r402242,0.2525
r402132,r402352,0.2968
r402133,r402223,0.31
r402133,r402353,0.3366
r402134,r402214,0.2041
r402134,r402224,0.281
r402134,r402354,0.4393
r402140,r402250,0.717
r402140,r402360,0.7647
r402141,r402351,0.2996
r402141,r402361,0.7372
r402142,r402242,0.2057
r402142,r402252,0.8294
r402142,r402362,0.8991
r402143,r402253,0.8126
r402143,r402363,0.8491
r402144,r402244,0.3772
r402144,r402254,0.6494
r402144,r402364,0.7838
r402210,r402340,0.3098
r402211,r402311,0.6986
r402211,r402351,0.245
r402212,r402312,0.63
r402212,r402342,0.2061
r402212,r402352,0.2297
r402213,r402313,0.4322
r402213,r402343,0.2488
r402213,r402353,0.3365
r402214,r402314,0.3523
r402214,r402344,0.282
r402214,r402354,0.3162
r402222,r402342,0.2863
r402222,r402352,0.2582
r402223,r402343,0.2359
r402223,r402353,0.3487
r402224,r402344,0.2781
r402224,r402354,0.3581
r402242,r402352,0.2059
r402242,r402362,0.222
r402244,r402364,0.3736
r402250,r402360,0.717
r402252,r402362,0.8579
r402253,r402363,0.838
r402254,r402364,0.6679
r413,r41844,0.2031
r41840,r41844,0.661
r440,r441,0.507
r45851,z590,0.2471
r45851,z915,0.4475
r5081,t451x5a,0.2259
r52,z13228,0.2038
r5383,r6889,0.2775
r64,z681,0.2446
r791,t45515a,0.2377
s0011xa,s0012xa,0.2278
s0011xd,s0012xd,0.2757
s01551a,s0185xa,0.2295
s0182xa,s0912xa,0.2011
s020xxa,s0219xa,0.2696
s020xxb,s0219xb,0.3835
s020xxd,s0219xd,0.2985
s0231xa,s0240ca,0.3681
s0231xa,s0240ea,0.2461
s0231xd,s0232xd,0.2423
s0231xd,s0240cd,0.2353
s0231xd,s0240ed,0.3304
s0232xa,s0240da,0.3364
s0232xa,s0240fa,0.2512
s0232xd,s0240dd,0.2661
s0240ca,s0240ea,0.3833
s0240ca,s0281xa,0.2204
s0240cd,s0281xd,0.2472
s0240da,s0240fa,0.4042
s0240da,s0282xa,0.2178
s0240dd,s0240fd,0.3835
s0240dd,s0282xd,0.2711
s0240ea,s0281xa,0.2269
s0240fd,s0282xd,0.2785
s02411a,s02412a,0.3743
s02411a,s02413a,0.2095
s02412a,s02413a,0.3041
s02601a,s02642a,0.2067
s02611a,s02612a,0.3634
s02621a,s02622a,0.3288
s0281xd,s0282xd,0.2342
s0511xd,s0512xd,0.3972
s0511xd,s40011d,0.2143
s061x1a,s065x1a,0.2079
s061x7a,s065x7a,0.4465
s061x7a,s066x7a,0.5579
s065x0d,s066x0d,0.3073
s065x1a,s066x1a,0.4039
s065x7a,s066x7a,0.5079
s065x9a,s066x9a,0.3111
s065x9d,s066x9d,0.3138
s065x9s,s066x9s,0.2273
s12200a,s12300a,0.2832
s12290a,s12390a,0.3197
s12300a,s12400a,0.3552
s12300d,s12400d,0.5336
s12390a,s12490a,0.3536
s12400a,s12500a,0.286
s12400d,s12500d,0.3944
s12400d,s12600d,0.2065
s12401a,s12601a,0.204
s12490a,s12590a,0.3843
s12490a,s12690a,0.208
s12500a,s12600a,0.3014
s12500d,s12600d,0.5537
s12500d,s134xxd,0.251
s12500d,s22019d,0.2643
s12590a,s12690a,0.3728
s12590a,s22018a,0.2141
s12590d,s12690d,0.5212
s12600a,s22019a,0.2368
s12600d,s22019d,0.3212
s12690a,s22018a,0.2102
s20311a,s20312a,0.2711
s22018a,s22028a,0.4815
s22018a,s22038a,0.2349
s22019a,s22029a,0.2573
s22019a,s22039a,0.2172
s22019d,s22029d,0.4553
s22019d,s22039d,0.3018
s22019d,s22049d,0.3074
s22019d,s22059d,0.2745
s22028a,s22038a,0.5089
s22028a,s22048a,0.3487
s22028a,s22058a,0.3248
s22029a,s22039a,0.4073
s22029a,s22049a,0.2528
s22029a,s22059a,0.2056
s22029d,s22039d,0.5388
s22029d,s22049d,0.4992
s22029d,s22059d,0.2339
s22030a,s22040a,0.2339
s22030a,s22050a,0.3508
s22038a,s22048a,0.3771
s22038a,s22058a,0.3909
s22039a,s22049a,0.4892
s22039a,s22059a,0.3316
s22039d,s22049d,0.4614
s22039d,s22059d,0.3534
s22040a,s22050a,0.2857
s22040a,s22060a,0.2703
s22048a,s22058a,0.4975
s22048a,s22068a,0.2018
s22049a,s22059a,0.4361
s22049a,s22069a,0.2048
s22049d,s22059d,0.4053
s22051a,s22061a,0.3068
s22058a,s22068a,0.4509
s22058a,s22078a,0.2185
s22059a,s22069a,0.3311
s22059d,s22069d,0.263
s22060a,s22070a,0.3171
s22068a,s22078a,0.2277
s22068d,s22078d,0.3
s22069a,s22079a,0.2847
s22069d,s22079d,0.3375
s22078a,s22088a,0.2258
s22078d,s22088d,0.3039
s22079d,s22089d,0.2615
s22089d,s32019d,0.2165
s30810a,s30811a,0.2008
s32010d,s32020d,0.229
s32018a,s32028a,0.4228
s32018a,s32038a,0.3372
s32018a,s32048a,0.2242
s32018d,s32028d,0.3137
s32018d,s32038d,0.3335
s32018d,s32048d,0.3274
s32019a,s32029a,0.3904
s32019a,s32039a,0.2885
s32019a,s32049a,0.206
s32019d,s32029d,0.3574
s32019d,s32039d,0.2631
s32021a,s32031a,0.2905
s32028a,s32038a,0.5062
s32028a,s32048a,0.3227
s32028d,s32038d,0.5096
s32028d,s32048d,0.4097
s32029a,s32039a,0.4875
s32029a,s32049a,0.3605
s32029d,s32039d,0.4679
s32029d,s32049d,0.2192
s32030a,s32040a,0.2508
s32038a,s32048a,0.4076
s32038d,s32048d,0.6058
s32038d,s32058d,0.343
s32039a,s32049a,0.4814
s32039d,s32049d,0.304
s32048a,s32058a,0.3289
s32048d,s32058d,0.3965
s32049a,s32059a,0.248
s32049d,s32059d,0.3051
s32129a,s32811a,0.3234
s32129a,s3729xa,0.2137
s32421a,s73014a,0.3549
s32431a,s32441a,0.2765
s32432a,s32442a,0.5168
s332xxa,s334xxa,0.2617
s40021a,s40022a,0.227
s40021d,s40022d,0.3805
s40811a,s40812a,0.4975
s40811a,s80811a,0.2376
s40811d,s40812d,0.3972
s40812a,s80812a,0.2058
s41011a,s41012a,0.2121
s41101a,s41102a,0.2466
s41111d,s41112d,0.3663
s42001d,s42101d,0.2229
s5011xa,s5012xa,0.2906
s50311a,s50312a,0.2246
s50811a,s50812a,0.2547
s51011d,s51012d,0.2325
s51801a,s51802a,0.2102
s51811d,s51812d,0.2801
s52042a,s52122a,0.2626
s52201a,s52301a,0.3154
s52202a,s52302a,0.2453
s52202b,s52502b,0.2794
s52252a,s52352a,0.2209
s52501a,s52601a,0.2366
s52501b,s52601b,0.3046
s52502a,s52602a,0.2187
s52502b,s52602b,0.5019
s52571a,s52611a,0.2817
s52572a,s52612a,0.2555
s5401xa,s56221a,0.4932
s56221a,s56521a,0.2466
s60511a,s60512a,0.4171
s60811a,s60812a,0.2593
s61214a,s61216a,0.2169
s61511a,s61512a,0.3965
s61511d,s61512d,0.44
s62305a,s62307a,0.3333
s62611a,s62613a,0.5174
s70311a,s70312a,0.32
s71111a,s71112a,0.2472
s71111d,s71112d,0.3119
s8001xa,s8002xa,0.273
s8001xd,s8002xd,0.2553
s8011xa,s8012xa,0.2332
s8011xd,s8012xd,0.206
s80211a,s80212a,0.5426
s80211d,s80212d,0.3505
s80811a,s80812a,0.5572
s80811d,s80812d,0.3141
s80821a,s80822a,0.3562
s80861a,s80862a,0.3563
s81001a,s81002a,0.3233
s81801a,s81802a,0.2355
s81811d,s81812d,0.2665
s82201a,s82401a,0.2428
s82201b,s82401b,0.2219
s82201d,s82401d,0.4626
s82202a,s82402a,0.262
s82202b,s82402b,0.437
s82202d,s82402d,0.409
s82231a,s82431a,0.2761
s82251a,s82451a,0.3956
s82251b,s82451b,0.5393
s82252a,s82452a,0.2661
s82401b,s82402b,0.2035
s83241a,s83511a,0.2767
s83242a,s83282a,0.2517
s83411a,s83511a,0.3254
s83412a,s83512a,0.4438
s83412a,s83522a,0.3293
s83512a,s83522a,0.4302
s9031xa,s9032xa,0.2258
s90811a,s90812a,0.4261
s90821a,s90822a,0.4889
s92311a,s92321a,0.3865
s92311a,s92331a,0.2088
s92312a,s92322a,0.2945
s92312a,s92332a,0.2232
s92321a,s92331a,0.5243
s92321a,s92341a,0.2996
s92321d,s92331d,0.767
s92322a,s92332a,0.538
s92322a,s92342a,0.4185
s92322d,s92332d,0.7284
s92322d,s92352d,0.2058
s92331a,s92341a,0.4483
s92331a,s92351a,0.2692
s92331d,s92351d,0.3701
s92332a,s92342a,0.5373
s92332d,s92352d,0.2491
s92335a,s92345a,0.6364
s92341a,s92351a,0.3361
s92342a,s92352a,0.3224
s92412a,s92512a,0.2209
t1491xd,z13228,0.2508
t185xxa,t190xxa,0.2051
t190xxa,t194xxa,0.2577
t2026xa,t23251a,0.2744
t2026xa,t24221a,0.2058
t2026xa,t24222a,0.3197
t2027xa,t2029xa,0.2257
t2027xa,t2121xa,0.2515
t2029xa,t2121xa,0.3822
t2029xa,t22232a,0.2693
t2029xa,t22252a,0.2461
t2029xa,t23291a,0.2169
t2029xa,t23292a,0.205
t2101xa,t2102xa,0.2209
t2121xa,t2122xa,0.2417
t2121xa,t22231a,0.3111
t2121xa,t24212a,0.2
t2122xa,t2124xa,0.2044
t2122xa,t22231a,0.2538
t2122xa,t22232a,0.2124
t2122xa,t24211a,0.2392
t2122xa,t3110,0.2142
t2123xa,t2124xa,0.3845
t2123xa,t2125xa,0.3631
t2123xa,t22231a,0.3631
t2123xa,t22232a,0.3077
t2123xa,t23291a,0.2116
t2123xa,t3110,0.2764
t2123xa,t3120,0.2316
t2124xa,t22232a,0.2447
t2124xa,t23261a,0.2127
t2124xa,t3110,0.2307
t2125xa,t22231a,0.2414
t2125xa,t24212a,0.2489
t2125xa,t3110,0.2071
t2131xa,t2132xa,0.3999
t2131xa,t2134xa,0.2172
t2131xa,t22331a,0.2942
t2131xa,t22332a,0.2828
t2131xa,t22392a,0.2108
t2132xa,t2134xa,0.2395
t2132xa,t2135xa,0.2499
t2132xa,t22311a,0.2559
t2132xa,t22312a,0.2178
t2132xa,t22331a,0.2205
t2132xa,t24311a,0.3199
t2132xa,t24312a,0.3332
t2132xa,t24392a,0.2205
t2134xa,t2135xa,0.2957
t2134xa,t22311a,0.2842
t2134xa,t22312a,0.272
t2134xa,t22331a,0.2599
t2134xa,t22332a,0.2985
t2134xa,t22392a,0.3386
t2134xa,t23391a,0.2543
t2134xa,t23392a,0.23
t2134xa,t24311a,0.2842
t2134xa,t24312a,0.2172
t2135xa,t22312a,0.2106
t2135xa,t22332a,0.2062
t2135xa,t24311a,0.3705
t2135xa,t24312a,0.3527
t2135xa,t3111,0.2062
t22211a,t22212a,0.3512
t22211a,t22231a,0.4438
t22211a,t22232a,0.2457
t22211a,t23251a,0.2744
t22211a,t23261a,0.2129
t22212a,t22232a,0.3503
t22212a,t23292a,0.2259
t22231a,t22232a,0.3268
t22231a,t22251a,0.2253
t22231a,t24231a,0.3268
t22231a,t3120,0.2135
t22232a,t22252a,0.2538
t22232a,t3120,0.2316
t22251a,t22252a,0.2716
t22291a,t22292a,0.3991
t22292a,t23292a,0.2468
t22311a,t22312a,0.3926
t22311a,t22331a,0.3154
t22311a,t22332a,0.2615
t22311a,t23351a,0.2947
t22311a,t23391a,0.2216
t22311a,t24311a,0.2963
t22311a,t24312a,0.2349
t22312a,t22331a,0.2989
t22312a,t22332a,0.5386
t22312a,t23362a,0.3192
t22312a,t24311a,0.2498
t22331a,t22332a,0.3523
t22331a,t23351a,0.2249
t22331a,t24311a,0.3605
t22331a,t24312a,0.2451
t22331a,t24331a,0.208
t22332a,t23362a,0.2682
t22332a,t23392a,0.2011
t22332a,t24311a,0.2615
t22392a,t23391a,0.2719
t22392a,t23392a,0.3475
t22392a,t24391a,0.3333
t22392a,t24392a,0.3536
t23201a,t23202a,0.3805
t23201a,t25231a,0.2
t23201a,t25232a,0.2
t23241a,t23251a,0.25
t23241a,t23261a,0.2121
t23251a,t23252a,0.4656
t23251a,t24221a,0.25
t23251a,t24222a,0.2121
t23291a,t23292a,0.5198
t23351a,t24322a,0.2249
t23391a,t23392a,0.5587
t23391a,t24311a,0.2216
t23392a,t24392a,0.2185
t23392a,t79a12a,0.2219
t24211a,t24212a,0.4159
t24211a,t24231a,0.2409
t24221a,t24222a,0.495
t24231a,t24232a,0.4705
t24231a,t25291a,0.2031
t24311a,t24312a,0.4306
t24311a,t24331a,0.3154
t24312a,t24332a,0.2565
t24322a,t25332a,0.2185
t24331a,t24332a,0.3266
t24391a,t24392a,0.2828
t25021a,t25022a,0.4527
t25221a,t25222a,0.5074
t25221a,t25231a,0.2683
