Source,Target,Weight
e875,z992,0.2524
e881,l987,0.2495
e8841,q079,0.3177
e890,z85850,0.2946
e891,z90410,0.2471
f0280,g309,0.7445
f11159,f12159,0.3028
f1120,g894,0.2226
f1123,f332,0.244
f1510,z590,0.2027
f17213,z13228,0.2485
f3289,z13228,0.2485
f329,f419,0.3591
f329,k219,0.2082
f332,r45851,0.2765
f332,z62810,0.2276
f332,z915,0.2834
f530,o99345,0.3743
f73,g800,0.2003
f73,m4140,0.254
f810,f812,0.3585
f88,g800,0.2792
g008,p364,0.3642
g061,m4626,0.2239
g2409,t434x5a,0.2508
g4440,t463x5a,0.3012
g546,z4781,0.3266
g800,m4140,0.2079
g8191,r4701,0.2742
g8194,i639,0.2072
g8194,r29810,0.273
g8220,n319,0.2733
g8929,m549,0.334
g919,z982,0.2677
g931,i469,0.2777
g935,g936,0.3531
h01003,h01006,0.4766
h2510,h40009,0.2998
h35123,p0702,0.2867
h35123,p0724,0.2072
h35133,p0722,0.2285
h35133,p5221,0.206
h47039,q044,0.2302
i10,i2510,0.2269
i10,k219,0.2778
i10,z7982,0.2815
i10,z79899,0.2976
i10,z87891,0.2955
i110,i2510,0.201
i110,i509,0.321
i120,n186,0.625
i120,z992,0.6233
i129,n179,0.2544
i129,n189,0.3553
i130,i5032,0.2021
i130,i509,0.2134
i130,n189,0.2375
i132,n186,0.3894
i132,z992,0.3807
i2510,i252,0.3088
i2510,k219,0.2172
i2510,n179,0.2395
i2510,z7901,0.2344
i2510,z7902,0.2109
i2510,z794,0.2142
i2510,z7982,0.387
i2510,z79899,0.2339
i2510,z87891,0.2863
i2510,z951,0.3078
i2510,z955,0.3938
i252,z951,0.2308
i252,z955,0.3693
i255,i5022,0.2133
i255,i5023,0.2548
i255,z95810,0.2609
i2690,i76,0.2387
i2729,i2781,0.2658
i462,i4901,0.2412
i480,z7901,0.2952
i4891,z7901,0.2584
i5022,z95810,0.2125
i5084,z95811,0.2465
i6201,i6203,0.2236
i639,r29810,0.2144
i69018,i69091,0.3795
i69018,i69098,0.2635
i69019,i69020,0.2635
i69019,i69051,0.2151
i69020,i69022,0.3221
i69020,i69051,0.5547
i69020,i69091,0.4614
i69020,i69092,0.2635
i69020,i69098,0.2105
i69022,i69051,0.3492
i69022,i69092,0.3805
i69051,i69091,0.3771
i69054,i69091,0.4
i69054,i69092,0.253
i69091,i69092,0.253
i69091,i69098,0.2051
i69110,i69111,0.5262
i69110,i69114,0.6074
i69111,i69112,0.3465
i69111,i69114,0.441
i69111,i69118,0.3288
i69112,i69118,0.2122
i69118,i69191,0.2379
i69118,i69198,0.2224
i69119,i69120,0.3479
i69119,i69122,0.2871
i69119,i69151,0.2592
i69119,i69191,0.345
i69119,i69192,0.2485
i69119,i69198,0.2847
i69120,i69122,0.2604
i69120,i69151,0.4566
i69120,i69191,0.4257
i69120,i69198,0.2739
i69122,i69151,0.2698
i69122,i69191,0.3458
i69122,i69192,0.4912
i69151,i69191,0.3181
i69151,i69192,0.2397
i69151,i69198,0.2232
i69154,i69191,0.3469
i69154,i69192,0.2347
i69154,i69198,0.2534
i69191,i69192,0.2622
i69191,i69198,0.3245
i69219,i69220,0.3101
i69219,i69222,0.2671
i69219,i69251,0.3532
i69219,i69291,0.4726
i69220,i69251,0.3427
i69220,i69291,0.2828
i69222,i69291,0.2289
i69251,i69291,0.2932
i69251,i69298,0.2353
i69310,i69311,0.3078
i69310,i69314,0.6391
i69311,i69314,0.3993
i69319,i69322,0.2651
i69319,i69391,0.246
i69319,i69392,0.2098
i69320,i69322,0.2138
i69320,i69351,0.3102
i69320,i69391,0.3006
i69322,i69391,0.3979
i69322,i69392,0.3453
i69391,i69392,0.2888
i69391,i69398,0.2115
i69820,i69851,0.2543
i69922,i69991,0.2247
i70238,i70248,0.2535
i82411,i82431,0.3339
i82412,i82432,0.4031
i82413,i82433,0.3523
i82431,i82441,0.2804
i82432,i82442,0.262
i82511,i82531,0.3326
i82512,i82532,0.3339
i82513,i82533,0.2217
i82a11,i82b11,0.4024
i82a12,i82b12,0.3158
i82b22,i82c22,0.2495
i83009,l97909,0.2951
i83012,i83022,0.2587
i83012,l97212,0.3151
i83013,i83023,0.3321
i83018,i83028,0.5
i83019,i83029,0.3829
i83023,l97321,0.2185
i83023,l97322,0.208
i8311,i8312,0.693
i83218,i83228,0.6926
i8510,k766,0.2409
j0110,j0120,0.3157
j189,j440,0.2946
j189,j9601,0.2286
j322,j323,0.2048
j440,j441,0.4763
j440,j9621,0.2859
j440,z9981,0.2419
j441,j9621,0.3326
j441,z9981,0.3364
j470,j471,0.2581
j705,t59811a,0.6139
j9621,j9622,0.3119
j9621,z9981,0.4155
j9851,k223,0.2643
k011,s02651a,0.2198
k029,k047,0.233
k041,k122,0.2173
k122,l0201,0.2103
k122,m272,0.2182
k219,z7982,0.2191
k219,z79899,0.2173
k219,z87891,0.249
k3189,k766,0.3391
k521,t3695xa,0.2911
k5903,t402x5a,0.5071
k5903,t40605a,0.3195
k592,n319,0.2182
k644,k648,0.2235
k6812,m4626,0.2438
k7031,k7290,0.2204
k7031,k766,0.2952
k7290,k766,0.2871
k7460,k766,0.2276
k7460,r188,0.2566
k766,r188,0.2146
k831,o2662,0.2712
l00,l490,0.5596
l0201,l03211,0.2163
l0211,l03221,0.2643
l02211,l03311,0.2382
l02212,l03312,0.2333
l02214,l03314,0.3387
l0231,l03317,0.3778
l02411,l03111,0.33
l02412,l03112,0.2964
l02413,l03113,0.2087
l02414,l03114,0.2185
l02511,l03011,0.2839
l02512,l03012,0.2751
l02811,l03811,0.31
l03115,l03116,0.269
l251,t490x5a,0.3115
l89154,m4628,0.2564
l89212,l89222,0.2336
l89213,l89223,0.2784
l89214,l89224,0.3107
l89310,l89320,0.4391
l89311,l89321,0.4
l89312,l89322,0.4577
l89313,l89323,0.3784
l89314,l89324,0.3614
l89319,l89329,0.4494
l89510,l89520,0.2534
l89512,l89522,0.206
l89519,l89529,0.2245
l89610,l89620,0.4061
l89611,l89621,0.5826
l89612,l89622,0.2752
l89613,l89623,0.2293
l89614,l89624,0.2222
l89619,l89629,0.4527
l910,o9972,0.2432
l97119,l97129,0.3095
l97211,l97221,0.2379
l97212,l97222,0.3621
l97219,l97229,0.2562
l97319,l97329,0.2274
l97519,l97529,0.219
l97811,l97821,0.43
l97818,l97828,0.5957
l97819,l97829,0.41
l97911,l97921,0.5097
l97912,l97922,0.2724
l97919,l97929,0.4774
m06861,m06862,0.3224
m10061,m10062,0.2794
m13861,m13862,0.5212
m19031,m19032,0.3688
m19041,m19042,0.834
m19071,m19072,0.2732
m2011,m2012,0.3169
m2041,m2042,0.3759
m21371,m21372,0.2424
m2141,m2142,0.6068
m21611,m21612,0.2161
m21941,m21942,1
m21961,m21962,0.375
m238x1,m238x2,0.3922
m24541,m24542,0.32
m24551,m24552,0.2736
m24561,m24562,0.3025
m24571,m24572,0.3025
m25451,m25452,0.2352
m25471,m25472,0.2982
m25561,m25562,0.2842
m25611,m25612,0.5153
m25661,m25662,0.4829
m25752,m94252,0.3187
m25811,m25812,0.3068
m2602,m2603,0.4249
m2602,m2604,0.2599
m2602,m264,0.2226
m2603,m264,0.2087
m264,s0266xa,0.2309
m300,m3131,0.238
m4316,m4726,0.2015
m4316,m48061,0.245
m4316,m48062,0.3189
m4316,m5116,0.2294
m4316,m5416,0.2433
m4317,m4807,0.257
m4622,m4642,0.3295
m4624,m4644,0.5028
m4625,m4645,0.2678
m4626,m4646,0.4159
m4627,m4647,0.4292
m4712,m4722,0.2155
m4726,m5116,0.2405
m4803,m5003,0.2174
m4803,m5013,0.2158
m48061,m5116,0.2011
m48061,m5416,0.2032
m48062,m5116,0.2127
m4807,m5117,0.2746
m5001,m5011,0.3822
m50021,m50121,0.3346
m50022,m50122,0.236
m5003,m5013,0.4514
m5441,m5442,0.3744
m62461,m62462,0.5369
m62561,m62562,0.6263
m7061,m7062,0.2072
m7071,m7072,0.3041
m7541,m7542,0.2974
m79604,m79605,0.2846
m79641,m79642,0.2038
m79661,m79662,0.2283
m79671,m79672,0.2415
m85851,m85852,0.2828
m86651,m86652,0.202
m87051,m87052,0.2301
m9711xd,s72401d,0.2039
m9712xd,s72402d,0.2219
n138,n401,0.2677
n141,t508x5a,0.6254
n170,r6521,0.2394
n179,z794,0.2091
n179,z7982,0.2083
n179,z79899,0.2026
n179,z87891,0.2056
n186,z992,0.8835
n401,r338,0.5997
n4821,n4822,0.233
n762,n764,0.2719
n801,n803,0.2322
n8110,n816,0.2087
n815,n816,0.2045
n83201,n83202,0.2015
n841,o3443,0.2169
n858,o34211,0.2019
n895,o3463,0.2181
n907,o3473,0.2682
o09212,o09522,0.208
o1002,o114,0.222
o1003,o115,0.2744
o10912,o24012,0.2058
o2302,o99012,0.2213
o24111,o99211,0.238
o26872,o3432,0.2578
o26872,o6002,0.2559
o26891,o99351,0.227
o26893,z6711,0.2772
o26893,z6741,0.3453
o30032,o6012x1,0.2517
o30033,z372,0.2365
o30043,o321xx1,0.2058
o30043,o321xx2,0.2489
o30043,z372,0.7142
o321xx1,o321xx2,0.2937
o321xx1,z372,0.2353
o321xx2,z372,0.2835
o328xx1,o328xx2,0.2508
o3403,q513,0.6704
o34211,z302,0.2831
o364xx0,z371,0.6141
o365931,o365932,0.2919
o42912,o6012x0,0.2194
o480,z3a40,0.3057
o480,z3a41,0.4666
o6002,z3a27,0.2537
o6014x0,z3a35,0.2255
o6014x0,z3a36,0.262
o6014x1,o6014x2,0.7326
o6981x0,z370,0.2017
o6981x1,o6981x2,0.294
o701,z370,0.2099
o701,z3a40,0.2129
o76,z370,0.2004
o80,z370,0.2091
o80,z3a39,0.2328
o99011,o99281,0.2108
o99012,o99282,0.3084
o99111,o99411,0.3169
o99211,o99511,0.2076
o99212,o99282,0.2189
o99281,o99341,0.2622
o99281,z3a01,0.264
o99281,z3a11,0.2215
o99282,o99342,0.2147
o99320,o99330,0.25
o99321,o99331,0.4589
o99321,o99341,0.3256
o99321,o99351,0.2178
o99321,o99511,0.2718
o99321,z3a10,0.201
o99322,o99332,0.5225
o99322,o99342,0.2695
o99322,o99352,0.2474
o99323,o99333,0.3179
o99324,o99334,0.2867
o99325,o99335,0.3394
o99331,o99341,0.3546
o99331,z3a01,0.2511
o99332,o99342,0.2752
o99332,o99352,0.2549
o99340,o99519,0.2056
o99341,o99351,0.306
o99341,o99511,0.2651
o99341,z3a01,0.2637
o99342,o99352,0.3063
o99342,o99512,0.2404
o99342,o99612,0.2069
o99351,o99511,0.2096
o99352,o99512,0.2021
p0414,p0416,0.2106
p0414,p961,0.2512
p0418,p718,0.3518
p0449,p961,0.2285
p0701,p0721,0.7529
p0702,p0722,0.2615
p0702,p0723,0.3749
p0703,p0724,0.2611
p0703,p0725,0.2866
p0703,p0726,0.2119
p0703,p2810,0.2079
p0714,p0726,0.2423
p0714,p0731,0.2606
p0715,p0732,0.2206
p0715,p0733,0.3041
p0716,p0734,0.2485
p0717,p0735,0.2256
p0717,p0736,0.2422
p0718,p0737,0.2993
p0718,p0738,0.2691
p0718,p590,0.3017
p0737,p590,0.251
p0738,p590,0.2
p0739,p590,0.2113
p09,r94120,0.4092
p220,p284,0.4048
p220,p2912,0.2164
p220,p590,0.3586
p220,p612,0.4648
p220,p84,0.2268
p284,p285,0.2501
p284,p2912,0.3039
p284,p590,0.4377
p284,p612,0.4699
p284,p84,0.241
p284,p929,0.2025
p285,p612,0.2008
p285,p84,0.2962
p285,p9689,0.2051
p285,q250,0.2008
p2912,p590,0.2071
p2912,p612,0.2286
p5222,p912,0.2404
p524,p528,0.3475
p590,p612,0.3848
p590,p704,0.237
p590,p929,0.2971
p590,z051,0.2178
p610,p612,0.2279
p612,p7422,0.2684
p612,p84,0.2102
p612,q250,0.27
p741,p7421,0.2019
p7421,p74421,0.2301
q130,q898,0.2048
q201,q203,0.3069
q203,q204,0.2286
q204,q224,0.2651
q211,q250,0.2787
q220,q255,0.279
q251,q2542,0.3039
q336,q790,0.2039
q423,q872,0.2034
q437,q602,0.2383
q5522,q604,0.2548
r269,r6889,0.2522
r29810,r4701,0.2253
r29810,r471,0.2776
r29810,r4781,0.2513
r402110,r402210,0.5019
r402110,r402360,0.2353
r402111,r402211,0.834
r402111,r402311,0.7562
r402112,r402212,0.7644
r402112,r402312,0.6634
r402112,r402342,0.205
r402113,r402213,0.5552
r402113,r402313,0.4588
r402113,r402333,0.2226
r402113,r402343,0.2187
r402114,r402214,0.5129
r402114,r402314,0.4885
r402114,r402344,0.2503
r402121,r402221,0.3589
r402121,r402341,0.4865
r402121,r402351,0.2921
r402122,r402222,0.3492
r402122,r402342,0.3245
r402122,r402352,0.2895
r402123,r402213,0.349
r402123,r402223,0.371
r402123,r402343,0.3962
r402123,r402353,0.3738
r402124,r402214,0.3112
r402124,r402224,0.3612
r402124,r402344,0.2606
r402124,r402354,0.3968
r402132,r402242,0.2337
r402133,r402243,0.2127
r402133,r402353,0.2357
r402134,r402224,0.2125
r402134,r402254,0.2348
r402134,r402354,0.3037
r402134,r402364,0.312
r402141,r402241,0.4539
r402141,r402251,0.6517
r402141,r402361,0.8927
r402142,r402242,0.206
r402142,r402252,0.8332
r402142,r402362,0.8994
r402143,r402243,0.2876
r402143,r402253,0.7409
r402143,r402363,0.8626
r402144,r402244,0.4451
r402144,r402254,0.5181
r402144,r402364,0.7299
r402211,r402311,0.7731
r402212,r402312,0.5886
r402212,r402342,0.2281
r402212,r402352,0.2063
r402213,r402313,0.2832
r402213,r402343,0.2962
r402213,r402353,0.3549
r402214,r402314,0.3293
r402214,r402344,0.2712
r402214,r402354,0.2749
r402221,r402341,0.3805
r402221,r402351,0.3394
r402222,r402342,0.2667
r402222,r402352,0.2742
r402223,r402343,0.2626
r402223,r402353,0.2963
r402224,r402344,0.2215
r402224,r402354,0.3811
r402241,r402361,0.4351
r402242,r402352,0.2142
r402242,r402362,0.2116
r402243,r402363,0.315
r402244,r402364,0.4564
r402251,r402361,0.7397
r402252,r402362,0.8729
r402253,r402363,0.7857
r402254,r402364,0.6112
r413,r41840,0.2177
r413,r41844,0.2425
r41840,r41842,0.2094
r41840,r41844,0.6463
r419,r6889,0.3042
r440,r441,0.4212
r45851,z590,0.2592
r45851,z62810,0.2095
r45851,z915,0.4702
r5081,t451x5a,0.2338
r5383,r6889,0.2253
r64,z681,0.2554
r739,t380x5a,0.2003
r791,t45515a,0.2182
s0011xa,s0012xa,0.2274
s01452a,s01551a,0.2924
s01452a,s0185xa,0.255
s020xxa,s0219xa,0.2144
s020xxb,s0219xb,0.2534
s0219xa,s066x9a,0.2091
s0219xd,s066x9d,0.2056
s0231xa,s0240ca,0.2662
s0231xa,s0240ea,0.2133
s0232xa,s0240da,0.3059
s0232xa,s0240fa,0.2232
s0232xd,s0240fd,0.2137
s0240ca,s0240ea,0.3117
s0240da,s0240fa,0.3737
s0240dd,s0240fd,0.3446
s0240ed,s0281xd,0.2936
s0240fa,s0282xa,0.2155
s02411a,s02412a,0.228
s02411a,s02413a,0.2998
s02412a,s02413a,0.3378
s02611a,s02612a,0.2791
s02612a,s0266xb,0.2067
s02652a,s0266xa,0.2027
s0291xd,s0292xd,0.3074
s0511xd,s0512xd,0.3032
s061x7a,s065x7a,0.4706
s061x7a,s066x7a,0.5031
s06349a,s06359a,0.2349
s065x0d,s066x0d,0.2687
s065x1a,s066x1a,0.436
s065x7a,s066x7a,0.5182
s065x9a,s066x9a,0.3093
s065x9d,s066x9d,0.3202
s065x9s,s066x9s,0.333
s12200a,s12300a,0.2063
s12200d,s12300d,0.4509
s12300a,s12400a,0.2298
s12300d,s12400d,0.3496
s12400a,s12500a,0.3529
s12400d,s12500d,0.2955
s12490d,s12590d,0.5708
s12490d,s12690d,0.3322
s12500a,s12600a,0.4008
s12500d,s12600d,0.3369
s12501a,s12601a,0.267
s12590a,s12690a,0.4085
s12590a,s22028a,0.2219
s12590d,s12690d,0.5174
s12690a,s22018a,0.2314
s12690a,s22028a,0.2667
s12690a,s22038a,0.208
s12690d,s22018d,0.2491
s14123a,s14124a,0.2913
s14124a,s14125a,0.2185
s22018a,s22028a,0.6058
s22018a,s22038a,0.3432
s22019a,s22029a,0.3214
s22019a,s22039a,0.2262
s22019a,s22049a,0.2058
s22019d,s22029d,0.4038
s22020a,s22030a,0.3701
s22020a,s22040a,0.2068
s22028a,s22038a,0.4808
s22028a,s22058a,0.2232
s22029a,s22039a,0.4083
s22029a,s22049a,0.2362
s22029d,s22039d,0.3605
s22030a,s22040a,0.4275
s22030d,s22040d,0.6364
s22038a,s22048a,0.5369
s22038a,s22058a,0.4078
s22038a,s22068a,0.3247
s22039a,s22049a,0.5182
s22039a,s22059a,0.2605
s22039d,s22079d,0.274
s22040a,s22050a,0.2575
s22048a,s22058a,0.5137
s22048a,s22068a,0.3385
s22049a,s22059a,0.3439
s22049d,s22059d,0.4614
s22049d,s22079d,0.2497
s22050a,s22060a,0.2953
s22058a,s22068a,0.4918
s22058a,s22078a,0.2215
s22059a,s22069a,0.2599
s22059d,s22069d,0.3922
s22059d,s22079d,0.2926
s22068a,s22078a,0.3331
s22068d,s22078d,0.2716
s22068d,s22088d,0.2353
s22069a,s22079a,0.3311
s22069d,s22079d,0.3862
s27803a,s3633xa,0.3304
s31819a,s31829a,0.5174
s32018a,s32028a,0.3998
s32018a,s32038a,0.2368
s32018a,s32048a,0.2007
s32018d,s32028d,0.2661
s32018d,s32038d,0.2951
s32019a,s32029a,0.4004
s32019a,s32039a,0.3313
s32019a,s32049a,0.2227
s32019d,s32029d,0.3818
s32019d,s32039d,0.3119
s32019d,s32049d,0.2097
s32020d,s32030d,0.2807
s32028a,s32038a,0.422
s32028a,s32048a,0.3626
s32028d,s32038d,0.5311
s32028d,s32048d,0.3639
s32029a,s32039a,0.5446
s32029a,s32049a,0.3843
s32029d,s32039d,0.4954
s32029d,s32049d,0.4195
s32038a,s32048a,0.5576
s32038d,s32048d,0.4514
s32039a,s32049a,0.4861
s32039a,s32059a,0.246
s32039d,s32049d,0.5308
s32039d,s32059d,0.2342
s32048a,s32058a,0.3162
s32048d,s32058d,0.25
s32049a,s32059a,0.3104
s32049d,s32059d,0.3876
s32119d,s32512d,0.205
s32421a,s73014a,0.2691
s32422a,s73015a,0.255
s32431a,s32441a,0.2542
s32432a,s32442a,0.2699
s32501a,s32502a,0.2327
s32511d,s32591d,0.2522
s32512d,s32592d,0.3066
s32591d,s32592d,0.2137
s332xxa,s334xxa,0.2855
s36039d,s36113d,0.2495
s36113d,s71112d,0.2209
s3633xa,s36531a,0.236
s36438a,s36893a,0.2273
s40021a,s40022a,0.2297
s40021d,s40022d,0.3991
s40021d,s8012xd,0.2913
s40022d,s8012xd,0.3177
s40811a,s40812a,0.4663
s40811d,s40812d,0.437
s41101a,s41102a,0.6036
s41111d,s41112d,0.4041
s41151a,s41152a,0.2143
s42001d,s42101d,0.2555
s42251d,s46011d,0.2
s5011xd,s5012xd,0.2716
s50312d,s80211d,0.2339
s50811a,s50812a,0.242
s50811d,s50812d,0.2857
s51811d,s51812d,0.3245
s52201a,s52301a,0.2659
s52502a,s52602a,0.2434
s52502b,s52602b,0.3233
s52502d,s52602d,0.2126
s52571a,s52611a,0.2056
s52572a,s52612a,0.3179
s52592a,s52692a,0.2587
s5412xa,s56222a,0.3805
s5412xa,s65012a,0.2
s60511a,s60512a,0.4761
s61212a,s61214a,0.2253
s61215a,s61217a,0.2316
s61401a,s61402a,0.2397
s61411d,s61412d,0.2094
s61511a,s61512a,0.4359
s61511d,s61512d,0.5001
s62623b,s66323a,0.3
s6402xa,s65012a,0.3288
s6412xa,s66822a,0.2716
s65012a,s66822a,0.2
s66821a,s66822a,0.2587
s70311a,s70312a,0.2292
s71111a,s71112a,0.25
s71111d,s71112d,0.4078
s72141k,t84620a,0.2137
s76011a,s76012a,0.2095
s8001xa,s8002xa,0.3554
s8001xd,s8002xd,0.263
s8011xa,s8012xa,0.2226
s8011xd,s8012xd,0.3107
s80211a,s80212a,0.543
s80211d,s80212d,0.5198
s80811a,s80812a,0.4307
s80811d,s80812d,0.3595
s80821a,s80822a,0.2121
s80861a,s80862a,0.4757
s81801a,s81802a,0.2669
s81801d,s81802d,0.4135
s81811d,s81812d,0.2173
s81831a,s81832a,0.2517
s81851a,s81852a,0.2783
s82201a,s82401a,0.2367
s82201b,s82401b,0.3263
s82201b,s82831b,0.2562
s82201d,s82401d,0.4293
s82202a,s82402a,0.2796
s82202b,s82402b,0.4579
s82202d,s82402d,0.4071
s82242a,s82442a,0.4286
s82251a,s82451a,0.2296
s82251b,s82451b,0.3214
s82252a,s82452a,0.372
s82252b,s82451b,0.2011
s82252b,s82452b,0.5432
s83411a,s83511a,0.2236
s83412a,s83512a,0.3224
s83412a,s83522a,0.2353
s83512a,s83522a,0.2998
s8782xa,s9782xa,0.2744
s90811a,s90812a,0.4852
s90821a,s90822a,0.5013
s90821d,s90822d,0.8437
s91301a,s91302a,0.3474
s92061a,s92062a,0.2221
s92311a,s92321a,0.2704
s92311a,s92331a,0.2253
s92312a,s92322a,0.2164
s92321a,s92331a,0.6552
s92321a,s92341a,0.3859
s92322a,s92332a,0.6109
s92322a,s92342a,0.3989
s92322a,s92352a,0.2637
s92322d,s92332d,0.8
s92322d,s92342d,0.7
s92331a,s92341a,0.4561
s92331a,s92351a,0.2707
s92332a,s92342a,0.5867
s92332a,s92352a,0.3327
s92332d,s92342d,0.9
s92341a,s92351a,0.2438
s92342a,s92352a,0.3735
t1491xd,z13228,0.2022
t2020xa,t2023xa,0.2854
t2020xa,t2026xa,0.2281
t2020xa,t2027xa,0.4191
t2020xa,t22211a,0.258
t2020xa,t22212a,0.2313
t2020xa,t22231a,0.228
t2020xa,t23241a,0.2071
t2020xa,t23242a,0.2794
t2020xa,t23252a,0.2606
t2020xa,t23272a,0.3177
t2023xa,t2024xa,0.5708
t2023xa,t2026xa,0.6276
t2023xa,t2027xa,0.2868
t2023xa,t2121xa,0.2947
t2023xa,t23242a,0.2151
t2023xa,t23262a,0.2432
t2023xa,t23272a,0.2466
t2024xa,t2026xa,0.6843
t2024xa,t2027xa,0.2095
t2024xa,t2121xa,0.3395
t2024xa,t22231a,0.228
t2024xa,t23232a,0.2281
t2024xa,t23241a,0.2071
t2024xa,t23242a,0.2095
t2024xa,t23262a,0.3579
t2024xa,t23272a,0.2383
t2026xa,t2027xa,0.4366
t2026xa,t2121xa,0.3205
t2026xa,t22231a,0.2166
t2026xa,t22232a,0.3562
t2026xa,t23232a,0.2
t2026xa,t23241a,0.2425
t2026xa,t23242a,0.2495
t2026xa,t23262a,0.3836
t2026xa,t23272a,0.2757
t2027xa,t2121xa,0.2216
t2027xa,t2124xa,0.2856
t2027xa,t22211a,0.2
t2027xa,t22212a,0.2181
t2027xa,t22231a,0.2104
t2027xa,t22232a,0.3454
t2027xa,t23242a,0.3529
t2027xa,t23262a,0.3664
t2027xa,t23271a,0.2095
t2027xa,t23272a,0.3211
t2027xa,t3110,0.2106
t2121xa,t2123xa,0.2425
t2121xa,t22211a,0.2408
t2121xa,t22231a,0.3926
t2121xa,t22232a,0.3999
t2121xa,t23262a,0.2067
t2121xa,t23272a,0.2325
t2121xa,t3110,0.2874
t2122xa,t22232a,0.2684
t2122xa,t24211a,0.2517
t2122xa,t24212a,0.263
t2123xa,t2124xa,0.4022
t2124xa,t22212a,0.2156
t2124xa,t22232a,0.2124
t2124xa,t23242a,0.2285
t2124xa,t23262a,0.2045
t2124xa,t3110,0.2329
t2131xa,t2132xa,0.5296
t2131xa,t2133xa,0.3271
t2131xa,t2135xa,0.2101
t2131xa,t22311a,0.3461
t2131xa,t22331a,0.232
t2131xa,t22332a,0.3677
t2131xa,t24312a,0.2724
t2132xa,t2133xa,0.3457
t2132xa,t2135xa,0.2395
t2132xa,t22311a,0.3642
t2132xa,t22312a,0.2683
t2132xa,t22331a,0.3449
t2132xa,t22332a,0.2873
t2132xa,t24311a,0.3146
t2132xa,t24312a,0.3385
t2132xa,t24331a,0.2491
t2132xa,t24332a,0.3018
t2133xa,t2134xa,0.4527
t2133xa,t2135xa,0.3068
t2133xa,t22311a,0.4757
t2133xa,t22312a,0.2615
t2133xa,t22331a,0.3638
t2133xa,t22332a,0.3068
t2133xa,t24312a,0.2339
t2133xa,t24332a,0.2425
t2133xa,t3111,0.3032
t2134xa,t2135xa,0.3288
t2134xa,t22311a,0.2868
t2134xa,t22312a,0.3434
t2134xa,t22331a,0.3162
t2134xa,t22332a,0.3288
t2135xa,t22331a,0.4055
t2135xa,t24311a,0.2079
