Id,alphabet,Description,Category,Prevalence_20191,Cost_support_20191,Chronic Indicator
d6481,d,Anemia due to antineoplastic chemotherapy,Blood and immune disorders ,1137.0,0.0686015831134565,c
d6832,d,Hemorrhagic disorder due to extrinsic circulating anticoagulants,Blood and immune disorders ,642.0,0.15887850467289702,c
d684,d,Acquired coagulation factor deficiency,Blood and immune disorders ,1769.0,0.20520067834935002,c
d709,d,"Neutropenia, unspecified",Blood and immune disorders ,1332.0,0.124624624624625,c
d821,d,Di George's syndrome,Blood and immune disorders ,49.0,0.12244897959183698,c
d89810,d,Acute graft-versus-host disease,Blood and immune disorders ,58.0,0.37931034482758597,c
d89811,d,Chronic graft-versus-host disease,Blood and immune disorders ,100.0,0.17,c
d89813,d,"Graft-versus-host disease, unspecified",Blood and immune disorders ,104.0,0.259615384615385,c
e039,e,"Hypothyroidism, unspecified","Endocrine, nutritional and metabolic diseases",45375.0,0.0528484848484848,c
e0580,e,Other thyrotoxicosis without thyrotoxic crisis or storm,"Endocrine, nutritional and metabolic diseases",76.0,0.0263157894736842,c
e0865,e,Diabetes mellitus due to underlying condition with hyperglycemia,"Endocrine, nutritional and metabolic diseases",48.0,0.229166666666667,c
e089,e,Diabetes mellitus due to underlying condition without complications,"Endocrine, nutritional and metabolic diseases",50.0,0.3,c
e1021,e,Type 1 diabetes mellitus with diabetic nephropathy,"Endocrine, nutritional and metabolic diseases",310.0,0.0903225806451613,c
e1022,e,Type 1 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",973.0,0.079136690647482,c
e10319,e,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,"Endocrine, nutritional and metabolic diseases",279.0,0.0967741935483871,c
e1042,e,Type 1 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",440.0,0.0681818181818182,c
e1043,e,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",554.0,0.0577617328519856,c
e1051,e,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,"Endocrine, nutritional and metabolic diseases",222.0,0.11711711711711699,c
e10621,e,Type 1 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",194.0,0.077319587628866,c
e10628,e,Type 1 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",61.0,0.0327868852459016,c
e10649,e,Type 1 diabetes mellitus with hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",555.0,0.0648648648648649,c
e1065,e,Type 1 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",1091.0,0.0632447296058662,c
e1069,e,Type 1 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",148.0,0.0743243243243243,c
e1122,e,Type 2 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",25739.0,0.0846575236023156,c
e1139,e,Type 2 diabetes mellitus with other diabetic ophthalmic complication,"Endocrine, nutritional and metabolic diseases",169.0,0.0473372781065089,c
e1142,e,Type 2 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",8008.0,0.0686813186813187,c
e1143,e,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",1408.0,0.0688920454545455,c
e1152,e,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",1434.0,0.19037656903765698,c
e11621,e,Type 2 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",4276.0,0.0820860617399439,c
e11628,e,Type 2 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",1078.0,0.062152133580705,c
e1165,e,Type 2 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",20054.0,0.0972374588610751,c
e1169,e,Type 2 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",2900.0,0.10758620689655198,c
e1342,e,Other specified diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",12.0,0.0833333333333333,c
e1365,e,Other specified diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",33.0,0.12121212121212101,c
e1369,e,Other specified diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",12.0,0.166666666666667,c
e139,e,Other specified diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",34.0,0.0882352941176471,c
e160,e,Drug-induced hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",54.0,0.0185185185185185,c
e230,e,Hypopituitarism,"Endocrine, nutritional and metabolic diseases",269.0,0.100371747211896,c
e232,e,Diabetes insipidus,"Endocrine, nutritional and metabolic diseases",282.0,0.23758865248227,c
e43,e,Unspecified severe protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",7453.0,0.17536562458070598,c
e6601,e,Morbid (severe) obesity due to excess calories,"Endocrine, nutritional and metabolic diseases",19116.0,0.0670642393806236,c
e7209,e,Other disorders of amino-acid transport,"Endocrine, nutritional and metabolic diseases",11.0,0.272727272727273,c
e785,e,"Hyperlipidemia, unspecified","Endocrine, nutritional and metabolic diseases",82805.0,0.0664452629672121,c
e8342,e,Hypomagnesemia,"Endocrine, nutritional and metabolic diseases",14876.0,0.115622479161065,c
e8359,e,Other disorders of calcium metabolism,"Endocrine, nutritional and metabolic diseases",106.0,0.11320754716981098,c
e840,e,Cystic fibrosis with pulmonary manifestations,"Endocrine, nutritional and metabolic diseases",150.0,0.20666666666666697,c
e848,e,Cystic fibrosis with other manifestations,"Endocrine, nutritional and metabolic diseases",112.0,0.223214285714286,c
e854,e,Organ-limited amyloidosis,"Endocrine, nutritional and metabolic diseases",174.0,0.103448275862069,c
e860,e,Dehydration,"Endocrine, nutritional and metabolic diseases",30206.0,0.0409852347215785,a
e871,e,Hypo-osmolality and hyponatremia,"Endocrine, nutritional and metabolic diseases",32498.0,0.113699304572589,a
e872,e,Acidosis,"Endocrine, nutritional and metabolic diseases",28106.0,0.137443962143315,a
e875,e,Hyperkalemia,"Endocrine, nutritional and metabolic diseases",13581.0,0.11994698475811802,a
e876,e,Hypokalemia,"Endocrine, nutritional and metabolic diseases",38251.0,0.0913440171498784,a
e881,e,"Lipodystrophy, not elsewhere classified","Endocrine, nutritional and metabolic diseases",15.0,0.133333333333333,c
e8841,e,MELAS syndrome,"Endocrine, nutritional and metabolic diseases",11.0,0.18181818181818202,c
e890,e,Postprocedural hypothyroidism,"Endocrine, nutritional and metabolic diseases",2211.0,0.0628674807779285,c
e891,e,Postprocedural hypoinsulinemia,"Endocrine, nutritional and metabolic diseases",49.0,0.163265306122449,c
f0280,f,Dementia in other diseases classified elsewhere without behavioral disturbance,Mental and behavioural disorders,3558.0,0.0323215289488477,c
f11159,f,"Opioid abuse with opioid-induced psychotic disorder, unspecified",Mental and behavioural disorders,11.0,0.0,c
f1120,f,"Opioid dependence, uncomplicated",Mental and behavioural disorders,7220.0,0.0642659279778393,c
f1123,f,Opioid dependence with withdrawal,Mental and behavioural disorders,4077.0,0.0196222712779004,c
f12159,f,"Cannabis abuse with psychotic disorder, unspecified",Mental and behavioural disorders,30.0,0.0,c
f1510,f,"Other stimulant abuse, uncomplicated",Mental and behavioural disorders,6705.0,0.0417598806860552,c
f17213,f,"Nicotine dependence, cigarettes, with withdrawal",Mental and behavioural disorders,451.0,0.0110864745011086,c
f3289,f,Other specified depressive episodes,Mental and behavioural disorders,641.0,0.0062402496099844,c
f329,f,"Major depressive disorder, single episode, unspecified",Mental and behavioural disorders,37152.0,0.0469422911283376,c
f332,f,"Major depressive disorder, recurrent severe without psychotic features",Mental and behavioural disorders,6487.0,0.00524125173423771,c
f419,f,"Anxiety disorder, unspecified",Mental and behavioural disorders,36678.0,0.0497573477288838,c
f530,f,Postpartum depression,Mental and behavioural disorders,76.0,0.0263157894736842,a
f73,f,Profound intellectual disabilities,Mental and behavioural disorders,77.0,0.28571428571428603,c
f810,f,Specific reading disorder,Mental and behavioural disorders,17.0,0.11764705882352902,c
f812,f,Mathematics disorder,Mental and behavioural disorders,10.0,0.0,c
f88,f,Other disorders of psychological development,Mental and behavioural disorders,674.0,0.12759643916913901,c
g008,g,Other bacterial meningitis,Diseases of the nervous system,14.0,0.7142857142857142,a
g061,g,Intraspinal abscess and granuloma,Diseases of the nervous system,327.0,0.28134556574923497,a
g2409,g,Other drug induced dystonia,Diseases of the nervous system,19.0,0.157894736842105,c
g309,g,"Alzheimer's disease, unspecified",Diseases of the nervous system,2759.0,0.0300833635375136,c
g4440,g,"Drug-induced headache, not elsewhere classified, not intractable",Diseases of the nervous system,63.0,0.0793650793650794,a
g4733,g,Obstructive sleep apnea (adult) (pediatric),Diseases of the nervous system,19764.0,0.0781218376846792,c
g546,g,Phantom limb syndrome with pain,Diseases of the nervous system,227.0,0.09251101321585901,c
g800,g,Spastic quadriplegic cerebral palsy,Diseases of the nervous system,279.0,0.150537634408602,c
g8191,g,"Hemiplegia, unspecified affecting right dominant side",Diseases of the nervous system,1943.0,0.14101904271744697,c
g8194,g,"Hemiplegia, unspecified affecting left nondominant side",Diseases of the nervous system,2259.0,0.136343514829571,c
g8220,g,"Paraplegia, unspecified",Diseases of the nervous system,1326.0,0.11085972850678699,c
g8929,g,Other chronic pain,Diseases of the nervous system,24240.0,0.045957095709571,c
g893,g,Neoplasm related pain (acute) (chronic),Diseases of the nervous system,1930.0,0.0709844559585492,c
g894,g,Chronic pain syndrome,Diseases of the nervous system,5787.0,0.066528425781925,c
g919,g,"Hydrocephalus, unspecified",Diseases of the nervous system,693.0,0.251082251082251,c
g931,g,"Anoxic brain damage, not elsewhere classified",Diseases of the nervous system,1366.0,0.331625183016105,c
g935,g,Compression of brain,Diseases of the nervous system,1470.0,0.30408163265306104,c
g936,g,Cerebral edema,Diseases of the nervous system,2868.0,0.228382147838215,c
h01003,h,"Unspecified blepharitis right eye, unspecified eyelid",Diseases of the eye and ear,14.0,0.0714285714285714,a
h01006,h,"Unspecified blepharitis left eye, unspecified eyelid",Diseases of the eye and ear,11.0,0.0909090909090909,a
h2510,h,"Age-related nuclear cataract, unspecified eye",Diseases of the eye and ear,10.0,0.0,c
h30899,h,"Other chorioretinal inflammations, unspecified eye",Diseases of the eye and ear,11.0,0.18181818181818202,c
h35123,h,"Retinopathy of prematurity, stage 1, bilateral",Diseases of the eye and ear,39.0,0.9743589743589741,c
h35133,h,"Retinopathy of prematurity, stage 2, bilateral",Diseases of the eye and ear,18.0,1.0,c
h40009,h,"Preglaucoma, unspecified, unspecified eye",Diseases of the eye and ear,16.0,0.0,c
h42,h,Glaucoma in diseases classified elsewhere,Diseases of the eye and ear,59.0,0.0677966101694915,c
h47039,h,"Optic nerve hypoplasia, unspecified eye",Diseases of the eye and ear,13.0,0.153846153846154,c
i10,i,Essential (primary) hypertension,Diseases of the circulatory system,107670.0,0.0541840809882047,c
i110,i,Hypertensive heart disease with heart failure,Diseases of the circulatory system,18550.0,0.107061994609164,c
i120,i,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,Diseases of the circulatory system,6369.0,0.0927932171455488,c
i129,i,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diseases of the circulatory system,19621.0,0.0592732276642373,c
i130,i,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diseases of the circulatory system,12274.0,0.11552875998044601,c
i132,i,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",Diseases of the circulatory system,3724.0,0.136949516648765,c
i2510,i,Atherosclerotic heart disease of native coronary artery without angina pectoris,Diseases of the circulatory system,51883.0,0.0861553880847291,c
i252,i,Old myocardial infarction,Diseases of the circulatory system,16045.0,0.0633219071361795,c
i255,i,Ischemic cardiomyopathy,Diseases of the circulatory system,7369.0,0.151038132718144,c
i2690,i,Septic pulmonary embolism without acute cor pulmonale,Diseases of the circulatory system,171.0,0.36257309941520505,a
i2729,i,Other secondary pulmonary hypertension,Diseases of the circulatory system,937.0,0.102454642475987,c
i2781,i,Cor pulmonale (chronic),Diseases of the circulatory system,651.0,0.112135176651306,c
i43,i,Cardiomyopathy in diseases classified elsewhere,Diseases of the circulatory system,306.0,0.11437908496732001,c
i462,i,Cardiac arrest due to underlying cardiac condition,Diseases of the circulatory system,357.0,0.420168067226891,c
i469,i,"Cardiac arrest, cause unspecified",Diseases of the circulatory system,1860.0,0.26505376344086,c
i480,i,Paroxysmal atrial fibrillation,Diseases of the circulatory system,19774.0,0.12046121169212101,c
i4891,i,Unspecified atrial fibrillation,Diseases of the circulatory system,19928.0,0.0747189883580891,c
i4901,i,Ventricular fibrillation,Diseases of the circulatory system,925.0,0.40540540540540504,c
i5022,i,Chronic systolic (congestive) heart failure,Diseases of the circulatory system,5856.0,0.101092896174863,c
i5023,i,Acute on chronic systolic (congestive) heart failure,Diseases of the circulatory system,7008.0,0.115724885844749,b
i5032,i,Chronic diastolic (congestive) heart failure,Diseases of the circulatory system,5860.0,0.0918088737201365,c
i5084,i,End stage heart failure,Diseases of the circulatory system,328.0,0.16158536585365899,c
i509,i,"Heart failure, unspecified",Diseases of the circulatory system,11907.0,0.0653397161333669,c
i6201,i,Nontraumatic acute subdural hemorrhage,Diseases of the circulatory system,154.0,0.194805194805195,c
i6203,i,Nontraumatic chronic subdural hemorrhage,Diseases of the circulatory system,303.0,0.141914191419142,c
i639,i,"Cerebral infarction, unspecified",Diseases of the circulatory system,3144.0,0.0814249363867685,c
i680,i,Cerebral amyloid angiopathy,Diseases of the circulatory system,101.0,0.0396039603960396,c
i69018,i,Other symptoms and signs involving cognitive functions following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,10.0,0.0,c
i69019,i,Unspecified symptoms and signs involving cognitive functions following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,10.0,0.1,c
i69020,i,Aphasia following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,19.0,0.0526315789473684,c
i69022,i,Dysarthria following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,11.0,0.0,c
i69051,i,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side,Diseases of the circulatory system,17.0,0.11764705882352902,c
i69054,i,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,Diseases of the circulatory system,18.0,0.111111111111111,c
i69091,i,Dysphagia following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,20.0,0.0,c
i69092,i,Facial weakness following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,10.0,0.1,c
i69098,i,Other sequelae following nontraumatic subarachnoid hemorrhage,Diseases of the circulatory system,19.0,0.0526315789473684,c
i69110,i,Attention and concentration deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,20.0,0.0,c
i69111,i,Memory deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,35.0,0.0,c
i69112,i,Visuospatial deficit and spatial neglect following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,21.0,0.0476190476190476,c
i69114,i,Frontal lobe and executive function deficit following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,16.0,0.0,c
i69118,i,Other symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,49.0,0.0204081632653061,c
i69119,i,Unspecified symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,71.0,0.0,c
i69120,i,Aphasia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,109.0,0.036697247706422007,c
i69122,i,Dysarthria following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,61.0,0.0327868852459016,c
i69151,i,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right dominant side,Diseases of the circulatory system,110.0,0.0454545454545455,c
i69154,i,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left non-dominant side,Diseases of the circulatory system,113.0,0.0,c
i69191,i,Dysphagia following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,134.0,0.0373134328358209,c
i69192,i,Facial weakness following nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,57.0,0.0175438596491228,c
i69198,i,Other sequelae of nontraumatic intracerebral hemorrhage,Diseases of the circulatory system,127.0,0.0236220472440945,c
i69219,i,Unspecified symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,28.0,0.0714285714285714,c
i69220,i,Aphasia following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,34.0,0.0,c
i69222,i,Dysarthria following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,15.0,0.0666666666666667,c
i69251,i,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right dominant side,Diseases of the circulatory system,34.0,0.0588235294117647,c
i69291,i,Dysphagia following other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,27.0,0.185185185185185,c
i69298,i,Other sequelae of other nontraumatic intracranial hemorrhage,Diseases of the circulatory system,34.0,0.11764705882352902,c
i69310,i,Attention and concentration deficit following cerebral infarction,Diseases of the circulatory system,83.0,0.0120481927710843,c
i69311,i,Memory deficit following cerebral infarction,Diseases of the circulatory system,306.0,0.0261437908496732,c
i69314,i,Frontal lobe and executive function deficit following cerebral infarction,Diseases of the circulatory system,112.0,0.0446428571428571,c
i69319,i,Unspecified symptoms and signs involving cognitive functions following cerebral infarction,Diseases of the circulatory system,555.0,0.009009009009009009,c
i69320,i,Aphasia following cerebral infarction,Diseases of the circulatory system,1230.0,0.0357723577235772,c
i69322,i,Dysarthria following cerebral infarction,Diseases of the circulatory system,934.0,0.0235546038543897,c
i69351,i,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side,Diseases of the circulatory system,2143.0,0.0569295380307979,c
i69391,i,Dysphagia following cerebral infarction,Diseases of the circulatory system,1053.0,0.0351377018043685,c
i69392,i,Facial weakness following cerebral infarction,Diseases of the circulatory system,690.0,0.0144927536231884,c
i69398,i,Other sequelae of cerebral infarction,Diseases of the circulatory system,1231.0,0.0389926888708367,c
i69820,i,Aphasia following other cerebrovascular disease,Diseases of the circulatory system,17.0,0.0,c
i69851,i,Hemiplegia and hemiparesis following other cerebrovascular disease affecting right dominant side,Diseases of the circulatory system,22.0,0.0909090909090909,c
i69922,i,Dysarthria following unspecified cerebrovascular disease,Diseases of the circulatory system,20.0,0.15,c
i69991,i,Dysphagia following unspecified cerebrovascular disease,Diseases of the circulatory system,53.0,0.0754716981132075,c
i70238,i,Atherosclerosis of native arteries of right leg with ulceration of other part of lower leg,Diseases of the circulatory system,30.0,0.0666666666666667,c
i70248,i,Atherosclerosis of native arteries of left leg with ulceration of other part of lower leg,Diseases of the circulatory system,25.0,0.08,c
i76,i,Septic arterial embolism,Diseases of the circulatory system,193.0,0.466321243523316,a
i82411,i,Acute embolism and thrombosis of right femoral vein,Diseases of the circulatory system,674.0,0.229970326409496,a
i82412,i,Acute embolism and thrombosis of left femoral vein,Diseases of the circulatory system,737.0,0.14654002713704198,a
i82413,i,"Acute embolism and thrombosis of femoral vein, bilateral",Diseases of the circulatory system,173.0,0.23699421965317896,a
i82431,i,Acute embolism and thrombosis of right popliteal vein,Diseases of the circulatory system,572.0,0.13811188811188801,a
i82432,i,Acute embolism and thrombosis of left popliteal vein,Diseases of the circulatory system,631.0,0.137876386687797,a
i82433,i,"Acute embolism and thrombosis of popliteal vein, bilateral",Diseases of the circulatory system,136.0,0.147058823529412,a
i82441,i,Acute embolism and thrombosis of right tibial vein,Diseases of the circulatory system,296.0,0.172297297297297,a
i82442,i,Acute embolism and thrombosis of left tibial vein,Diseases of the circulatory system,266.0,0.131578947368421,a
i82511,i,Chronic embolism and thrombosis of right femoral vein,Diseases of the circulatory system,107.0,0.130841121495327,c
i82512,i,Chronic embolism and thrombosis of left femoral vein,Diseases of the circulatory system,127.0,0.14173228346456698,c
i82513,i,"Chronic embolism and thrombosis of femoral vein, bilateral",Diseases of the circulatory system,36.0,0.25,c
i82531,i,Chronic embolism and thrombosis of right popliteal vein,Diseases of the circulatory system,75.0,0.0533333333333333,c
i82532,i,Chronic embolism and thrombosis of left popliteal vein,Diseases of the circulatory system,89.0,0.0898876404494382,c
i82533,i,"Chronic embolism and thrombosis of popliteal vein, bilateral",Diseases of the circulatory system,13.0,0.23076923076923103,c
i82a11,i,Acute embolism and thrombosis of right axillary vein,Diseases of the circulatory system,103.0,0.475728155339806,a
i82a12,i,Acute embolism and thrombosis of left axillary vein,Diseases of the circulatory system,105.0,0.37142857142857105,a
i82b11,i,Acute embolism and thrombosis of right subclavian vein,Diseases of the circulatory system,134.0,0.328358208955224,a
i82b12,i,Acute embolism and thrombosis of left subclavian vein,Diseases of the circulatory system,129.0,0.271317829457364,a
i82b22,i,Chronic embolism and thrombosis of left subclavian vein,Diseases of the circulatory system,17.0,0.17647058823529396,c
i82c22,i,Chronic embolism and thrombosis of left internal jugular vein,Diseases of the circulatory system,15.0,0.2,c
i83009,i,Varicose veins of unspecified lower extremity with ulcer of unspecified site,Diseases of the circulatory system,79.0,0.0253164556962025,a
i83012,i,Varicose veins of right lower extremity with ulcer of calf,Diseases of the circulatory system,10.0,0.1,a
i83013,i,Varicose veins of right lower extremity with ulcer of ankle,Diseases of the circulatory system,13.0,0.0,a
i83018,i,Varicose veins of right lower extremity with ulcer other part of lower leg,Diseases of the circulatory system,54.0,0.0555555555555556,a
i83019,i,Varicose veins of right lower extremity with ulcer of unspecified site,Diseases of the circulatory system,37.0,0.108108108108108,a
i83022,i,Varicose veins of left lower extremity with ulcer of calf,Diseases of the circulatory system,13.0,0.0769230769230769,a
i83023,i,Varicose veins of left lower extremity with ulcer of ankle,Diseases of the circulatory system,22.0,0.0,a
i83028,i,Varicose veins of left lower extremity with ulcer other part of lower leg,Diseases of the circulatory system,52.0,0.0576923076923077,a
i83029,i,Varicose veins of left lower extremity with ulcer of unspecified site,Diseases of the circulatory system,25.0,0.12,a
i8311,i,Varicose veins of right lower extremity with inflammation,Diseases of the circulatory system,21.0,0.0476190476190476,a
i8312,i,Varicose veins of left lower extremity with inflammation,Diseases of the circulatory system,25.0,0.08,a
i83218,i,Varicose veins of right lower extremity with both ulcer of other part of lower extremity and inflammation,Diseases of the circulatory system,23.0,0.130434782608696,a
i83228,i,Varicose veins of left lower extremity with both ulcer of other part of lower extremity and inflammation,Diseases of the circulatory system,26.0,0.115384615384615,a
i8510,i,Secondary esophageal varices without bleeding,Diseases of the circulatory system,973.0,0.11819116135662901,c
i96,i,"Gangrene, not elsewhere classified",Diseases of the circulatory system,1267.0,0.194948697711129,a
j0110,j,"Acute frontal sinusitis, unspecified",Diseases of the respiratory system,29.0,0.0689655172413793,a
j0120,j,"Acute ethmoidal sinusitis, unspecified",Diseases of the respiratory system,28.0,0.0,a
