Id,alphabet,Description,Category,Prevalence_20192,Prevalence_20201,Prevalence_20202
d593,d,Hemolytic-uremic syndrome,Blood and immune disorders ,34.0,46.0,28.0
d594,d,Other nonautoimmune hemolytic anemias,Blood and immune disorders ,23.0,32.0,23.0
d61810,d,Antineoplastic chemotherapy induced pancytopenia,Blood and immune disorders ,1969.0,1813.0,1836.0
d61818,d,Other pancytopenia,Blood and immune disorders ,4217.0,4272.0,4066.0
d630,d,Anemia in neoplastic disease,Blood and immune disorders ,2095.0,1801.0,1694.0
d631,d,Anemia in chronic kidney disease,Blood and immune disorders ,13546.0,13068.0,
d6481,d,Anemia due to antineoplastic chemotherapy,Blood and immune disorders ,1257.0,1149.0,959.0
d649,d,"Anemia, unspecified",Blood and immune disorders ,29657.0,28576.0,29527.0
d6832,d,Hemorrhagic disorder due to extrinsic circulating anticoagulants,Blood and immune disorders ,554.0,542.0,600.0
d684,d,Acquired coagulation factor deficiency,Blood and immune disorders ,1894.0,1754.0,2163.0
d6959,d,Other secondary thrombocytopenia,Blood and immune disorders ,4344.0,4154.0,4233.0
d701,d,Agranulocytosis secondary to cancer chemotherapy,Blood and immune disorders ,443.0,396.0,415.0
d709,d,"Neutropenia, unspecified",Blood and immune disorders ,1227.0,1096.0,1170.0
d749,d,"Methemoglobinemia, unspecified",Blood and immune disorders ,12.0,13.0,13.0
d821,d,Di George's syndrome,Blood and immune disorders ,46.0,43.0,31.0
d89810,d,Acute graft-versus-host disease,Blood and immune disorders ,44.0,28.0,34.0
d89811,d,Chronic graft-versus-host disease,Blood and immune disorders ,81.0,90.0,56.0
d89813,d,"Graft-versus-host disease, unspecified",Blood and immune disorders ,100.0,86.0,91.0
e038,e,Other specified hypothyroidism,"Endocrine, nutritional and metabolic diseases",239.0,226.0,210.0
e039,e,"Hypothyroidism, unspecified","Endocrine, nutritional and metabolic diseases",43241.0,40337.0,40374.0
e0580,e,Other thyrotoxicosis without thyrotoxic crisis or storm,"Endocrine, nutritional and metabolic diseases",78.0,94.0,79.0
e0865,e,Diabetes mellitus due to underlying condition with hyperglycemia,"Endocrine, nutritional and metabolic diseases",50.0,35.0,42.0
e089,e,Diabetes mellitus due to underlying condition without complications,"Endocrine, nutritional and metabolic diseases",50.0,33.0,31.0
e0922,e,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",20.0,34.0,25.0
e0965,e,Drug or chemical induced diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",86.0,92.0,68.0
e1010,e,Type 1 diabetes mellitus with ketoacidosis without coma,"Endocrine, nutritional and metabolic diseases",1709.0,1586.0,1615.0
e1022,e,Type 1 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",1020.0,896.0,939.0
e10319,e,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,"Endocrine, nutritional and metabolic diseases",274.0,247.0,236.0
e1040,e,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified","Endocrine, nutritional and metabolic diseases",414.0,391.0,314.0
e1042,e,Type 1 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",473.0,423.0,414.0
e1043,e,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",631.0,529.0,517.0
e1051,e,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,"Endocrine, nutritional and metabolic diseases",248.0,201.0,199.0
e1052,e,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",76.0,52.0,53.0
e10621,e,Type 1 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",252.0,224.0,218.0
e10628,e,Type 1 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",79.0,44.0,64.0
e10649,e,Type 1 diabetes mellitus with hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",539.0,492.0,483.0
e1065,e,Type 1 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",1081.0,946.0,1029.0
e1069,e,Type 1 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",195.0,145.0,144.0
e109,e,Type 1 diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",413.0,387.0,409.0
e1122,e,Type 2 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",24829.0,24634.0,25015.0
e1139,e,Type 2 diabetes mellitus with other diabetic ophthalmic complication,"Endocrine, nutritional and metabolic diseases",204.0,161.0,169.0
e1142,e,Type 2 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",8347.0,7598.0,7812.0
e1143,e,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",1357.0,1292.0,1306.0
e1151,e,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,"Endocrine, nutritional and metabolic diseases",6763.0,6435.0,6379.0
e1152,e,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",1378.0,1501.0,1486.0
e11621,e,Type 2 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",4404.0,3827.0,3930.0
e11622,e,Type 2 diabetes mellitus with other skin ulcer,"Endocrine, nutritional and metabolic diseases",556.0,507.0,473.0
e11628,e,Type 2 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",1136.0,964.0,1135.0
e1165,e,Type 2 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",20251.0,20334.0,24087.0
e1169,e,Type 2 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",2889.0,2672.0,2707.0
e119,e,Type 2 diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",26239.0,25236.0,26547.0
e1322,e,Other specified diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",28.0,25.0,17.0
e1365,e,Other specified diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",30.0,31.0,20.0
e139,e,Other specified diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",36.0,40.0,45.0
e230,e,Hypopituitarism,"Endocrine, nutritional and metabolic diseases",227.0,261.0,229.0
e232,e,Diabetes insipidus,"Endocrine, nutritional and metabolic diseases",247.0,260.0,224.0
e2749,e,Other adrenocortical insufficiency,"Endocrine, nutritional and metabolic diseases",164.0,179.0,205.0
e282,e,Polycystic ovarian syndrome,"Endocrine, nutritional and metabolic diseases",985.0,903.0,1001.0
e340,e,Carcinoid syndrome,"Endocrine, nutritional and metabolic diseases",28.0,21.0,24.0
e43,e,Unspecified severe protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",7825.0,7548.0,7999.0
e440,e,Moderate protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",3934.0,4585.0,4532.0
e46,e,Unspecified protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",5964.0,4541.0,4802.0
e509,e,"Vitamin A deficiency, unspecified","Endocrine, nutritional and metabolic diseases",36.0,45.0,18.0
e560,e,Deficiency of vitamin E,"Endocrine, nutritional and metabolic diseases",,12.0,
e60,e,Dietary zinc deficiency,"Endocrine, nutritional and metabolic diseases",34.0,34.0,37.0
e6601,e,Morbid (severe) obesity due to excess calories,"Endocrine, nutritional and metabolic diseases",19262.0,18004.0,22073.0
e662,e,Morbid (severe) obesity with alveolar hypoventilation,"Endocrine, nutritional and metabolic diseases",1672.0,1813.0,1840.0
e669,e,"Obesity, unspecified","Endocrine, nutritional and metabolic diseases",25328.0,24227.0,29043.0
e673,e,Hypervitaminosis D,"Endocrine, nutritional and metabolic diseases",,15.0,
e785,e,"Hyperlipidemia, unspecified","Endocrine, nutritional and metabolic diseases",79351.0,77339.0,80662.0
e83111,e,Hemochromatosis due to repeated red blood cell transfusions,"Endocrine, nutritional and metabolic diseases",55.0,79.0,65.0
e8339,e,Other disorders of phosphorus metabolism,"Endocrine, nutritional and metabolic diseases",6891.0,7079.0,8216.0
e8342,e,Hypomagnesemia,"Endocrine, nutritional and metabolic diseases",15077.0,14781.0,13324.0
e8359,e,Other disorders of calcium metabolism,"Endocrine, nutritional and metabolic diseases",115.0,111.0,145.0
e840,e,Cystic fibrosis with pulmonary manifestations,"Endocrine, nutritional and metabolic diseases",137.0,96.0,65.0
e848,e,Cystic fibrosis with other manifestations,"Endocrine, nutritional and metabolic diseases",122.0,78.0,74.0
e854,e,Organ-limited amyloidosis,"Endocrine, nutritional and metabolic diseases",171.0,202.0,198.0
e8581,e,Light chain (AL) amyloidosis,"Endocrine, nutritional and metabolic diseases",44.0,45.0,34.0
e860,e,Dehydration,"Endocrine, nutritional and metabolic diseases",28636.0,27063.0,26352.0
e870,e,Hyperosmolality and hypernatremia,"Endocrine, nutritional and metabolic diseases",5381.0,5897.0,7351.0
e871,e,Hypo-osmolality and hyponatremia,"Endocrine, nutritional and metabolic diseases",29894.0,33888.0,39169.0
e872,e,Acidosis,"Endocrine, nutritional and metabolic diseases",28250.0,29443.0,32866.0
e875,e,Hyperkalemia,"Endocrine, nutritional and metabolic diseases",12747.0,13477.0,14755.0
e876,e,Hypokalemia,"Endocrine, nutritional and metabolic diseases",39187.0,38932.0,42711.0
e8770,e,"Fluid overload, unspecified","Endocrine, nutritional and metabolic diseases",5127.0,5305.0,5154.0
e890,e,Postprocedural hypothyroidism,"Endocrine, nutritional and metabolic diseases",2309.0,2032.0,2473.0
e891,e,Postprocedural hypoinsulinemia,"Endocrine, nutritional and metabolic diseases",37.0,30.0,36.0
f0280,f,Dementia in other diseases classified elsewhere without behavioral disturbance,Mental and behavioural disorders,3520.0,3475.0,3371.0
f0390,f,Unspecified dementia without behavioral disturbance,Mental and behavioural disorders,9558.0,9506.0,9870.0
f070,f,Personality change due to known physiological condition,Mental and behavioural disorders,15.0,32.0,19.0
f1014,f,Alcohol abuse with alcohol-induced mood disorder,Mental and behavioural disorders,47.0,47.0,23.0
f10180,f,Alcohol abuse with alcohol-induced anxiety disorder,Mental and behavioural disorders,,17.0,17.0
f10229,f,"Alcohol dependence with intoxication, unspecified",Mental and behavioural disorders,1678.0,1522.0,1656.0
f10239,f,"Alcohol dependence with withdrawal, unspecified",Mental and behavioural disorders,5892.0,6071.0,6273.0
f1110,f,"Opioid abuse, uncomplicated",Mental and behavioural disorders,2175.0,2122.0,2277.0
f11120,f,"Opioid abuse with intoxication, uncomplicated",Mental and behavioural disorders,14.0,13.0,10.0
f1120,f,"Opioid dependence, uncomplicated",Mental and behavioural disorders,7490.0,6772.0,6720.0
f1121,f,"Opioid dependence, in remission",Mental and behavioural disorders,316.0,257.0,247.0
f11229,f,"Opioid dependence with intoxication, unspecified",Mental and behavioural disorders,30.0,29.0,34.0
f1123,f,Opioid dependence with withdrawal,Mental and behavioural disorders,4430.0,4251.0,5234.0
f1210,f,"Cannabis abuse, uncomplicated",Mental and behavioural disorders,4241.0,4386.0,4909.0
f1219,f,Cannabis abuse with unspecified cannabis-induced disorder,Mental and behavioural disorders,,18.0,
f1220,f,"Cannabis dependence, uncomplicated",Mental and behavioural disorders,2049.0,2182.0,2522.0
f12229,f,"Cannabis dependence with intoxication, unspecified",Mental and behavioural disorders,,34.0,
f1419,f,Cocaine abuse with unspecified cocaine-induced disorder,Mental and behavioural disorders,17.0,12.0,
f14229,f,"Cocaine dependence with intoxication, unspecified",Mental and behavioural disorders,,10.0,
f1510,f,"Other stimulant abuse, uncomplicated",Mental and behavioural disorders,7140.0,7217.0,7856.0
f15120,f,"Other stimulant abuse with intoxication, uncomplicated",Mental and behavioural disorders,29.0,22.0,12.0
f1520,f,"Other stimulant dependence, uncomplicated",Mental and behavioural disorders,3650.0,3697.0,3853.0
f1521,f,"Other stimulant dependence, in remission",Mental and behavioural disorders,331.0,267.0,248.0
f15229,f,"Other stimulant dependence with intoxication, unspecified",Mental and behavioural disorders,43.0,74.0,32.0
f17200,f,"Nicotine dependence, unspecified, uncomplicated",Mental and behavioural disorders,9362.0,8441.0,8393.0
f17210,f,"Nicotine dependence, cigarettes, uncomplicated",Mental and behavioural disorders,43868.0,42376.0,42028.0
f17213,f,"Nicotine dependence, cigarettes, with withdrawal",Mental and behavioural disorders,391.0,391.0,287.0
f3289,f,Other specified depressive episodes,Mental and behavioural disorders,716.0,704.0,550.0
f329,f,"Major depressive disorder, single episode, unspecified",Mental and behavioural disorders,36813.0,33103.0,35147.0
f332,f,"Major depressive disorder, recurrent severe without psychotic features",Mental and behavioural disorders,6260.0,6225.0,6930.0
f3481,f,Disruptive mood dysregulation disorder,Mental and behavioural disorders,699.0,878.0,965.0
f419,f,"Anxiety disorder, unspecified",Mental and behavioural disorders,37170.0,34708.0,37785.0
f4310,f,"Post-traumatic stress disorder, unspecified",Mental and behavioural disorders,7555.0,6553.0,7385.0
f4312,f,"Post-traumatic stress disorder, chronic",Mental and behavioural disorders,1339.0,1386.0,1354.0
f5002,f,"Anorexia nervosa, binge eating/purging type",Mental and behavioural disorders,16.0,15.0,13.0
f530,f,Postpartum depression,Mental and behavioural disorders,100.0,88.0,74.0
f604,f,Histrionic personality disorder,Mental and behavioural disorders,,10.0,
f607,f,Dependent personality disorder,Mental and behavioural disorders,39.0,26.0,26.0
f72,f,Severe intellectual disabilities,Mental and behavioural disorders,125.0,101.0,121.0
f73,f,Profound intellectual disabilities,Mental and behavioural disorders,57.0,68.0,42.0
f88,f,Other disorders of psychological development,Mental and behavioural disorders,628.0,628.0,515.0
f902,f,"Attention-deficit hyperactivity disorder, combined type",Mental and behavioural disorders,453.0,424.0,396.0
g002,g,Streptococcal meningitis,Diseases of the nervous system,22.0,20.0,
g061,g,Intraspinal abscess and granuloma,Diseases of the nervous system,341.0,343.0,273.0
g20,g,Parkinson's disease,Diseases of the nervous system,3532.0,3388.0,3352.0
g2402,g,Drug induced acute dystonia,Diseases of the nervous system,,11.0,11.0
g309,g,"Alzheimer's disease, unspecified",Diseases of the nervous system,2663.0,2524.0,2431.0
g40813,g,"Lennox-Gastaut syndrome, intractable, with status epilepticus",Diseases of the nervous system,18.0,13.0,10.0
g4440,g,"Drug-induced headache, not elsewhere classified, not intractable",Diseases of the nervous system,76.0,45.0,39.0
g4700,g,"Insomnia, unspecified",Diseases of the nervous system,11475.0,10323.0,11358.0
g4733,g,Obstructive sleep apnea (adult) (pediatric),Diseases of the nervous system,19015.0,17393.0,17755.0
g479,g,"Sleep disorder, unspecified",Diseases of the nervous system,439.0,362.0,403.0
g546,g,Phantom limb syndrome with pain,Diseases of the nervous system,283.0,234.0,203.0
g5632,g,"Lesion of radial nerve, left upper limb",Diseases of the nervous system,22.0,18.0,24.0
g800,g,Spastic quadriplegic cerebral palsy,Diseases of the nervous system,283.0,262.0,235.0
g8191,g,"Hemiplegia, unspecified affecting right dominant side",Diseases of the nervous system,1992.0,2013.0,1883.0
g8194,g,"Hemiplegia, unspecified affecting left nondominant side",Diseases of the nervous system,2137.0,2204.0,2115.0
g8220,g,"Paraplegia, unspecified",Diseases of the nervous system,1240.0,1145.0,1098.0
g835,g,Locked-in state,Diseases of the nervous system,18.0,10.0,11.0
g8929,g,Other chronic pain,Diseases of the nervous system,24935.0,22091.0,20464.0
g893,g,Neoplasm related pain (acute) (chronic),Diseases of the nervous system,2033.0,1893.0,1675.0
g894,g,Chronic pain syndrome,Diseases of the nervous system,5622.0,4786.0,4774.0
g902,g,Horner's syndrome,Diseases of the nervous system,33.0,25.0,28.0
g911,g,Obstructive hydrocephalus,Diseases of the nervous system,283.0,296.0,305.0
g912,g,(Idiopathic) normal pressure hydrocephalus,Diseases of the nervous system,440.0,389.0,416.0
g919,g,"Hydrocephalus, unspecified",Diseases of the nervous system,699.0,642.0,658.0
g931,g,"Anoxic brain damage, not elsewhere classified",Diseases of the nervous system,1263.0,1357.0,1540.0
g9341,g,Metabolic encephalopathy,Diseases of the nervous system,12634.0,14238.0,16454.0
g935,g,Compression of brain,Diseases of the nervous system,1279.0,1345.0,1291.0
g936,g,Cerebral edema,Diseases of the nervous system,2674.0,2604.0,2487.0
g9520,g,Unspecified cord compression,Diseases of the nervous system,292.0,272.0,285.0
g992,g,Myelopathy in diseases classified elsewhere,Diseases of the nervous system,309.0,344.0,350.0
h02402,h,Unspecified ptosis of left eyelid,Diseases of the eye and ear,82.0,96.0,79.0
h35113,h,"Retinopathy of prematurity, stage 0, bilateral",Diseases of the eye and ear,36.0,51.0,93.0
h35123,h,"Retinopathy of prematurity, stage 1, bilateral",Diseases of the eye and ear,32.0,41.0,31.0
h35133,h,"Retinopathy of prematurity, stage 2, bilateral",Diseases of the eye and ear,18.0,18.0,16.0
h42,h,Glaucoma in diseases classified elsewhere,Diseases of the eye and ear,76.0,57.0,64.0
h44009,h,"Unspecified purulent endophthalmitis, unspecified eye",Diseases of the eye and ear,,11.0,
h47039,h,"Optic nerve hypoplasia, unspecified eye",Diseases of the eye and ear,18.0,17.0,18.0
h47611,h,"Cortical blindness, right side of brain",Diseases of the eye and ear,,12.0,
h47612,h,"Cortical blindness, left side of brain",Diseases of the eye and ear,,11.0,
h4902,h,"Third [oculomotor] nerve palsy, left eye",Diseases of the eye and ear,51.0,53.0,55.0
h5703,h,Miosis,Diseases of the eye and ear,21.0,13.0,18.0
h73899,h,"Other specified disorders of tympanic membrane, unspecified ear",Diseases of the eye and ear,,11.0,
i10,i,Essential (primary) hypertension,Diseases of the circulatory system,103037.0,96804.0,102006.0
i110,i,Hypertensive heart disease with heart failure,Diseases of the circulatory system,16747.0,17829.0,16627.0
i120,i,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,Diseases of the circulatory system,6147.0,5767.0,6173.0
i129,i,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diseases of the circulatory system,19798.0,18262.0,19356.0
i130,i,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diseases of the circulatory system,11314.0,11560.0,11023.0
i132,i,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",Diseases of the circulatory system,3530.0,3672.0,3599.0
i21a9,i,Other myocardial infarction type,Diseases of the circulatory system,40.0,62.0,55.0
i2510,i,Atherosclerotic heart disease of native coronary artery without angina pectoris,Diseases of the circulatory system,47685.0,46927.0,44886.0
i252,i,Old myocardial infarction,Diseases of the circulatory system,14706.0,13407.0,13097.0
i2542,i,Coronary artery dissection,Diseases of the circulatory system,79.0,81.0,90.0
i255,i,Ischemic cardiomyopathy,Diseases of the circulatory system,6785.0,6455.0,6102.0
i2690,i,Septic pulmonary embolism without acute cor pulmonale,Diseases of the circulatory system,176.0,178.0,136.0
i2720,i,"Pulmonary hypertension, unspecified",Diseases of the circulatory system,9122.0,9436.0,7984.0
i2729,i,Other secondary pulmonary hypertension,Diseases of the circulatory system,898.0,821.0,793.0
i2781,i,Cor pulmonale (chronic),Diseases of the circulatory system,587.0,594.0,464.0
i330,i,Acute and subacute infective endocarditis,Diseases of the circulatory system,651.0,640.0,619.0
i350,i,Nonrheumatic aortic (valve) stenosis,Diseases of the circulatory system,4073.0,3980.0,3503.0
i428,i,Other cardiomyopathies,Diseases of the circulatory system,1765.0,2895.0,2807.0
i43,i,Cardiomyopathy in diseases classified elsewhere,Diseases of the circulatory system,270.0,274.0,262.0
i462,i,Cardiac arrest due to underlying cardiac condition,Diseases of the circulatory system,369.0,361.0,532.0
i469,i,"Cardiac arrest, cause unspecified",Diseases of the circulatory system,1611.0,1995.0,2557.0
i480,i,Paroxysmal atrial fibrillation,Diseases of the circulatory system,18570.0,17896.0,17545.0
