Id,alphabet,Description,Category,Prevalence_20192,Prevalence_20201,Prevalence_20202
k3184,k,Gastroparesis,Diseases of the digestive system,2597.0,2393.0,2302.0
k5903,k,Drug induced constipation,Diseases of the digestive system,1652.0,1438.0,1475.0
l89611,l,"Pressure ulcer of right heel, stage 1",Diseases of the skin and subcutaneous tissue,68.0,68.0,87.0
l89621,l,"Pressure ulcer of left heel, stage 1",Diseases of the skin and subcutaneous tissue,72.0,76.0,99.0
l97911,l,Non-pressure chronic ulcer of unspecified part of right lower leg limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,42.0,41.0,53.0
l97921,l,Non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,53.0,42.0,51.0
m19041,m,"Primary osteoarthritis, right hand",Diseases of the musculoskeletal system and connective tissue,246.0,223.0,204.0
m19042,m,"Primary osteoarthritis, left hand",Diseases of the musculoskeletal system and connective tissue,229.0,218.0,205.0
m24541,m,"Contracture, right hand",Diseases of the musculoskeletal system and connective tissue,49.0,33.0,36.0
m24542,m,"Contracture, left hand",Diseases of the musculoskeletal system and connective tissue,44.0,35.0,40.0
m62561,m,"Muscle wasting and atrophy, not elsewhere classified, right lower leg",Diseases of the musculoskeletal system and connective tissue,21.0,12.0,14.0
m62562,m,"Muscle wasting and atrophy, not elsewhere classified, left lower leg",Diseases of the musculoskeletal system and connective tissue,22.0,10.0,13.0
n141,n,"Nephropathy induced by other drugs, medicaments and biological substances",Diseases of the genitourinary system,559.0,575.0,514.0
n186,n,End stage renal disease,Diseases of the genitourinary system,11130.0,11113.0,11507.0
n401,n,Benign prostatic hyperplasia with lower urinary tract symptoms,Diseases of the genitourinary system,5280.0,4814.0,4611.0
o30043,o,"Twin pregnancy, dichorionic/diamniotic, third trimester","Pregnancy, childbirth and the puerperium",459.0,423.0,413.0
o3403,o,"Maternal care for unspecified congenital malformation of uterus, third trimester","Pregnancy, childbirth and the puerperium",168.0,139.0,148.0
o364xx0,o,"Maternal care for intrauterine death, not applicable or unspecified","Pregnancy, childbirth and the puerperium",174.0,157.0,172.0
o6014x1,o,"Preterm labor third trimester with preterm delivery third trimester, fetus 1","Pregnancy, childbirth and the puerperium",34.0,27.0,30.0
o6014x2,o,"Preterm labor third trimester with preterm delivery third trimester, fetus 2","Pregnancy, childbirth and the puerperium",43.0,34.0,35.0
o9852,o,Other viral diseases complicating childbirth,"Pregnancy, childbirth and the puerperium",382.0,409.0,823.0
p0701,p,"Extremely low birth weight newborn, less than 500 grams",Certain conditions originating in the perinatal period,30.0,37.0,36.0
p0721,p,"Extreme immaturity of newborn, gestational age less than 23 completed weeks",Certain conditions originating in the perinatal period,36.0,46.0,41.0
q513,q,Bicornate uterus,Congenital and chromosomal abnormalities,125.0,93.0,111.0
r338,r,Other retention of urine,abnormal clinical findings,3521.0,3229.0,3082.0
r402110,r,"Coma scale, eyes open, never, unspecified time",abnormal clinical findings,17.0,22.0,19.0
r402111,r,"Coma scale, eyes open, never, in the field [EMT or ambulance]",abnormal clinical findings,66.0,70.0,63.0
r402112,r,"Coma scale, eyes open, never, at arrival to emergency department",abnormal clinical findings,375.0,354.0,344.0
r402113,r,"Coma scale, eyes open, never, at hospital admission",abnormal clinical findings,138.0,155.0,115.0
r402114,r,"Coma scale, eyes open, never, 24 hours or more after hospital admission",abnormal clinical findings,129.0,122.0,96.0
r402120,r,"Coma scale, eyes open, to pain, unspecified time",abnormal clinical findings,10.0,,
r402121,r,"Coma scale, eyes open, to pain, in the field [EMT or ambulance]",abnormal clinical findings,20.0,15.0,13.0
r402141,r,"Coma scale, eyes open, spontaneous, in the field [EMT or ambulance]",abnormal clinical findings,84.0,60.0,66.0
r402142,r,"Coma scale, eyes open, spontaneous, at arrival to emergency department",abnormal clinical findings,962.0,796.0,797.0
r402143,r,"Coma scale, eyes open, spontaneous, at hospital admission",abnormal clinical findings,457.0,437.0,334.0
r402144,r,"Coma scale, eyes open, spontaneous, 24 hours or more after hospital admission",abnormal clinical findings,117.0,117.0,96.0
r402210,r,"Coma scale, best verbal response, none, unspecified time",abnormal clinical findings,28.0,29.0,46.0
r402211,r,"Coma scale, best verbal response, none, in the field [EMT or ambulance]",abnormal clinical findings,78.0,74.0,65.0
r402212,r,"Coma scale, best verbal response, none, at arrival to emergency department",abnormal clinical findings,460.0,433.0,430.0
r402213,r,"Coma scale, best verbal response, none, at hospital admission",abnormal clinical findings,254.0,257.0,192.0
r402214,r,"Coma scale, best verbal response, none, 24 hours or more after hospital admission",abnormal clinical findings,237.0,230.0,202.0
r402221,r,"Coma scale, best verbal response, incomprehensible words, in the field [EMT or ambulance]",abnormal clinical findings,22.0,17.0,14.0
r402251,r,"Coma scale, best verbal response, oriented, in the field [EMT or ambulance]",abnormal clinical findings,53.0,32.0,43.0
r402252,r,"Coma scale, best verbal response, oriented, at arrival to emergency department",abnormal clinical findings,716.0,555.0,555.0
r402253,r,"Coma scale, best verbal response, oriented, at hospital admission",abnormal clinical findings,348.0,271.0,241.0
r402254,r,"Coma scale, best verbal response, oriented, 24 hours or more after hospital admission",abnormal clinical findings,76.0,54.0,25.0
r402311,r,"Coma scale, best motor response, none, in the field [EMT or ambulance]",abnormal clinical findings,54.0,55.0,47.0
r402312,r,"Coma scale, best motor response, none, at arrival to emergency department",abnormal clinical findings,244.0,234.0,225.0
r402314,r,"Coma scale, best motor response, none, 24 hours or more after hospital admission",abnormal clinical findings,77.0,79.0,83.0
r402340,r,"Coma scale, best motor response, flexion withdrawal, unspecified time",abnormal clinical findings,10.0,,
r402361,r,"Coma scale, best motor response, obeys commands, in the field [EMT or ambulance]",abnormal clinical findings,75.0,45.0,61.0
r402362,r,"Coma scale, best motor response, obeys commands, at arrival to emergency department",abnormal clinical findings,923.0,735.0,763.0
r402363,r,"Coma scale, best motor response, obeys commands, at hospital admission",abnormal clinical findings,460.0,407.0,337.0
r402364,r,"Coma scale, best motor response, obeys commands, 24 hours or more after hospital admission",abnormal clinical findings,122.0,126.0,89.0
r41840,r,Attention and concentration deficit,abnormal clinical findings,122.0,161.0,195.0
r41844,r,Frontal lobe and executive function deficit,abnormal clinical findings,136.0,120.0,157.0
s065x7a,s,"Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to brain injury before regaining consciousness, initial encounter",Injury or poisoning,46.0,37.0,39.0
s066x7a,s,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",Injury or poisoning,45.0,42.0,35.0
s22019d,s,"Unspecified fracture of first thoracic vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,17.0,30.0,20.0
s22029d,s,"Unspecified fracture of second thoracic vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,14.0,22.0,16.0
s32028a,s,"Other fracture of second lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,70.0,62.0,80.0
s32029a,s,"Unspecified fracture of second lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,218.0,246.0,240.0
s32038a,s,"Other fracture of third lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,57.0,52.0,76.0
s32039a,s,"Unspecified fracture of third lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,181.0,200.0,211.0
s32048a,s,"Other fracture of fourth lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,51.0,54.0,73.0
s40021d,s,"Contusion of right upper arm, subsequent encounter",Injury or poisoning,13.0,14.0,12.0
s40022d,s,"Contusion of left upper arm, subsequent encounter",Injury or poisoning,13.0,12.0,13.0
s40811d,s,"Abrasion of right upper arm, subsequent encounter",Injury or poisoning,16.0,11.0,21.0
s40812d,s,"Abrasion of left upper arm, subsequent encounter",Injury or poisoning,15.0,16.0,23.0
s50811d,s,"Abrasion of right forearm, subsequent encounter",Injury or poisoning,11.0,15.0,21.0
s50812d,s,"Abrasion of left forearm, subsequent encounter",Injury or poisoning,14.0,15.0,22.0
s61511d,s,"Laceration without foreign body of right wrist, subsequent encounter",Injury or poisoning,34.0,30.0,28.0
s61512d,s,"Laceration without foreign body of left wrist, subsequent encounter",Injury or poisoning,68.0,64.0,61.0
s80211a,s,"Abrasion, right knee, initial encounter",Injury or poisoning,352.0,327.0,391.0
s80211d,s,"Abrasion, right knee, subsequent encounter",Injury or poisoning,27.0,26.0,34.0
s80212a,s,"Abrasion, left knee, initial encounter",Injury or poisoning,357.0,348.0,383.0
s80212d,s,"Abrasion, left knee, subsequent encounter",Injury or poisoning,24.0,26.0,33.0
s80811a,s,"Abrasion, right lower leg, initial encounter",Injury or poisoning,138.0,120.0,140.0
s80811d,s,"Abrasion, right lower leg, subsequent encounter",Injury or poisoning,23.0,20.0,19.0
s80812a,s,"Abrasion, left lower leg, initial encounter",Injury or poisoning,140.0,127.0,145.0
s80812d,s,"Abrasion, left lower leg, subsequent encounter",Injury or poisoning,24.0,22.0,24.0
s80861a,s,"Insect bite (nonvenomous), right lower leg, initial encounter",Injury or poisoning,23.0,,13.0
s80862a,s,"Insect bite (nonvenomous), left lower leg, initial encounter",Injury or poisoning,19.0,,16.0
s90811a,s,"Abrasion, right foot, initial encounter",Injury or poisoning,26.0,25.0,39.0
s90812a,s,"Abrasion, left foot, initial encounter",Injury or poisoning,26.0,16.0,31.0
s90821a,s,"Blister (nonthermal), right foot, initial encounter",Injury or poisoning,58.0,56.0,72.0
s90822a,s,"Blister (nonthermal), left foot, initial encounter",Injury or poisoning,71.0,63.0,65.0
s92321a,s,"Displaced fracture of second metatarsal bone, right foot, initial encounter for closed fracture",Injury or poisoning,53.0,39.0,43.0
s92322a,s,"Displaced fracture of second metatarsal bone, left foot, initial encounter for closed fracture",Injury or poisoning,30.0,38.0,34.0
s92322d,s,"Displaced fracture of second metatarsal bone, left foot, subsequent encounter for fracture with routine healing",Injury or poisoning,12.0,,
s92324a,s,"Nondisplaced fracture of second metatarsal bone, right foot, initial encounter for closed fracture",Injury or poisoning,10.0,,13.0
s92331a,s,"Displaced fracture of third metatarsal bone, right foot, initial encounter for closed fracture",Injury or poisoning,41.0,38.0,45.0
s92332a,s,"Displaced fracture of third metatarsal bone, left foot, initial encounter for closed fracture",Injury or poisoning,31.0,32.0,35.0
s92334a,s,"Nondisplaced fracture of third metatarsal bone, right foot, initial encounter for closed fracture",Injury or poisoning,13.0,,13.0
s92341a,s,"Displaced fracture of fourth metatarsal bone, right foot, initial encounter for closed fracture",Injury or poisoning,40.0,28.0,49.0
s92342a,s,"Displaced fracture of fourth metatarsal bone, left foot, initial encounter for closed fracture",Injury or poisoning,30.0,31.0,31.0
s92342d,s,"Displaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with routine healing",Injury or poisoning,12.0,,10.0
s92344a,s,"Nondisplaced fracture of fourth metatarsal bone, right foot, initial encounter for closed fracture",Injury or poisoning,12.0,12.0,
t2023xa,t,"Burn of second degree of chin, initial encounter",Injury or poisoning,16.0,,
t2024xa,t,"Burn of second degree of nose (septum), initial encounter",Injury or poisoning,18.0,22.0,16.0
t22311a,t,"Burn of third degree of right forearm, initial encounter",Injury or poisoning,43.0,22.0,42.0
t22312a,t,"Burn of third degree of left forearm, initial encounter",Injury or poisoning,27.0,26.0,31.0
t22331a,t,"Burn of third degree of right upper arm, initial encounter",Injury or poisoning,30.0,18.0,33.0
t22332a,t,"Burn of third degree of left upper arm, initial encounter",Injury or poisoning,25.0,21.0,27.0
t23201a,t,"Burn of second degree of right hand, unspecified site, initial encounter",Injury or poisoning,13.0,10.0,15.0
t23202a,t,"Burn of second degree of left hand, unspecified site, initial encounter",Injury or poisoning,14.0,12.0,19.0
t23261a,t,"Burn of second degree of back of right hand, initial encounter",Injury or poisoning,25.0,21.0,18.0
t23262a,t,"Burn of second degree of back of left hand, initial encounter",Injury or poisoning,23.0,13.0,
t23341a,t,"Burn of third degree of multiple right fingers (nail), including thumb, initial encounter",Injury or poisoning,13.0,12.0,
t23342a,t,"Burn of third degree of multiple left fingers (nail), including thumb, initial encounter",Injury or poisoning,13.0,18.0,
t23351a,t,"Burn of third degree of right palm, initial encounter",Injury or poisoning,16.0,11.0,10.0
t23352a,t,"Burn of third degree of left palm, initial encounter",Injury or poisoning,12.0,15.0,11.0
t23361a,t,"Burn of third degree of back of right hand, initial encounter",Injury or poisoning,19.0,18.0,
t23362a,t,"Burn of third degree of back of left hand, initial encounter",Injury or poisoning,14.0,15.0,
t24221a,t,"Burn of second degree of right knee, initial encounter",Injury or poisoning,11.0,,17.0
t24222a,t,"Burn of second degree of left knee, initial encounter",Injury or poisoning,16.0,,13.0
t402x5a,t,"Adverse effect of other opioids, initial encounter",Injury or poisoning,1593.0,1371.0,1468.0
t508x5a,t,"Adverse effect of diagnostic agents, initial encounter",Injury or poisoning,595.0,613.0,580.0
z114,z,Encounter for screening for human immunodeficiency virus [HIV],Other health services,229.0,533.0,1120.0
z1159,z,Encounter for screening for other viral diseases,Other health services,219.0,6883.0,8005.0
z23,z,Encounter for immunization,Other health services,52421.0,42832.0,49784.0
z3a39,z,39 weeks gestation of pregnancy,Other health services,15684.0,14258.0,14803.0
z370,z,Single live birth,Other health services,38772.0,35075.0,37060.0
z371,z,Single stillbirth,Other health services,294.0,292.0,302.0
z372,z,"Twins, both liveborn",Other health services,596.0,539.0,556.0
z3800,z,"Single liveborn infant, delivered vaginally",Other health services,28096.0,25401.0,26595.0
z9841,z,"Cataract extraction status, right eye",Other health services,322.0,319.0,303.0
z9842,z,"Cataract extraction status, left eye",Other health services,331.0,325.0,313.0
z992,z,Dependence on renal dialysis,Other health services,9768.0,9692.0,10254.0
