Source,Target,Weight20192
a630,o98313,0.0575
a630,o9832,0.1494
a64,h5501,0.0862
a64,m438x6,0.0905
a64,n766,0.075
a64,o98319,0.0608
a689,d219,0.0508
a689,j123,0.0564
a689,j940,0.075
a689,m84477a,0.0905
a749,o9832,0.0824
a749,o9882,0.0943
a78,c689,0.0606
a870,b084,0.0566
a872,b589,0.0822
a872,g02,0.0862
a872,g038,0.0544
a872,k753,0.0822
a872,m24452,0.0717
a878,a9230,0.0509
a878,a9232,0.2896
a878,g541,0.0822
a9230,i82602,0.0536
a9231,a9232,0.0892
a9231,g0490,0.0604
a9232,g02,0.2964
a9232,g541,0.0632
a9232,m62831,0.05
b003,b004,0.1561
b003,c717,0.0588
b003,g40111,0.0523
b003,h2510,0.0624
b004,t375x5a,0.0505
b009,o9852,0.5227
b019,c8335,0.0606
b0221,b0230,0.0545
b0221,b027,0.0818
b0221,m7060,0.052
b0222,b0230,0.0879
b0222,h169,0.0728
b0222,z8271,0.0597
b0223,c50212,0.0555
b0223,j120,0.0614
b0223,m19039,0.0584
b028,h6012,0.0606
b081,b960,0.1051
b081,d89811,0.0509
b081,j8481,0.0632
b081,r10814,0.062
b081,t8609,0.0659
b084,r5601,0.0553
b084,t83192a,0.0539
b09,t378x5a,0.0667
b181,o9842,0.0896
b182,d6959,0.0508
b182,f1110,0.0591
b182,f1120,0.0645
b182,f1123,0.1187
b182,f1510,0.0727
b182,f1520,0.0927
b182,f332,0.067
b182,f333,0.0563
b182,k7030,0.0515
b182,k7290,0.0607
b182,k7460,0.1052
b182,k766,0.0813
b182,r188,0.0503
b182,z560,0.0624
b182,z590,0.0971
b182,z720,0.0552
b1910,o9842,0.0613
b1920,d6959,0.0533
b1920,f1010,0.0524
b1920,f1110,0.0912
b1920,f1120,0.0571
b1920,f1123,0.0664
b1920,f1510,0.1
b1920,f17210,0.0548
b1920,f319,0.0521
b1920,k7030,0.0554
b1920,k7290,0.0607
b1920,k7460,0.1203
b1920,k766,0.0799
b1920,z590,0.0889
b199,e783,0.0645
b199,f1097,0.0552
b199,k8040,0.052
b20,b59,0.0634
b250,b59,0.0581
b258,d89810,0.0522
b259,d89810,0.0582
b259,d89813,0.0718
b259,g720,0.0552
b259,t865,0.0675
b2790,l040,0.0512
b3324,i400,0.0833
b338,t8613,0.0508
b340,i788,0.0767
b340,j0180,0.0822
b340,m0820,0.0714
b350,e839,0.0525
b350,l00,0.0535
b360,h524,0.0515
b360,q391,0.0736
b370,b3781,0.0593
b372,l22,0.0597
b372,l304,0.0995
b373,o9882,0.0558
b3742,d229,0.0712
b3742,m6740,0.0624
b377,b49,0.0554
b377,t80211a,0.0734
b383,b3889,0.0604
b383,d761,0.0515
b383,l959,0.0645
b383,s0001xd,0.0784
b384,b387,0.1008
b384,g910,0.075
b384,g914,0.1025
b384,t367x5a,0.05
b384,t8501xa,0.0509
b384,t8509xa,0.0645
b3889,d68311,0.0687
b3889,g031,0.0587
b3889,h6001,0.0654
b3889,i70243,0.062
b3889,l519,0.0687
b3889,l982,0.0604
b3889,m00812,0.067
b399,t84498a,0.0755
b399,z1509,0.0553
b440,j0130,0.0686
b440,j850,0.0518
b4481,e0865,0.1592
b4481,e300,0.1099
b4481,e840,0.1242
b4481,e848,0.1287
b4481,e849,0.0669
b4481,g4736,0.0594
b4481,j4550,0.0687
b451,g031,0.0505
b451,g970,0.0525
b451,h468,0.0535
b451,h4923,0.0505
b451,m6259,0.0515
b465,t24202a,0.0799
b465,t25231a,0.083
b479,d734,0.0544
b49,j168,0.1063
b49,t80211a,0.0621
b589,p5221,0.0794
b59,c469,0.0599
b59,t375x6a,0.0606
b871,d4989,0.0548
b871,l97818,0.1015
b871,l97828,0.0708
b91,m21851,0.0836
b91,m62562,0.0728
b941,d819,0.075
b951,e11628,0.0745
b951,e1169,0.0544
b951,l02612,0.0635
b951,m86172,0.0615
b951,o9882,0.112
b952,b965,0.0831
b952,r7881,0.0678
b952,z1621,0.1409
b953,g001,0.0566
b954,r7881,0.052
b9561,e11621,0.0731
b9561,e11628,0.0555
b9561,e1169,0.0727
b9561,l03115,0.0588
b9561,l03116,0.0555
b9561,m869,0.0576
b9561,r7881,0.1186
b9562,b965,0.0531
b9562,e11621,0.0734
b9562,e1169,0.0843
b9562,l02415,0.0581
b9562,l03113,0.0532
b9562,l03114,0.0573
b9562,l03115,0.0692
b9562,l03116,0.0644
b9562,m869,0.0621
b9562,r7881,0.0751
b9562,z8614,0.0715
b957,r7881,0.0897
b960,s92335a,0.0556
b960,s92345a,0.062
b961,n10,0.0501
b961,n136,0.0588
b961,n3000,0.056
b961,n319,0.0522
b961,n390,0.0963
b961,r7881,0.0625
b961,z1612,0.0562
b961,z1624,0.0648
b961,z87440,0.054
b9620,e8342,0.0521
b9620,e860,0.0563
b9620,e876,0.0551
b9620,f0390,0.0674
b9620,g9341,0.0715
b9620,n10,0.1127
b9620,n12,0.0729
b9620,n136,0.0719
b9620,n179,0.0501
b9620,n3000,0.0728
b9620,n390,0.2315
b9620,r7881,0.0806
b9620,z1612,0.0775
b9620,z1624,0.0789
b9620,z87440,0.0931
b9623,d593,0.068
b9623,n888,0.0618
b9623,q873,0.0536
b965,n319,0.0652
b965,t83511a,0.0655
b965,z1624,0.0792
b9681,k2950,0.1036
b9689,r7881,0.1077
b970,j218,0.0622
b9710,b9789,0.3213
b9710,f88,0.0603
b9710,j0410,0.0514
b9710,j069,0.0701
b9710,j206,0.2033
b9710,j210,0.0593
b9710,j218,0.22
b9710,r633,0.0549
b9710,z825,0.0515
b9719,j1289,0.0541
b9719,z8481,0.058
b974,j121,0.0788
b9781,j123,0.0613
b9789,j069,0.1734
b9789,j1289,0.0565
b9789,j206,0.0617
b9789,j210,0.0513
b9789,j218,0.1993
b9789,j219,0.0627
b9789,j45901,0.0502
b9789,r0603,0.0551
b9789,r633,0.0627
b9789,z825,0.0835
b998,s12601a,0.0504
c01,c109,0.1067
c01,c140,0.0619
c01,c770,0.056
c021,d4989,0.0573
c021,g521,0.0862
c021,k1233,0.0573
c021,l7633,0.0593
c029,c140,0.0675
c049,c060,0.0593
c049,c411,0.2017
c049,i82721,0.0717
c049,t17490a,0.0513
c060,c069,0.1345
c060,c411,0.1082
c060,c44329,0.0819
c060,l89216,0.0769
c069,c411,0.1557
c069,c760,0.0547
c07,c44329,0.0625
c099,c109,0.0809
c099,c140,0.0575
c099,c770,0.0665
c109,c770,0.0509
c119,r978,0.0553
c139,c4001,0.0508
c139,z9002,0.0738
c155,j9851,0.0567
c159,z8501,0.0679
c169,c786,0.0539
c169,k311,0.0557
c169,r180,0.0589
c169,z903,0.1018
c170,z85068,0.058
c179,n4289,0.0571
c179,z85068,0.0735
c183,k9131,0.0597
c189,c7800,0.0556
c189,c786,0.0694
c189,c787,0.0952
c189,c799,0.0519
c19,c7800,0.0547
c19,c787,0.0665
c20,z933,0.056
c210,g541,0.0589
c210,h938x1,0.058
c211,c763,0.0784
c211,l03316,0.0687
c220,i81,0.1181
c220,i8500,0.0504
c220,i8510,0.0652
c220,k7031,0.0554
c220,k7290,0.0581
c220,k7460,0.0515
c220,k7469,0.0633
c220,k766,0.058
c220,k767,0.0607
c221,c23,0.0535
c221,c772,0.0605
c221,k8309,0.123
c221,k831,0.071
c227,k08409,0.0571
c227,s22088d,0.0539
c23,z8509,0.0746
c250,c784,0.0515
c250,k315,0.0693
c250,k8309,0.0636
c250,k831,0.0639
c257,t85618a,0.0536
c258,e0865,0.0552
c259,c787,0.0927
c259,g893,0.0605
c259,k8309,0.0637
c259,k831,0.0655
c259,k8681,0.077
c259,r180,0.0687
c259,z8507,0.0526
c259,z90411,0.1009
c269,i63413,0.074
c269,r948,0.0599
c300,l03818,0.0687
c300,z8522,0.0702
c320,c7839,0.1036
c320,e0591,0.0555
c320,k9181,0.076
c321,c7839,0.0645
c321,j988,0.0611
c329,j392,0.0541
c3411,c771,0.0543
c3411,j95811,0.0639
c3412,c771,0.0512
c342,z5332,0.0558
c3431,c771,0.0617
c3481,c3482,0.2339
c3481,h353190,0.0536
c3482,c7839,0.051
c3490,c787,0.0794
c3490,c7931,0.2214
c3490,c7951,0.1221
c3490,c799,0.0533
c3490,d61810,0.0529
c3490,d630,0.0549
c3490,g893,0.0638
c3490,j910,0.0926
c3490,t451x5a,0.0685
c3490,z9221,0.0642
c3490,z923,0.0589
c3491,c3492,0.14
c37,i82a13,0.0784
c4001,e7209,0.0911
c4001,r81,0.0846
c4021,m84451a,0.0958
c4021,z5112,0.0598
c4022,e7209,0.0583
c4022,h918x3,0.0682
c4022,k1231,0.0533
c4022,z5111,0.0742
c411,c44329,0.0867
c411,i82721,0.0563
c411,m96830,0.0657
c412,m8458xd,0.121
c419,g589,0.0551
c434,c4359,0.0862
c434,z89202,0.0508
c4359,c4372,0.0526
c4372,c774,0.0648
c4372,e2609,0.0556
c4372,z85848,0.054
c44310,c4441,0.0799
c44319,c44519,0.0822
c44320,c7839,0.0518
c44320,e2609,0.067
c44320,s43005a,0.0597
c4440,g130,0.075
c4441,d480,0.0799
c4441,i060,0.0769
c4441,s83242a,0.083
c4441,s83282a,0.0593
c4441,z1620,0.0712
c4441,z85821,0.0712
c44519,c44529,0.0632
c44519,l720,0.0632
c44519,m1380,0.0564
c44529,l720,0.05
c44529,q0703,0.0585
c44529,s12030a,0.0606
c44529,s24104s,0.05
c44529,z1211,0.0579
c450,i445,0.054
c450,i6319,0.0644
c450,i950,0.0599
c451,c457,0.0665
c469,c84a0,0.0608
c469,z209,0.0608
c479,c495,0.1248
c479,l813,0.0548
c479,q8501,0.1015
c480,c495,0.0796
c481,c762,0.0542
c481,c763,0.0689
c482,c561,0.0555
c490,l598,0.0638
c493,c495,0.0539
c493,c761,0.1104
c494,c496,0.0593
c495,r1904,0.0588
c496,k716,0.0535
c49a2,c8300,0.0702
c4a9,g130,0.0728
c4a9,q2572,0.0555
c4a9,s9001xa,0.0644
c50012,h00019,0.0784
c50111,h40052,0.0689
c50112,c7932,0.0515
c50112,i69851,0.0548
c50211,n6459,0.0909
c50411,c773,0.0726
c50411,z170,0.0598
c50412,c7932,0.0591
c50412,z4001,0.0579
c50512,z4001,0.051
c50812,d611,0.068
c50812,s24103a,0.068
c50911,c50912,0.1085
c50911,c773,0.083
c50911,z1501,0.0537
c50911,z170,0.1638
c50911,z171,0.1086
c50911,z79811,0.0777
c50911,z9011,0.0826
c50911,z9013,0.0521
c50912,c773,0.0776
c50912,z170,0.1852
c50912,z171,0.0724
c50912,z79811,0.0573
c50912,z9012,0.0832
c50912,z9013,0.0564
c50919,c7800,0.0639
c50919,c787,0.0562
c50919,c7951,0.1081
c50919,j910,0.0516
c50919,z170,0.0778
c50919,z79811,0.0958
c50919,z9010,0.0571
c50919,z9013,0.0803
c519,c774,0.0975
c52,n828,0.0513
c52,q928,0.0626
c530,n882,0.0654
c539,c775,0.0541
c541,n950,0.0979
c561,c562,0.3081
c561,c785,0.0961
c561,c7982,0.0721
c562,c775,0.0668
c562,c785,0.0989
c562,c786,0.0627
c562,c7982,0.0506
c562,z1509,0.0705
c569,c785,0.057
c569,c786,0.1398
c569,r180,0.1229
c569,z90722,0.0544
c609,z8549,0.2151
c61,c7951,0.1845
c61,z8042,0.0509
c6291,i82503,0.0518
c6292,l738,0.0962
c651,c661,0.0866
c651,l89523,0.0523
c652,c762,0.0564
c661,z8550,0.0518
c671,c672,0.056
c671,h468,0.074
c672,c674,0.1534
c674,n9981,0.0687
c679,z906,0.0653
c679,z936,0.0752
c680,i621,0.0584
c680,z8559,0.0629
c6921,c6922,0.7194
c6921,h5000,0.0894
c6922,h5000,0.0943
c710,c715,0.0625
c710,h918x2,0.0665
c711,g40009,0.0631
c711,g40109,0.0503
c711,z483,0.0757
c712,g40009,0.0601
c713,g40009,0.0759
c714,h53451,0.051
c714,i00,0.068
c715,c753,0.0707
c715,h5501,0.0686
c715,i82b19,0.0707
c715,n911,0.0707
c715,q130,0.0625
c716,h906,0.0808
c717,g131,0.0606
c717,g914,0.0526
c717,h4920,0.0509
c717,h4922,0.06
c717,r488,0.0523
c718,f688,0.0509
c718,g9612,0.0545
c718,h53451,0.0816
c718,t8141xd,0.0509
c719,g40009,0.062
c719,g935,0.0606
c719,g936,0.0763
c719,z483,0.0655
c720,d480,0.0833
c720,m8458xd,0.0851
c720,r201,0.0606
c73,c770,0.1237
c7490,c7952,0.1341
c7490,c800,0.0651
c7490,e2839,0.0616
c7490,z5112,0.0819
c7490,z8043,0.1079
c753,h5501,0.0799
c753,i82b19,0.0833
c753,n911,0.0833
c753,q130,0.0707
c760,c770,0.0619
c761,i82c13,0.0645
c761,k251,0.0569
c768,q8502,0.068
c770,c7989,0.074
c770,i898,0.0547
c770,j3801,0.0502
c771,c772,0.0589
c771,c7801,0.0672
c771,c7802,0.0581
c771,c781,0.0558
c771,c782,0.0524
c771,c7971,0.0581
c771,c7972,0.0821
c771,c7989,0.0522
c771,m8458xa,0.0501
c772,c775,0.0542
c772,c7801,0.0611
c772,c7802,0.0608
c772,c786,0.0847
c772,c787,0.065
c772,c7972,0.0557
c772,g893,0.0558
c773,z1501,0.0568
c773,z170,0.1258
c773,z171,0.1032
c774,n35819,0.0581
c775,c785,0.05
c775,c7982,0.0784
c778,c7971,0.0711
c779,c7800,0.0594
c779,c7801,0.0506
c779,c7802,0.0514
c779,c786,0.0514
c779,c787,0.0606
c779,c7951,0.0509
c7800,c786,0.0724
c7800,c787,0.2086
c7800,c7931,0.1408
c7800,c7951,0.1529
c7800,c7989,0.0579
c7800,d630,0.0768
c7800,d6481,0.0588
c7800,g893,0.1293
c7800,j910,0.0751
c7800,t451x5a,0.0633
c7800,z9221,0.064
c7800,z923,0.051
c7801,c7802,0.6962
c7801,c786,0.0643
c7801,c787,0.1134
c7801,c7931,0.0874
c7801,c7951,0.0838
c7801,c7972,0.0567
c7801,c7989,0.0745
c7801,d630,0.0591
c7801,g893,0.0903
c7801,j910,0.0957
c7802,c786,0.0598
c7802,c787,0.0959
c7802,c7931,0.0737
c7802,c7951,0.0776
c7802,c7972,0.0653
c7802,c7989,0.0684
c7802,c801,0.0522
c7802,d630,0.0527
c7802,g893,0.0803
c7802,j910,0.0867
c781,c7971,0.0521
c782,j910,0.0842
c7839,c792,0.0626
c7839,g40801,0.0525
c7839,g518,0.0518
c7839,i82a13,0.0525
c784,c785,0.1046
c784,c7889,0.0612
c784,c7982,0.0549
c785,c786,0.087
c785,c7889,0.073
c785,c7911,0.0706
c785,c7982,0.1157
c786,c787,0.1291
c786,c7989,0.0835
c786,d630,0.0874
c786,d6481,0.0563
c786,g893,0.111
c786,j910,0.0828
c786,r180,0.2175
c786,r188,0.0593
c786,t451x5a,0.0514
c786,z8543,0.0666
c786,z9221,0.05
c787,c7889,0.0511
c787,c7931,0.1197
c787,c7951,0.262
c787,c7989,0.0581
c787,d61810,0.0548
c787,d630,0.1476
c787,d6481,0.0646
c787,e43,0.0717
c787,g893,0.2009
c787,j910,0.1015
c787,k831,0.0634
c787,r180,0.086
c787,r188,0.0701
c787,r627,0.0505
c787,r64,0.062
c787,t451x5a,0.1085
c787,z515,0.0971
c787,z66,0.0505
c787,z9221,0.1073
c787,z923,0.0689
c7889,c7970,0.0588
c7889,c7972,0.0525
c7900,e896,0.074
c7900,z189,0.0508
c7901,c7902,0.3157
c7901,c7971,0.0527
c7911,c7919,0.1179
c7911,c7982,0.1264
c7919,c7982,0.0856
c7931,c7951,0.1655
c7931,d630,0.0611
c7931,g893,0.0856
c7931,g935,0.0649
c7931,g936,0.1895
c7931,j910,0.0518
c7931,t451x5a,0.0516
c7931,z9221,0.0702
c7931,z923,0.0941
c7932,i621,0.0515
c7932,i82c22,0.0525
c7949,g9519,0.0509
c7949,g9529,0.1032
c7951,c7989,0.06
c7951,d61810,0.0601
c7951,d630,0.1317
c7951,d6481,0.0639
c7951,e43,0.0636
c7951,e8352,0.0628
c7951,g893,0.2523
c7951,j910,0.1139
c7951,m8458xa,0.0714
c7951,r64,0.0522
c7951,t451x5a,0.117
c7951,z170,0.0528
c7951,z515,0.0981
c7951,z66,0.0577
c7951,z853,0.0569
c7951,z9221,0.1036
c7951,z923,0.1327
c7960,d611,0.0767
c7960,d749,0.0767
c7960,m84551a,0.0509
c7960,n895,0.0689
c7960,s72321a,0.074
c7961,c7962,0.5357
c7961,c7982,0.0662
c7962,c7982,0.0994
c7971,c7972,0.4059
c7982,c7989,0.054
c7989,g893,0.0725
c7989,j910,0.0556
c7a090,c7b02,0.1034
c7a090,c7b09,0.1687
c7a090,e248,0.1342
c7a1,c7a8,0.0622
c7a1,c7b02,0.0987
c7a1,c7b8,0.1537
c7a8,c7b02,0.087
c7a8,c7b8,0.2767
c7b02,c7b09,0.1336
c7b02,c7b8,0.0986
c7b02,e340,0.0689
c7b09,e248,0.1569
c7b09,j702,0.0645
c7b09,k36,0.0548
c7b09,k56691,0.0566
c7b09,z85060,0.076
c802,m4808,0.0869
c802,t8649,0.0865
c802,t86818,0.0532
c802,z4823,0.0518
c8110,m6259,0.0667
c8110,t8189xd,0.0689
c8118,r232,0.0588
c8300,t7849xa,0.0566
c8318,k5130,0.0536
c8318,s00532a,0.067
c8319,n448,0.0767
c8319,t433x5a,0.0629
c8319,z5112,0.0511
c8330,d6481,0.0622
c8330,z5111,0.1176
c8332,c8335,0.1212
c8332,g372,0.0698
c8333,c8339,0.0532
c8333,l111,0.0624
c8338,z7689,0.1205
c8339,d47z1,0.0621
c8339,z5111,0.0645
c8440,g003,0.0579
c8440,n50812,0.0653
c84a0,m11232,0.0951
c84a0,m47894,0.075
c84a0,s29012a,0.075
c8512,i97621,0.0545
c8512,k1232,0.0869
c8515,c8519,0.0597
c8519,c91z0,0.0523
c8519,j1108,0.0536
c8580,c91z0,0.068
c8580,e801,0.0707
c8580,h4911,0.0799
c8580,j0110,0.0767
c8580,n99842,0.0833
c8589,d47z1,0.1088
c9000,d61810,0.0869
c9000,d630,0.0755
c9000,r5081,0.0598
c9000,t451x5a,0.0675
c9000,z9484,0.1124
c9001,z9481,0.0604
c9001,z9484,0.0853
c9002,m84522a,0.0634
c9002,z5112,0.0502
c9002,z9484,0.0814
c9030,m89551,0.0501
c9100,d61810,0.1064
c9100,d6481,0.0759
c9100,d701,0.0559
c9100,d709,0.0571
c9100,e883,0.0569
c9100,g620,0.0833
c9100,k1230,0.0531
c9100,k1231,0.0518
c9100,q998,0.0623
c9100,r5081,0.0885
c9100,t451x5a,0.0552
c9100,z5111,0.1254
c9101,d89811,0.0731
c9101,z9481,0.0625
c9101,z9484,0.0579
c9102,z5112,0.1113
c9102,z9484,0.0529
c9110,d801,0.0687
c9112,d599,0.0587
c9140,h00016,0.0625
c9140,t504x5a,0.0536
c9150,c91z0,0.068
c9150,k9281,0.0767
c91z0,j1108,0.0606
c91z0,m719,0.0555
c9200,d61810,0.1117
c9200,d709,0.065
c9200,e883,0.0595
c9200,r5081,0.1166
c9200,t451x5a,0.0592
c9200,t865,0.0502
c9201,d89810,0.058
c9201,d89811,0.1077
c9201,d89813,0.0725
c9201,k1231,0.058
c9201,t8609,0.0752
c9201,t865,0.0898
c9201,z9481,0.0536
c9202,c9230,0.0835
c9202,d89810,0.0602
c9202,d89812,0.0968
c9202,d89813,0.0528
c9202,t865,0.1001
c9230,c92a0,0.1145
c9230,d46c,0.0511
c9230,m90551,0.056
c9230,m90552,0.0597
c9230,n895,0.0548
c9240,f989,0.0904
c9250,g8100,0.0531
c9250,i612,0.052
c9251,d89813,0.053
c9251,l738,0.0527
c9251,m061,0.0905
c9251,t865,0.0533
c92a0,d46c,0.0637
c92a0,l292,0.083
c92a0,l928,0.0661
c92a0,m315,0.0712
c92a0,q9389,0.0841
c92a0,r232,0.0661
c92a0,t504x5a,0.0573
c9300,k643,0.0661
c9310,z9002,0.0719
c946,d471,0.0873
c9510,n738,0.0712
c9510,s82841d,0.0614
c9591,i32,0.0511
c9591,n022,0.0536
c966,d241,0.083
c966,k421,0.083
c966,m301,0.0501
d0511,d0512,0.2035
d0511,h40009,0.0531
d0511,m85851,0.0542
d069,o10013,0.05
d069,o3443,0.064
d069,o9a12,0.1843
d110,d134,0.052
d110,l720,0.0552
d120,d122,0.1633
d120,d123,0.1255
d120,d124,0.1306
d120,d125,0.0933
d122,d123,0.2845
d122,d124,0.2062
d122,d125,0.1868
d122,k5731,0.055
d122,k621,0.0624
d122,k640,0.0653
d122,k641,0.0619
d123,d124,0.1971
d123,d125,0.2109
d123,k621,0.0668
d123,k641,0.0542
d124,d125,0.2118
d124,d127,0.0776
d124,k641,0.0763
d125,d127,0.0775
d125,k640,0.0732
d125,k641,0.07
d126,q221,0.0613
d126,q9388,0.0673
d132,d135,0.1174
d132,d72822,0.0637
d132,t8172xa,0.0511
d134,d6941,0.0564
d134,e2839,0.052
d134,f930,0.0531
d134,m158,0.0585
d134,n649,0.0542
d134,s8001xd,0.0553
d151,g40822,0.0603
d151,q851,0.0988
d164,d170,0.0654
d169,s199xxa,0.0553
d170,d1724,0.0687
d170,d6941,0.0654
d170,f930,0.0604
d170,m456,0.0571
d171,l03019,0.0502
d1724,l7633,0.0632
d176,e881,0.0509
d176,k4030,0.0822
d176,k4130,0.0833
d1779,q057,0.0868
d1779,q068,0.1073
d1801,h35113,0.051
d1801,p0732,0.0749
d219,o368190,0.0661
d219,z86001,0.0501
d2239,d224,0.1472
d2239,n6002,0.0784
d2239,q825,0.0543
d224,l738,0.0527
d224,p760,0.0564
d225,l729,0.0515
d225,p923,0.0566
d225,q51818,0.0689
d225,q833,0.076
d229,m6740,0.0661
d229,n08,0.0502
d229,p548,0.0637
d229,q052,0.0686
d250,d251,0.1424
d250,d252,0.114
d251,d252,0.2219
d251,n838,0.0543
d251,n920,0.0665
d251,o3413,0.0916
d252,n800,0.059
d252,o3413,0.234
d259,n736,0.0819
d259,n920,0.1759
d259,n938,0.0591
d259,n939,0.0743
