Source,Target,Weight20192
d701,t451x5a,0.1193
d709,r5081,0.4186
d709,t451x5a,0.1036
d72829,t380x5a,0.1102
d730,z832,0.1218
d819,h906,0.125
d821,q213,0.1785
d821,q9381,0.2797
d89810,g720,0.1315
d89810,t865,0.2327
d89811,t8609,0.3477
d89811,t865,0.2922
d89812,t865,0.1877
d89813,t8609,0.1256
d89813,t865,0.3592
d89813,z9481,0.1049
d8982,s82871b,0.1
e038,e230,0.1545
e038,e232,0.1234
e039,e1122,0.1383
e039,e119,0.1277
e039,e669,0.1036
e039,e7800,0.126
e039,e785,0.2559
e039,e860,0.1166
e039,e871,0.1346
e039,e872,0.1057
e039,e876,0.1471
e039,f329,0.1722
e039,f419,0.1444
e039,g4733,0.1117
e039,g8929,0.121
e039,i10,0.21600000000000003
e039,i129,0.1293
e039,i2510,0.1983
e039,i480,0.1214
e039,i4891,0.1094
e039,j449,0.1253
e039,j9601,0.1048
e039,k219,0.2259
e039,m1990,0.1163
e039,n179,0.1681
e039,n390,0.1258
e039,z66,0.1436
e039,z7901,0.1643
e039,z794,0.1383
e039,z7982,0.1988
e039,z7984,0.1138
e039,z79890,0.1936
e039,z79899,0.2001
e039,z8673,0.1027
e039,z87891,0.2059
e039,z90710,0.1064
e0580,t381x5a,0.3058
e0865,e300,0.1381
e0865,e840,0.2345
e0865,e848,0.2891
e089,e840,0.2258
e089,e848,0.3469
e0922,e0965,0.1121
e1010,e1022,0.11599999999999999
e1010,e1043,0.1804
e1010,e10649,0.1089
e1010,k3184,0.1082
e1010,z9641,0.1712
e1021,e1022,0.2588
e1021,e10319,0.2625
e1021,e1040,0.1202
e1021,e1042,0.1744
e1021,e1043,0.1638
e1021,e1051,0.1199
e1021,e10621,0.1234
e1021,e10649,0.1575
e1021,e1065,0.1265
e1021,e1069,0.1108
e1022,e10319,0.2184
e1022,e1040,0.1788
e1022,e1042,0.2241
e1022,e1043,0.2518
e1022,e1051,0.1848
e1022,e10621,0.1574
e1022,e10649,0.2273
e1022,e1065,0.3229
e1022,e1069,0.1042
e1022,k3184,0.1012
e1022,z9641,0.1467
e10319,e1040,0.1618
e10319,e1042,0.1992
e10319,e1043,0.157
e10319,e1051,0.1601
e10319,e10621,0.1291
e10319,e10649,0.1383
e10319,e1065,0.1188
e10319,e1069,0.109
e1040,e1051,0.1253
e1040,e10621,0.1372
e1040,e10649,0.1293
e1040,e1065,0.1579
e1042,e1043,0.1729
e1042,e1051,0.1824
e1042,e10621,0.2003
e1042,e10649,0.1756
e1042,e1065,0.1811
e1042,e1069,0.1518
e1043,e1051,0.1033
e1043,e10649,0.1799
e1043,e1065,0.1706
e1043,k3184,0.2915
e1043,z9641,0.1249
e1051,e10621,0.2199
e1051,e10628,0.1122
e1051,e10649,0.1125
e1051,e1065,0.1043
e1051,e1069,0.1866
e1052,e10621,0.2377
e1052,e10628,0.1675
e1052,e1069,0.2128
e10610,e10621,0.1037
e10610,e1069,0.1181
e10621,e10628,0.2459
e10621,e10649,0.1019
e10621,e1065,0.1277
e10621,e1069,0.3614
e10628,e1069,0.1707
e10649,e1065,0.1798
e10649,z9641,0.106
e1065,e1069,0.1028
e1065,z9641,0.1531
e109,o2402,0.1279
e109,z9641,0.1187
e1121,e1122,0.1339
e1121,e11319,0.1462
e1121,e1140,0.1113
e1121,i120,0.126
e1121,n186,0.1215
e1121,z992,0.1184
e1122,e1140,0.1598
e1122,e1142,0.1818
e1122,e1151,0.1889
e1122,e1165,0.2645
e1122,e6601,0.1274
e1122,e669,0.1016
e1122,e7800,0.1251
e1122,e785,0.2022
e1122,e871,0.1565
e1122,e872,0.1808
e1122,e875,0.2187
e1122,g4733,0.1416
e1122,g9341,0.1091
e1122,i120,0.2103
e1122,i129,0.3969
e1122,i130,0.2987
e1122,i132,0.133
e1122,i2510,0.2373
e1122,i252,0.1231
e1122,i480,0.1299
e1122,i4891,0.1042
e1122,i509,0.1215
e1122,j449,0.1224
e1122,j9601,0.1258
e1122,k219,0.1155
e1122,n179,0.2785
e1122,n184,0.1385
e1122,n186,0.3518
e1122,n189,0.23
e1122,n390,0.115
e1122,z66,0.1159
e1122,z7901,0.1522
e1122,z7902,0.136
e1122,z794,0.3869
e1122,z7982,0.2028
e1122,z7984,0.1964
e1122,z79899,0.1464
e1122,z8673,0.1158
e1122,z87891,0.1485
e1122,z951,0.1266
e1122,z955,0.1337
e1122,z992,0.3169
e113593,h4311,0.14800000000000002
e1139,h42,0.4288
e1140,e1151,0.1356
e1140,e11621,0.156
e1140,e1165,0.1468
e1140,e1169,0.105
e1140,n186,0.1049
e1140,z794,0.1559
e1140,z7984,0.1028
e1140,z992,0.1065
e1142,e1151,0.1805
e1142,e11621,0.2372
e1142,e1165,0.1812
e1142,e1169,0.1419
e1142,l03115,0.10300000000000001
e1142,l03116,0.1022
e1142,n186,0.1009
e1142,z794,0.1738
e1142,z7984,0.1178
e1143,k3184,0.515
e1144,g541,0.1317
e1151,e11621,0.1929
e1151,e1165,0.11699999999999999
e1151,e1169,0.1124
e1151,i130,0.1015
e1151,n186,0.125
e1151,z7902,0.1315
e1151,z794,0.1288
e1151,z951,0.1015
e1151,z992,0.122
e1152,e11621,0.1827
e1152,e11628,0.1678
e1152,e1169,0.21600000000000003
e1152,i96,0.2946
e1152,l97519,0.1226
e1152,l97529,0.1093
e1152,m86171,0.1099
e1152,m86172,0.1003
e1152,m868x7,0.1327
e1152,m869,0.1205
e11618,i25700,0.1284
e11621,e11628,0.2194
e11621,e1165,0.1245
e11621,e1169,0.3737
e11621,l03115,0.1891
e11621,l03116,0.1762
e11621,l97519,0.3678
e11621,l97529,0.3568
e11621,m86171,0.1277
e11621,m86172,0.1212
e11621,m868x7,0.1424
e11621,m869,0.1747
e11621,z794,0.109
e11622,l97919,0.1516
e11622,l97929,0.1405
e11628,e1169,0.1813
e11628,l02611,0.1402
e11628,l02612,0.1159
e11628,l03031,0.1067
e11628,l97519,0.1935
e11628,l97529,0.1676
e11628,m86171,0.1141
e11628,m86172,0.1086
e11628,m868x7,0.1338
e11628,m869,0.1288
e1165,e6601,0.1336
e1165,e669,0.11
e1165,e785,0.1498
e1165,e871,0.154
e1165,e872,0.1387
e1165,e875,0.1028
e1165,g4733,0.1072
e1165,i10,0.1162
e1165,i129,0.1244
e1165,i2510,0.1376
e1165,n179,0.1473
e1165,z794,0.3471
e1165,z7982,0.133
e1165,z7984,0.2377
e1165,z79899,0.1119
e1169,l03115,0.1036
e1169,l97519,0.2096
e1169,l97529,0.2113
e1169,m86171,0.1751
e1169,m86172,0.1642
e1169,m868x7,0.2042
e1169,m869,0.2752
e119,e6601,0.1232
e119,e669,0.1163
e119,e7800,0.1268
e119,e785,0.1906
e119,g4733,0.1212
e119,i10,0.2188
e119,i110,0.1339
e119,i2510,0.1518
e119,k219,0.1303
e119,z7901,0.1153
e119,z794,0.2002
e119,z7982,0.1557
e119,z7984,0.4026
e119,z79899,0.1349
e119,z87891,0.1329
e1322,e1340,0.188
e1322,e1351,0.2259
e1322,e13649,0.1393
e1322,e1365,0.1378
e1340,e1351,0.1589
e1340,e13649,0.1737
e1340,e891,0.1099
e1342,e1351,0.14800000000000002
e1342,e1365,0.2595
e1342,e891,0.1082
e13649,e1365,0.2626
e13649,e891,0.1091
e1365,e891,0.2078
e139,e891,0.2739
e139,z90410,0.1244
e160,t383x5a,0.1221
e230,e232,0.2572
e232,g9382,0.1083
e282,o99284,0.1489
e300,t8609,0.1072
e301,g47411,0.1821
e43,r1310,0.1032
e43,r627,0.1469
e43,r64,0.1452
e43,z515,0.1561
e43,z66,0.1177
e43,z681,0.4077
e440,z681,0.1766
e46,z515,0.1149
e46,z681,0.1672
e509,e60,0.1714
e509,q442,0.1676
e60,k745,0.1982
e60,q442,0.3492
e631,t2135xa,0.1145
e631,z481,0.1425
e6601,e785,0.1016
e6601,g4733,0.2789
e6601,j45909,0.1026
e6601,k219,0.1109
e6601,z6841,0.3409
e6601,z6842,0.2109
e6601,z6843,0.1804
e6601,z794,0.1435
e6601,z7984,0.1244
e662,j9622,0.2042
e662,z6843,0.1387
e662,z6844,0.1268
e662,z6845,0.1005
e669,e785,0.1346
e669,f329,0.1019
e669,g4733,0.1506
e669,i10,0.1236
e669,i2510,0.1031
e669,k219,0.1186
e669,o99214,0.1817
e669,z370,0.1058
e669,z6841,0.109
e669,z794,0.1181
e669,z7982,0.1108
e669,z7984,0.1229
e669,z79899,0.1081
e669,z87891,0.1054
e71121,f82,0.1715
e71121,z434,0.1054
e7800,e785,0.1314
e7800,f329,0.1044
e7800,g4733,0.1071
e7800,g8929,0.1044
e7800,i10,0.1344
e7800,i129,0.1111
e7800,i2510,0.1618
e7800,i252,0.1184
e7800,k219,0.145
e7800,m1990,0.1452
e7800,n179,0.1031
e7800,z7901,0.1152
e7800,z7902,0.1035
e7800,z794,0.1164
e7800,z7982,0.1666
e7800,z7984,0.1386
e7800,z8673,0.1048
e7800,z87891,0.136
e7800,z955,0.1256
e7849,i2584,0.1061
e785,e860,0.1178
e785,e871,0.1402
e785,e872,0.1234
e785,e876,0.1603
e785,f17210,0.1325
e785,f329,0.1767
e785,f419,0.14800000000000002
e785,g4733,0.1413
e785,g8929,0.1296
e785,i10,0.4228
e785,i110,0.1302
e785,i129,0.1568
e785,i2510,0.3905
e785,i252,0.1369
e785,i480,0.1396
e785,i4891,0.1212
e785,j449,0.1453
e785,j9601,0.1156
e785,k219,0.2961
e785,m1990,0.1174
e785,n179,0.2317
e785,n390,0.1169
e785,n400,0.1169
e785,z66,0.1291
e785,z7901,0.2064
e785,z7902,0.128
e785,z794,0.2234
e785,z7982,0.3668
e785,z7984,0.1934
e785,z79899,0.3271
e785,z8673,0.1341
e785,z87891,0.336
e785,z951,0.1237
e785,z955,0.1596
e8021,m4625,0.1025
e8339,e8342,0.1836
e8339,e8351,0.1332
e8339,e872,0.1012
e8339,e875,0.1215
e8339,e876,0.1074
e8339,i120,0.1428
e8339,n186,0.1754
e8339,z992,0.1653
e8342,e8351,0.1001
e8342,e860,0.1336
e8342,e871,0.1581
e8342,e872,0.1437
e8342,e876,0.2717
e8342,n179,0.1144
e8359,n29,0.2874
e840,e8419,0.1084
e840,e848,0.4702
e840,j4550,0.1008
e840,k8681,0.1908
e840,k8689,0.1226
e840,k909,0.1383
e8419,k9089,0.115
e848,k8681,0.2337
e848,k909,0.2185
e854,i43,0.2593
e854,i680,0.4817
e8581,n08,0.1118
e8581,n29,0.1318
e860,e871,0.2117
e860,e872,0.2218
e860,e876,0.2198
e860,f17210,0.1108
e860,f329,0.1104
e860,g9341,0.1228
e860,i10,0.1343
e860,i129,0.1271
e860,i2510,0.1034
e860,k219,0.1221
e860,n179,0.2758
e860,n390,0.1501
e860,z66,0.1251
e860,z794,0.1245
e860,z7982,0.1098
e860,z79899,0.1272
e860,z87891,0.1187
e861,e871,0.1094
e870,g9341,0.1474
e870,j690,0.1531
e870,n170,0.1336
e870,r6521,0.1597
e870,z515,0.1197
e871,e872,0.218
e871,e875,0.1485
e871,e876,0.2313
e871,f17210,0.1143
e871,f329,0.1015
e871,g9341,0.1154
e871,i10,0.138
e871,i129,0.105
e871,i2510,0.1395
e871,i480,0.1011
e871,j9601,0.1358
e871,k219,0.1203
e871,n179,0.222
e871,n186,0.1041
e871,n390,0.135
e871,z66,0.1414
e871,z7901,0.1105
e871,z794,0.1609
e871,z7982,0.1345
e871,z79899,0.1441
e871,z87891,0.1322
e872,e875,0.1896
e872,e876,0.1982
e872,f17210,0.1105
e872,g9341,0.16399999999999998
e872,i10,0.1044
e872,i129,0.14
e872,i2510,0.1273
e872,i959,0.1055
e872,j189,0.1085
e872,j690,0.1094
e872,j9601,0.2239
e872,k219,0.1047
e872,n170,0.1313
e872,n179,0.2807
e872,n186,0.1085
e872,n390,0.1444
e872,r6521,0.1456
e872,z515,0.129
e872,z66,0.1753
e872,z794,0.1338
e872,z7982,0.1228
e872,z7984,0.1016
e872,z79899,0.1383
e872,z87891,0.1258
e874,j9602,0.1227
e874,j9622,0.1526
e874,r6521,0.1099
e875,g9341,0.1081
e875,i120,0.1765
e875,i129,0.1181
e875,i130,0.1082
e875,i132,0.1057
e875,j9601,0.1024
e875,n170,0.1184
e875,n179,0.166
e875,n186,0.2697
e875,z794,0.1368
e875,z992,0.2541
e876,f17210,0.1439
e876,f329,0.1356
e876,f419,0.1336
e876,g8929,0.10800000000000001
e876,i10,0.1912
e876,i2510,0.1364
e876,j9601,0.1338
e876,k219,0.1503
e876,n179,0.1973
e876,n390,0.1352
e876,z66,0.1228
e876,z7901,0.1141
e876,z794,0.1053
e876,z7982,0.1337
e876,z79899,0.1656
e876,z87891,0.1496
e8770,i120,0.1369
e8770,j90,0.1122
e8770,n186,0.1285
e8770,z992,0.1284
e8889,t730xxa,0.124
e889,h6990,0.1071
e890,z85850,0.3183
e891,z90410,0.3198
f0280,g20,0.2183
f0280,g309,0.723
f0281,g309,0.1631
f0281,z9183,0.1314
f0390,g9341,0.1478
f0390,n390,0.1153
f0390,z515,0.1116
f0390,z66,0.1619
f0390,z8673,0.1031
f0391,f05,0.1182
f0391,z9183,0.1293
f0781,g44309,0.1116
f1010,f1510,0.1071
f10229,f10239,0.1817
f10229,k7010,0.1431
f10231,k7010,0.1401
f10239,f332,0.1037
f10239,k7010,0.1029
f10239,z590,0.1078
f1110,f1510,0.1729
f1111,f1411,0.1176
f1111,f1511,0.1681
f11129,f15129,0.1096
f11129,f19129,0.1107
f11188,f14188,0.14800000000000002
f1120,f1520,0.1112
f1120,g8929,0.1171
f1120,g894,0.2181
f1121,f1521,0.1545
f11229,f15229,0.1307
f1123,f1510,0.1087
f1123,f1520,0.1743
f1123,f17200,0.1304
f1123,f322,0.1018
f1123,f332,0.2601
f1123,g4700,0.1088
f1123,r45851,0.1413
f1123,z560,0.1209
f1123,z590,0.1789
f1123,z62810,0.1214
f1123,z915,0.1291
f1124,f11288,0.1083
f1124,f1524,0.1185
f1190,f1590,0.1268
f1190,o99324,0.1163
f1210,f1410,0.107
f1210,f1510,0.193
f1211,f1411,0.1338
f1211,f1511,0.1129
f12129,f14129,0.1052
f1220,f1520,0.1733
f1221,f1521,0.1621
f1229,f1529,0.1374
f1411,f1511,0.1314
f14129,t405x1a,0.1167
f1419,f1529,0.1727
f1510,f17210,0.1138
f1510,z590,0.2211
f1510,z9114,0.111
f15129,t43621a,0.1232
f1520,f332,0.1232
f1520,f333,0.1164
f1520,r45851,0.1265
f1520,z560,0.2008
f1520,z590,0.1907
f1520,z62810,0.13
f1520,z915,0.1433
f1590,o99324,0.1045
f17200,f332,0.1098
f17200,g4700,0.1023
f17200,r45851,0.1257
f17200,z590,0.1348
f17200,z915,0.1002
f17210,f329,0.1443
f17210,f419,0.1719
f17210,g8929,0.1432
f17210,i10,0.1801
f17210,i2510,0.1233
f17210,j449,0.1493
f17210,j9601,0.1027
f17210,k219,0.1272
f17210,n179,0.1193
f17210,r45851,0.1831
f17210,z590,0.1655
f17210,z794,0.1023
f17210,z7982,0.1253
f17210,z79899,0.1822
f17210,z9114,0.1024
f17210,z915,0.1155
f17213,z13228,0.2579
f19921,g2589,0.1054
f28,f3481,0.1093
f29,z560,0.1279
f29,z653,0.1029
f319,f4310,0.1233
f3289,r269,0.1262
f3289,r419,0.1127
f3289,r6889,0.2262
f3289,z13228,0.10300000000000001
f329,f419,0.3624
f329,g4733,0.1077
f329,g8929,0.1541
f329,i10,0.17800000000000002
f329,i2510,0.1273
f329,j449,0.1089
f329,j45909,0.10300000000000001
f329,k219,0.2129
f329,m1990,0.1111
f329,n179,0.1201
f329,z7901,0.1078
f329,z794,0.1206
f329,z7982,0.1426
f329,z79899,0.1782
f329,z87891,0.1614
f332,f411,0.1216
f332,g4700,0.1655
f332,r45851,0.2471
f332,z560,0.1413
f332,z590,0.1604
f332,z62810,0.2237
f332,z62811,0.1465
f332,z915,0.2577
f333,r45850,0.1008
f333,z560,0.1142
f333,z62810,0.1046
f333,z62811,0.1038
f333,z915,0.10300000000000001
f339,z560,0.1022
f3481,f902,0.1893
f3481,z6221,0.1063
f410,f411,0.1043
f411,f4310,0.1084
f411,r45851,0.1105
f411,z915,0.1104
f419,g4700,0.1148
f419,g8929,0.1522
f419,i10,0.1663
f419,i2510,0.1117
f419,j45909,0.1072
f419,k219,0.1959
f419,m1990,0.1037
f419,r45851,0.1605
f419,z7982,0.12
f419,z79899,0.1654
f419,z87891,0.147
f419,z915,0.1049
f4310,f603,0.1141
f4310,r45851,0.1472
f4310,z62810,0.159
f4310,z915,0.1644
f4312,z62810,0.1401
f4312,z62811,0.1382
f4322,r530,0.1063
f4323,r6889,0.1004
f5000,f502,0.1582
f530,o99345,0.3587
f54,h906,0.125
f603,z91410,0.1028
f6810,l280,0.1067
f72,f88,0.1171
f72,g40814,0.1252
f72,g800,0.18100000000000002
f72,m4140,0.1537
f73,g800,0.1506
f73,h47039,0.1183
f73,m4140,0.1286
f810,f812,0.4562
f88,g800,0.2731
f88,j0410,0.1143
f88,r6251,0.1339
f88,r633,0.214
f88,z431,0.1603
f88,z8774,0.10400000000000001
f88,z931,0.1163
f902,z6221,0.1185
g061,k6812,0.1396
g061,m4622,0.1183
g061,m4624,0.1349
g061,m4626,0.2299
g061,m4646,0.1187
g118,i63542,0.1317
g2409,t433x5a,0.1229
g2409,t434x5a,0.2071
g249,p220,0.1102
g249,p284,0.1137
g249,p612,0.1831
g249,q673,0.2013
g2571,t43595a,0.1158
g40119,g9381,0.1054
g40814,g800,0.1484
g40814,m4140,0.128
g43909,m797,0.1039
g44309,r41844,0.115
g4440,t463x5a,0.21899999999999997
g4700,r45851,0.1942
g4700,z560,0.1024
g4700,z590,0.1117
g4700,z62810,0.1189
g4700,z915,0.1663
g4733,g8929,0.10099999999999999
g4733,i10,0.1023
g4733,i110,0.1271
g4733,i130,0.1023
g4733,i2510,0.1379
g4733,i480,0.1194
g4733,j449,0.1353
g4733,j9621,0.10099999999999999
g4733,k219,0.1407
g4733,n179,0.1027
g4733,z6841,0.1274
g4733,z7901,0.1359
g4733,z794,0.1297
g4733,z7982,0.122
g4733,z7984,0.1228
g4733,z87891,0.1231
g4733,z9981,0.1411
g479,r6889,0.1431
g546,z4781,0.3796
g546,z89611,0.1016
g5602,s52572a,0.1378
g5631,m21331,0.2772
g5632,m21332,0.1699
g5632,s42352a,0.1368
g620,t451x5a,0.1039
g7101,g7109,0.1009
g720,t865,0.1667
g800,m4140,0.201
g800,m4145,0.1136
g800,q02,0.1133
g800,q6589,0.1319
g8191,g936,0.1543
g8191,i639,0.1886
g8191,r29810,0.2158
g8191,r4701,0.2847
g8191,r471,0.1779
g8191,r4781,0.1117
g8194,g936,0.1438
g8194,i639,0.2009
g8194,r29810,0.2554
g8194,r4701,0.1037
g8194,r471,0.1798
g8194,r4781,0.1256
g8220,k592,0.1216
g8220,l89154,0.1809
g8220,n319,0.2631
g8220,z933,0.1033
g8220,z993,0.1146
g8222,k592,0.1124
g8250,n319,0.113
g8253,s12490a,0.1047
g8253,s14106s,0.1176
g835,i69365,0.124
g8929,i10,0.1391
g8929,i2510,0.1138
g8929,j449,0.1156
g8929,k219,0.1626
g8929,m1990,0.1429
g8929,m545,0.1558
g8929,m549,0.3192
g8929,n179,0.1026
g8929,z794,0.1051
g8929,z7982,0.1175
g8929,z79891,0.1378
g8929,z79899,0.1405
g8929,z87891,0.1262
g893,k5903,0.1138
g893,t451x5a,0.1236
g894,m797,0.1157
g894,z79891,0.1272
g910,i67848,0.1069
g911,i615,0.159
g912,z982,0.1862
g919,g935,0.1031
g919,i615,0.1021
g919,z982,0.2447
g92,j690,0.1264
g92,m6282,0.1255
g92,r4182,0.1199
g931,i468,0.1265
g931,i469,0.2747
g931,i4901,0.1254
g931,k7200,0.1176
g931,r570,0.1123
g931,z9911,0.1292
g9341,j690,0.1618
g9341,j9601,0.157
g9341,n170,0.1125
g9341,n179,0.1319
g9341,n390,0.1599
g9341,r4182,0.1172
g9341,r6521,0.1691
g9341,z515,0.1712
g9341,z66,0.1758
g935,g936,0.3244
g936,r4701,0.1693
g9382,i468,0.1212
g950,q068,0.1176
g9520,m4804,0.1532
g9529,m4804,0.1198
g9529,m8458xa,0.1273
g992,m4802,0.1214
g992,m5412,0.1897
h01003,h01006,0.6338
h01003,r928,0.1
h02401,h4901,0.1166
h02402,h4902,0.1014
h05011,j0140,0.1013
h1130,s02412a,0.1374
h16002,q300,0.1554
h2513,h524,0.109
h3412,h40052,0.1198
h35113,p0703,0.1785
h35113,p0724,0.1194
h35113,p0731,0.1287
h35113,p271,0.1149
h35113,p740,0.1389
h35113,p74422,0.1054
h35123,p0702,0.1801
h35123,p0703,0.1057
h35123,p0723,0.3029
h35123,p521,0.125
h35133,p0724,0.1124
h35133,p279,0.11900000000000001
h3563,t7612xa,0.1817
