Source,Target,Weight20192
t2023xa,t2026xa,0.4506
t2024xa,t2026xa,0.4358
t2131xa,t2132xa,0.4274
t2131xa,t22312a,0.4061
t2131xa,t22332a,0.4247
t22211a,t22212a,0.48700000000000004
t22211a,t22231a,0.415
t22231a,t22232a,0.4074
t22311a,t22331a,0.5277
t22312a,t22332a,0.5765
t22331a,t22332a,0.5920000000000001
t23201a,t23202a,0.5182
t23261a,t23262a,0.6245
t23262a,t23272a,0.4202
t23271a,t23272a,0.4602
t23341a,t23342a,0.6923
t23341a,t23351a,0.7546
t23341a,t23352a,0.5596
t23341a,t23361a,0.5529
t23341a,t23362a,0.5182
t23342a,t23351a,0.5488
t23342a,t23352a,0.6395
t23342a,t23361a,0.43
t23342a,t23362a,0.7402
t23351a,t23352a,0.5657
t23351a,t23361a,0.5693
t23352a,t23361a,0.4405
t23352a,t23362a,0.6136
t23361a,t23362a,0.5992
t24211a,t24212a,0.4063
t24221a,t24222a,0.5827
t25221a,t25222a,0.4704
t25321a,t25322a,0.4631
z114,z1159,0.8302
z23,z3800,0.5389
z370,z3a39,0.5248
z430,z431,0.45
z515,z66,0.4179
z62810,z62811,0.4532
z85528,z905,0.4765
z9221,z923,0.442
z9841,z9842,0.8697
